job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
Data Scientist,Enterprise,Education,Canada,Hybrid,Senior,5,Master,0,0,1,1,0,145737,12,2025,Low,7
Data Engineer,MNC,Education,Singapore,Hybrid,Mid,10,PhD,0,1,1,1,1,87565,8,2024,Low,9
Machine Learning Engineer,Enterprise,Education,Australia,Hybrid,Entry,6,Master,0,1,0,1,1,110112,4,2024,High,9
Machine Learning Engineer,MNC,Healthcare,Germany,Hybrid,Mid,10,Bachelor,1,0,0,1,0,81362,1,2022,Medium,3
Data Scientist,Enterprise,Technology,India,Remote,Entry,10,Bachelor,0,1,0,0,0,107631,2,2025,Low,9
Machine Learning Engineer,Enterprise,Finance,Germany,Onsite,Mid,10,Master,0,0,0,0,0,48053,5,2025,Medium,3
Data Scientist,Medium,Retail,Canada,Remote,Entry,5,Bachelor,0,0,0,0,1,101790,3,2025,Low,4
Data Scientist,Startup,Retail,USA,Remote,Senior,10,PhD,1,1,0,1,1,45083,3,2024,Medium,1
Data Engineer,Medium,Healthcare,Canada,Hybrid,Entry,8,Master,1,1,0,0,1,99114,9,2023,Medium,8
Data Analyst,Medium,Retail,UK,Remote,Mid,11,Master,0,0,1,1,1,103936,9,2022,High,9
Machine Learning Engineer,Medium,Finance,Germany,Hybrid,Senior,14,Bachelor,0,1,0,1,0,133626,4,2025,High,6
Data Engineer,MNC,E-commerce,Canada,Remote,Mid,4,Bachelor,1,0,0,1,0,69514,3,2020,Medium,8
Business Analyst,MNC,Technology,India,Remote,Mid,2,Bachelor,1,1,1,0,0,82446,2,2021,Low,4
Data Scientist,Startup,Finance,USA,Remote,Mid,12,Master,1,0,0,0,0,109445,6,2026,Low,9
Business Analyst,Medium,Education,Canada,Hybrid,Mid,4,Bachelor,0,0,0,0,0,112278,11,2024,High,2
Business Analyst,Startup,Retail,Germany,Remote,Senior,4,Bachelor,0,1,0,0,0,82900,1,2026,High,3
Business Analyst,Medium,Technology,USA,Remote,Mid,12,Bachelor,0,0,1,1,0,111299,2,2020,Low,7
Machine Learning Engineer,Startup,Retail,Singapore,Remote,Mid,13,Master,0,0,1,1,0,81471,3,2026,Low,2
AI Engineer,Enterprise,Finance,Canada,Remote,Mid,10,PhD,1,0,0,0,1,140513,4,2024,Medium,3
Data Scientist,Enterprise,Healthcare,Canada,Hybrid,Mid,4,Bachelor,0,0,1,0,1,94615,4,2026,High,8
Business Analyst,Medium,Finance,India,Remote,Senior,12,PhD,0,0,0,1,0,107948,6,2024,High,1
Business Analyst,Enterprise,Technology,Singapore,Onsite,Mid,11,Master,0,1,1,0,1,166589,9,2023,Low,8
AI Engineer,Medium,Healthcare,Australia,Onsite,Mid,6,Bachelor,0,0,0,0,1,101975,7,2020,High,1
Data Engineer,Medium,Technology,UK,Hybrid,Mid,7,Master,1,0,0,1,0,110255,12,2021,High,5
Data Analyst,Enterprise,Finance,Canada,Onsite,Senior,9,PhD,0,1,0,0,0,45083,3,2022,High,7
AI Engineer,Enterprise,Technology,USA,Onsite,Entry,8,Master,1,0,1,1,0,53058,11,2024,Low,4
Machine Learning Engineer,Startup,Finance,Australia,Remote,Entry,12,Bachelor,0,1,1,1,0,57794,3,2024,High,3
AI Engineer,Enterprise,Finance,Singapore,Onsite,Mid,8,Bachelor,0,0,1,1,1,106247,11,2021,Low,8
AI Engineer,MNC,Technology,Singapore,Onsite,Entry,10,Master,1,1,0,1,1,123709,7,2020,High,7
Machine Learning Engineer,Startup,Retail,India,Remote,Senior,14,Bachelor,1,1,0,1,0,135524,12,2022,Medium,5
Data Analyst,Startup,E-commerce,USA,Remote,Mid,5,PhD,1,0,1,1,0,99875,6,2022,Low,4
AI Engineer,MNC,Retail,Singapore,Remote,Mid,13,Master,1,1,1,0,0,117537,8,2023,High,6
AI Engineer,Medium,Healthcare,Singapore,Remote,Senior,1,PhD,0,1,0,1,1,105929,11,2025,Medium,7
Business Analyst,Enterprise,E-commerce,India,Remote,Senior,11,Bachelor,0,1,0,0,0,112766,6,2020,Low,5
Data Scientist,Enterprise,Education,USA,Onsite,Mid,7,Master,1,1,1,1,1,47374,8,2022,High,7
Machine Learning Engineer,MNC,Retail,UK,Onsite,Senior,1,Bachelor,1,1,1,0,0,135119,6,2026,High,1
Data Scientist,MNC,Healthcare,USA,Hybrid,Entry,3,Bachelor,1,0,0,0,0,78715,12,2023,Low,2
Data Engineer,MNC,Technology,Germany,Hybrid,Senior,2,PhD,0,1,0,1,0,108253,11,2026,Medium,6
Data Analyst,Startup,Finance,India,Hybrid,Senior,9,Master,0,1,0,0,0,87310,4,2022,High,9
AI Engineer,MNC,Healthcare,Canada,Remote,Entry,11,Master,0,1,0,1,0,116429,6,2023,High,3
Data Analyst,Medium,Education,UK,Remote,Senior,12,PhD,0,1,0,1,1,94044,9,2023,Medium,3
Data Analyst,Enterprise,Education,UK,Remote,Entry,9,Bachelor,1,1,1,1,1,50171,8,2021,Medium,1
Machine Learning Engineer,Startup,Healthcare,India,Remote,Entry,12,Bachelor,1,0,0,0,0,70667,8,2023,High,7
Data Engineer,Enterprise,Technology,Canada,Hybrid,Entry,9,PhD,0,1,0,0,1,119158,5,2022,Medium,4
Machine Learning Engineer,MNC,Education,Australia,Remote,Entry,7,Master,0,0,1,0,0,86044,12,2023,Low,5
Business Analyst,Startup,Retail,Germany,Remote,Mid,3,PhD,0,0,1,0,1,118654,8,2025,Low,6
AI Engineer,MNC,E-commerce,Canada,Onsite,Senior,13,Master,1,0,0,0,1,81623,9,2023,Medium,6
Business Analyst,Startup,Technology,Canada,Onsite,Mid,4,PhD,0,1,0,0,0,169235,8,2021,High,9
Data Scientist,Medium,Education,Singapore,Remote,Mid,4,Master,0,1,0,0,0,119352,12,2020,High,1
Business Analyst,MNC,Finance,India,Hybrid,Senior,5,Bachelor,0,1,0,1,0,79976,8,2022,Low,3
Business Analyst,MNC,Healthcare,Germany,Onsite,Entry,5,PhD,0,1,0,0,1,110202,3,2025,High,3
Machine Learning Engineer,Enterprise,Education,Australia,Remote,Mid,8,Bachelor,1,0,0,1,0,121567,7,2025,High,2
Data Analyst,Medium,Healthcare,Singapore,Hybrid,Mid,12,Master,1,1,1,0,0,97956,7,2022,High,5
Machine Learning Engineer,Medium,Education,Germany,Hybrid,Entry,1,Bachelor,0,0,0,1,0,45083,5,2020,Medium,5
Data Analyst,MNC,E-commerce,USA,Remote,Entry,7,PhD,1,1,0,0,0,45745,3,2026,High,7
Data Engineer,Enterprise,E-commerce,Singapore,Hybrid,Senior,2,Master,1,0,1,0,0,107623,8,2020,Medium,7
Machine Learning Engineer,Startup,Education,UK,Hybrid,Senior,6,Master,1,1,1,0,0,45083,7,2024,High,8
Machine Learning Engineer,Enterprise,Finance,Singapore,Remote,Entry,11,Bachelor,0,0,0,1,0,91202,10,2025,Low,8
Business Analyst,Startup,Retail,Australia,Onsite,Mid,3,Bachelor,1,1,0,1,1,103627,2,2023,High,7
Machine Learning Engineer,Startup,Education,UK,Remote,Entry,12,Bachelor,0,0,0,0,1,108516,1,2022,Low,9
Business Analyst,Enterprise,Healthcare,Canada,Remote,Entry,9,Master,0,0,1,1,1,153091,8,2024,Low,9
Business Analyst,Medium,Finance,Singapore,Onsite,Entry,7,Master,0,1,0,1,1,97338,3,2024,High,5
Data Analyst,MNC,Healthcare,Canada,Hybrid,Mid,12,Bachelor,0,0,0,1,1,107118,2,2021,High,3
AI Engineer,MNC,Education,USA,Hybrid,Entry,3,Master,0,1,0,0,1,73481,1,2020,High,6
Data Scientist,MNC,Education,Germany,Remote,Senior,11,Master,1,0,1,0,1,59485,3,2024,High,4
AI Engineer,Startup,Retail,Germany,Remote,Mid,2,Bachelor,1,0,0,1,0,176375,1,2022,Low,7
Data Scientist,Medium,Healthcare,Canada,Remote,Entry,4,Master,0,0,1,0,0,105197,7,2026,Low,9
Machine Learning Engineer,MNC,Healthcare,Germany,Onsite,Entry,3,Master,0,0,1,1,1,140814,3,2020,Low,5
AI Engineer,Medium,Retail,Singapore,Remote,Mid,8,Bachelor,0,1,1,0,0,115780,1,2024,High,9
Data Scientist,Enterprise,Education,Germany,Remote,Entry,1,Bachelor,1,1,0,1,0,127588,9,2023,High,5
Data Scientist,Medium,Technology,Australia,Remote,Senior,11,PhD,0,1,1,0,1,64782,9,2024,High,4
AI Engineer,Startup,Education,Australia,Remote,Entry,13,Master,1,1,0,1,0,99189,12,2022,Low,4
Data Engineer,Enterprise,Healthcare,USA,Remote,Mid,10,Bachelor,0,1,1,0,0,103689,4,2025,Medium,3
Business Analyst,Medium,Technology,Australia,Onsite,Senior,2,Bachelor,1,0,0,1,1,84559,8,2023,Low,3
Data Scientist,Enterprise,Technology,Canada,Onsite,Senior,7,Master,0,0,0,0,1,118331,3,2023,High,7
AI Engineer,Startup,Finance,Australia,Remote,Senior,5,Master,1,0,1,0,1,97576,2,2025,High,3
Data Scientist,MNC,Technology,Singapore,Hybrid,Mid,1,Bachelor,1,0,1,0,1,107375,6,2024,High,3
Machine Learning Engineer,MNC,Technology,UK,Remote,Entry,13,Bachelor,1,1,1,0,1,71355,11,2025,High,1
Machine Learning Engineer,Startup,Technology,UK,Hybrid,Mid,14,PhD,1,0,0,1,1,58572,10,2025,Medium,3
AI Engineer,Startup,Retail,Germany,Remote,Entry,14,Master,1,0,0,0,0,63899,12,2024,Medium,5
Data Analyst,Startup,Retail,USA,Remote,Entry,13,Bachelor,0,1,1,1,1,98079,8,2025,High,4
Data Engineer,Startup,Technology,Canada,Onsite,Mid,11,PhD,0,0,1,1,0,78849,4,2023,High,5
Data Analyst,Medium,Retail,Australia,Hybrid,Entry,10,Master,1,1,1,0,0,101866,8,2025,Medium,2
Data Engineer,Startup,Education,Singapore,Remote,Mid,13,Bachelor,0,0,0,0,1,133140,6,2023,Low,5
Data Analyst,MNC,Education,USA,Hybrid,Mid,11,PhD,0,0,0,0,0,46912,12,2020,High,6
Machine Learning Engineer,Startup,Education,Australia,Onsite,Entry,14,PhD,1,1,0,0,1,94546,1,2020,Medium,2
AI Engineer,Startup,E-commerce,UK,Hybrid,Senior,1,Master,0,0,0,1,0,47251,11,2023,High,1
Data Analyst,Enterprise,Education,Singapore,Onsite,Entry,13,PhD,1,0,1,0,0,91489,5,2025,Low,5
Data Scientist,MNC,E-commerce,India,Hybrid,Senior,3,Bachelor,1,0,1,0,1,54965,4,2026,Low,7
Data Engineer,Medium,Finance,Canada,Remote,Mid,10,PhD,1,0,1,0,1,102853,8,2026,High,6
Data Scientist,Medium,Retail,Germany,Onsite,Senior,5,Bachelor,1,0,1,1,1,51857,6,2021,High,7
AI Engineer,Medium,E-commerce,India,Hybrid,Senior,8,Master,1,0,0,0,0,46376,7,2025,Low,9
Machine Learning Engineer,Startup,Education,Singapore,Onsite,Entry,10,Bachelor,1,1,0,0,0,120697,1,2025,High,7
Data Scientist,MNC,Retail,UK,Remote,Senior,11,Master,0,0,0,1,0,118452,6,2022,High,1
Machine Learning Engineer,Medium,E-commerce,USA,Hybrid,Entry,0,Bachelor,1,0,1,0,0,100975,6,2025,Low,6
Data Analyst,Enterprise,Retail,Australia,Onsite,Senior,1,Bachelor,1,0,0,0,1,86144,7,2025,High,6
Data Engineer,MNC,Healthcare,Singapore,Hybrid,Entry,14,Bachelor,0,0,1,0,1,166347,11,2022,High,4
Business Analyst,Enterprise,E-commerce,Australia,Remote,Mid,10,Master,1,1,0,0,0,102821,5,2024,High,2
Data Analyst,Medium,Education,Singapore,Hybrid,Mid,6,Bachelor,0,0,1,0,0,100574,11,2026,High,6
Business Analyst,Enterprise,Education,Singapore,Remote,Entry,10,Bachelor,1,0,0,0,1,141148,5,2024,High,4
Data Analyst,Enterprise,Finance,Germany,Hybrid,Entry,4,PhD,0,0,1,0,0,50776,12,2022,High,6
Data Scientist,Medium,E-commerce,Canada,Onsite,Senior,5,PhD,1,0,0,1,1,109503,10,2025,High,2
Machine Learning Engineer,Startup,Healthcare,Australia,Hybrid,Senior,10,PhD,0,0,0,0,1,91326,10,2025,High,4
Business Analyst,Medium,Technology,USA,Remote,Entry,4,Bachelor,0,0,1,0,0,104021,5,2024,High,9
Business Analyst,Medium,E-commerce,India,Remote,Mid,14,PhD,1,0,0,1,1,116811,11,2022,High,5
Data Analyst,Startup,Technology,Germany,Hybrid,Entry,10,Bachelor,0,0,1,0,0,126636,4,2024,High,8
Data Analyst,Startup,Education,Canada,Onsite,Mid,9,PhD,1,0,1,1,0,159585,6,2022,High,6
AI Engineer,Enterprise,Technology,India,Hybrid,Entry,10,Bachelor,1,0,1,0,1,98571,1,2024,Medium,2
Data Engineer,Startup,Healthcare,Australia,Onsite,Senior,4,Master,0,0,1,0,1,104632,9,2024,High,4
Data Analyst,Enterprise,Healthcare,Germany,Remote,Entry,12,PhD,1,1,1,0,1,79134,2,2020,Medium,2
Data Engineer,Startup,Education,India,Onsite,Senior,7,Master,0,0,1,1,1,53819,12,2025,Low,5
Machine Learning Engineer,Medium,Healthcare,UK,Onsite,Senior,2,Master,1,0,0,1,0,84417,12,2023,High,3
Data Scientist,Medium,Education,India,Onsite,Mid,0,Master,1,1,1,1,1,101992,2,2026,Medium,5
Data Engineer,Enterprise,E-commerce,UK,Hybrid,Mid,1,Bachelor,0,0,0,0,1,105776,8,2024,Medium,7
Data Scientist,MNC,Finance,Canada,Onsite,Mid,14,Bachelor,0,1,1,0,0,116853,11,2021,Low,7
Data Engineer,MNC,Technology,Australia,Onsite,Senior,1,PhD,1,0,1,0,0,92194,2,2024,Low,3
Data Analyst,MNC,Finance,USA,Remote,Entry,8,PhD,1,1,1,0,1,65608,12,2023,Low,4
Data Scientist,Enterprise,Healthcare,Canada,Remote,Entry,12,Master,0,0,0,1,0,58178,6,2023,Low,4
Business Analyst,Medium,E-commerce,Germany,Remote,Mid,9,Master,1,0,0,1,1,60549,2,2021,High,2
Data Analyst,Medium,E-commerce,USA,Hybrid,Senior,6,PhD,1,0,0,0,0,46620,9,2022,High,7
Machine Learning Engineer,MNC,E-commerce,Australia,Hybrid,Senior,11,PhD,0,1,0,1,0,154788,1,2020,High,4
Data Analyst,Medium,Healthcare,UK,Remote,Mid,14,Master,0,0,0,1,0,119028,9,2020,High,7
Machine Learning Engineer,Medium,Technology,UK,Hybrid,Senior,9,PhD,0,0,1,0,0,109088,10,2020,Low,1
Business Analyst,MNC,Healthcare,Germany,Onsite,Mid,2,Bachelor,1,1,1,0,1,134042,3,2023,Medium,5
Data Scientist,Enterprise,Healthcare,Germany,Remote,Entry,4,PhD,0,0,0,0,1,75458,9,2020,Low,8
Business Analyst,Enterprise,Retail,Australia,Remote,Entry,12,Bachelor,1,1,0,1,1,103438,1,2022,Medium,7
Data Analyst,Enterprise,Technology,Canada,Onsite,Mid,0,Master,1,1,0,1,0,115483,4,2024,Medium,2
Data Scientist,Medium,Retail,UK,Remote,Mid,11,Master,0,0,1,0,0,103044,1,2020,Low,1
Data Scientist,Enterprise,Retail,USA,Remote,Mid,3,PhD,0,0,0,1,1,70788,4,2023,Medium,6
Data Engineer,Enterprise,Healthcare,USA,Remote,Senior,9,PhD,0,0,0,1,1,87120,8,2023,High,4
Data Engineer,Medium,Education,Singapore,Remote,Mid,5,Bachelor,1,1,1,1,0,95920,12,2025,High,7
Data Engineer,MNC,Technology,UK,Remote,Entry,4,PhD,0,0,1,0,0,47196,4,2022,High,6
Data Analyst,MNC,Education,USA,Remote,Mid,11,Master,0,1,0,0,0,113456,11,2020,High,4
Data Engineer,Medium,Technology,India,Remote,Senior,6,Bachelor,1,0,0,0,1,124502,11,2026,High,5
Data Analyst,Enterprise,E-commerce,USA,Remote,Mid,4,PhD,1,1,0,0,1,93749,8,2026,Medium,2
AI Engineer,MNC,Retail,Germany,Hybrid,Entry,13,PhD,0,1,0,0,1,112860,12,2025,High,3
Data Engineer,Medium,Technology,India,Hybrid,Senior,7,Bachelor,0,0,0,0,0,100711,8,2021,Medium,7
Data Scientist,Medium,Retail,Singapore,Hybrid,Mid,11,PhD,1,0,1,1,0,106379,8,2026,High,4
Machine Learning Engineer,Startup,Technology,USA,Onsite,Entry,1,Master,1,0,0,0,0,125329,5,2023,High,2
Data Scientist,Enterprise,Healthcare,India,Remote,Senior,8,Bachelor,1,1,0,1,1,104509,7,2020,High,6
Business Analyst,MNC,E-commerce,Singapore,Onsite,Entry,4,PhD,1,0,1,0,0,101689,4,2026,High,6
Data Engineer,MNC,Finance,India,Onsite,Entry,12,Master,1,1,0,1,1,64171,1,2025,High,8
Data Scientist,MNC,Healthcare,India,Remote,Mid,11,Master,1,0,0,0,0,99829,10,2022,Medium,5
Machine Learning Engineer,Medium,Healthcare,Singapore,Remote,Entry,8,PhD,0,1,1,0,0,81658,12,2024,High,2
Data Engineer,Enterprise,Retail,USA,Remote,Mid,14,Master,1,0,1,0,1,135108,8,2025,Medium,4
Data Scientist,MNC,Finance,Germany,Remote,Mid,4,Bachelor,0,0,1,0,0,63129,11,2024,Medium,3
Data Analyst,MNC,Technology,India,Hybrid,Mid,6,PhD,0,0,0,1,1,96931,7,2023,High,2
AI Engineer,Startup,Technology,UK,Remote,Mid,3,PhD,1,0,0,1,0,101482,7,2024,Low,2
Data Scientist,MNC,Retail,Germany,Remote,Senior,9,PhD,0,1,0,0,1,105075,12,2026,Medium,7
Data Engineer,Startup,Education,Australia,Onsite,Entry,10,Master,1,0,1,1,0,46335,6,2025,Low,2
Machine Learning Engineer,Medium,Healthcare,Germany,Remote,Senior,5,Bachelor,1,0,1,1,0,98051,5,2025,Medium,4
AI Engineer,Enterprise,Healthcare,India,Hybrid,Mid,8,Master,0,0,0,1,1,101821,10,2024,High,3
Data Scientist,MNC,Education,India,Hybrid,Mid,8,Master,0,0,0,1,0,116748,12,2024,High,3
Data Engineer,Enterprise,E-commerce,Canada,Remote,Mid,11,PhD,0,0,1,1,0,73210,6,2021,High,5
Data Scientist,Startup,Education,Singapore,Onsite,Mid,9,PhD,1,0,0,0,0,138762,1,2023,High,6
Data Scientist,Startup,Finance,Singapore,Hybrid,Senior,12,Bachelor,1,1,0,1,0,62710,10,2022,Low,5
AI Engineer,Medium,Technology,UK,Remote,Mid,10,Bachelor,0,1,0,1,0,184812,6,2022,Low,5
Business Analyst,Enterprise,Education,Australia,Onsite,Senior,13,Master,1,0,0,1,1,105034,6,2023,High,6
Data Scientist,Medium,E-commerce,Australia,Onsite,Entry,7,Master,1,0,0,1,0,144142,8,2021,Medium,3
Data Analyst,Enterprise,E-commerce,Singapore,Hybrid,Mid,7,Master,0,0,1,0,0,116028,2,2025,Medium,4
Data Analyst,Medium,Retail,UK,Remote,Entry,2,Bachelor,1,1,0,0,0,99127,3,2020,High,9
Machine Learning Engineer,Startup,Education,Singapore,Onsite,Entry,7,PhD,1,1,1,0,0,103062,12,2020,High,9
Data Analyst,Medium,Healthcare,Singapore,Remote,Senior,11,PhD,0,1,0,1,0,126118,11,2021,Low,1
Machine Learning Engineer,Startup,Technology,Canada,Remote,Senior,11,PhD,0,1,0,1,0,73192,2,2022,Low,7
Machine Learning Engineer,Enterprise,E-commerce,UK,Hybrid,Mid,14,PhD,0,1,1,0,0,100809,12,2023,High,6
Data Engineer,Startup,Finance,USA,Hybrid,Senior,5,PhD,0,1,1,0,0,80121,7,2024,Medium,6
Business Analyst,MNC,E-commerce,Canada,Onsite,Mid,12,PhD,0,0,1,1,0,100003,10,2021,Medium,2
Data Analyst,Enterprise,Finance,Singapore,Remote,Senior,14,Master,0,1,1,1,1,112491,8,2026,High,2
AI Engineer,MNC,Retail,Germany,Hybrid,Entry,2,Master,0,1,0,0,1,107328,1,2024,High,4
Data Engineer,Startup,Technology,USA,Onsite,Mid,7,PhD,1,1,1,0,0,103694,1,2024,High,8
Data Analyst,Medium,Finance,Germany,Hybrid,Entry,5,PhD,0,1,0,0,0,108605,8,2021,Medium,3
Business Analyst,Enterprise,E-commerce,Canada,Remote,Mid,0,PhD,1,0,0,0,0,118628,2,2023,Medium,5
Data Scientist,Medium,E-commerce,Canada,Onsite,Senior,11,Bachelor,1,1,1,0,0,102728,12,2022,Medium,4
Data Analyst,MNC,Technology,India,Onsite,Entry,12,Master,1,0,0,0,1,68611,5,2021,High,2
Machine Learning Engineer,Startup,Finance,Canada,Onsite,Mid,9,PhD,1,0,0,1,0,65921,8,2024,High,5
Data Analyst,Medium,Finance,UK,Remote,Entry,9,PhD,0,0,0,0,1,105615,9,2022,High,2
AI Engineer,Enterprise,Retail,India,Remote,Senior,11,PhD,1,0,1,1,0,123170,12,2020,High,4
Data Engineer,Medium,Healthcare,Germany,Onsite,Senior,2,PhD,1,1,0,1,1,96668,7,2021,Medium,7
Data Scientist,Startup,Retail,Australia,Onsite,Mid,10,PhD,0,1,0,1,0,92625,2,2020,High,9
Data Analyst,MNC,Finance,Canada,Hybrid,Senior,13,Bachelor,1,1,0,1,1,123127,7,2020,Low,4
Data Engineer,Startup,Technology,Australia,Onsite,Entry,12,Master,0,1,1,0,1,130358,11,2020,High,4
Data Engineer,MNC,Finance,Australia,Hybrid,Senior,11,Bachelor,0,1,0,1,0,96985,1,2021,Medium,2
Business Analyst,Startup,Retail,Germany,Onsite,Mid,9,Bachelor,1,0,1,1,1,99878,12,2024,High,3
AI Engineer,Startup,Education,Germany,Hybrid,Entry,9,Master,0,1,0,1,0,98341,10,2020,High,2
Data Engineer,Enterprise,Education,UK,Hybrid,Entry,13,Master,1,1,0,1,1,124466,7,2024,Low,1
Data Scientist,Medium,Technology,USA,Onsite,Senior,0,Master,1,1,1,0,1,126460,7,2025,Medium,4
Machine Learning Engineer,Startup,Education,Singapore,Remote,Mid,1,Bachelor,0,1,0,1,1,127859,3,2021,Medium,4
Data Scientist,MNC,Healthcare,India,Onsite,Senior,14,PhD,1,1,0,0,1,85251,3,2025,Low,5
AI Engineer,MNC,Retail,USA,Onsite,Mid,9,PhD,0,0,1,1,0,104702,4,2020,Low,7
Business Analyst,MNC,E-commerce,Singapore,Remote,Entry,8,Bachelor,0,0,1,0,0,69300,7,2026,Low,4
Machine Learning Engineer,MNC,Finance,India,Remote,Entry,5,Bachelor,0,1,1,1,0,91274,5,2022,Medium,6
Data Analyst,Enterprise,Technology,Germany,Hybrid,Senior,5,Bachelor,0,0,1,1,1,172018,10,2020,High,1
Data Analyst,MNC,Retail,India,Hybrid,Senior,13,Master,0,0,1,0,1,114319,10,2021,Medium,7
Business Analyst,Startup,Retail,Germany,Remote,Entry,7,Bachelor,0,0,0,0,1,101809,11,2025,Medium,2
Data Engineer,Startup,Retail,Australia,Remote,Mid,12,Master,1,1,0,1,0,118098,6,2026,Medium,2
Data Scientist,Enterprise,E-commerce,Singapore,Hybrid,Entry,12,PhD,1,0,0,1,1,122712,9,2026,High,4
Machine Learning Engineer,Medium,Education,India,Remote,Mid,10,Master,1,1,0,1,0,153089,9,2021,High,8
Data Engineer,MNC,Technology,India,Remote,Senior,4,Master,1,0,0,1,1,112495,12,2022,High,5
Business Analyst,Enterprise,E-commerce,India,Hybrid,Mid,14,Bachelor,0,1,0,1,0,67686,1,2021,Low,1
Data Engineer,MNC,Healthcare,Australia,Remote,Mid,5,Master,1,1,1,0,0,45747,6,2023,Low,9
Data Engineer,Startup,Retail,UK,Onsite,Entry,9,Master,1,1,0,1,0,125429,11,2022,Medium,4
Data Analyst,Medium,Technology,UK,Hybrid,Senior,0,Bachelor,0,1,0,1,1,105302,3,2024,Medium,6
Data Scientist,MNC,E-commerce,Canada,Hybrid,Mid,14,PhD,1,1,0,0,0,99646,7,2025,High,3
AI Engineer,Startup,Healthcare,Canada,Remote,Senior,3,Bachelor,0,0,1,1,0,113755,9,2026,Medium,7
Machine Learning Engineer,Medium,Technology,India,Hybrid,Mid,5,Master,1,1,1,1,0,48592,10,2022,Medium,8
Business Analyst,Enterprise,E-commerce,Australia,Onsite,Mid,14,Master,1,1,0,0,1,132892,7,2024,Medium,4
Machine Learning Engineer,Enterprise,Technology,USA,Onsite,Senior,13,Master,1,0,0,0,1,81271,7,2023,Low,6
Data Analyst,Enterprise,Healthcare,USA,Remote,Entry,5,Bachelor,1,0,1,1,0,111044,11,2022,High,5
Data Scientist,Enterprise,Education,Australia,Remote,Mid,0,PhD,0,0,0,0,0,72738,1,2023,Medium,7
AI Engineer,MNC,Healthcare,India,Hybrid,Senior,4,PhD,0,1,1,1,0,118633,1,2024,High,4
Data Analyst,Medium,Technology,Germany,Onsite,Entry,11,PhD,1,1,1,0,0,65167,4,2023,High,7
Data Engineer,MNC,Technology,UK,Remote,Senior,13,Bachelor,0,1,1,1,1,138735,8,2024,High,6
Machine Learning Engineer,Enterprise,Education,UK,Hybrid,Senior,7,Master,0,1,1,1,1,102986,6,2022,High,4
Machine Learning Engineer,Enterprise,Healthcare,USA,Remote,Senior,2,PhD,1,1,1,0,0,74094,1,2024,High,6
