age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
60,115997,7.9,4,2.3,8,6,2,2,125918,133862,6,1,2,8,2,8,3,2,7,4,9,Female,South Mark,Store
64,193232,4.9,2,2.9,9,3,20,8,106749,17417,2,8,1,10,10,10,2,8,4,2,6,Male,South Rebekahtown,Store
27,190987,8.4,6,0.2,10,7,33,7,94598,9474,10,8,5,1,7,2,9,1,1,4,3,Other,Port Kara,Store
63,34020,5.6,1,3.1,4,1,32,5,97928,3457,4,3,4,6,2,7,4,5,9,4,3,Other,Duncanmouth,Store
66,189547,6.1,9,3.1,10,2,29,0,21293,4097,7,1,5,10,8,8,3,8,1,7,3,Other,Jerryville,Store
24,217455,8.4,4,2.3,1,3,3,14,3187,129090,4,3,4,1,10,8,4,8,6,3,3,Other,West Christopher,Store
18,173082,2.6,8,2.5,4,9,35,4,62384,83634,7,6,1,2,3,6,9,10,9,8,9,Male,New Allen,Online
30,160444,4.7,5,2.1,6,1,26,3,90460,90768,6,2,3,1,1,6,5,5,6,5,7,Other,Jasminemouth,Store
50,148682,8.4,12,1.2,1,10,30,10,103952,35817,10,5,4,7,1,8,5,5,8,5,1,Male,Port Michaelberg,Store
64,179970,5.7,8,2.8,9,3,17,3,15720,81035,9,0,2,1,10,3,6,2,7,7,4,Other,Michaelburgh,Store
42,16992,6.6,9,0.7,1,9,29,7,121326,45321,2,0,6,9,8,8,5,2,1,7,10,Male,Sanchezfurt,Online
56,53657,7.6,8,3.6,10,9,36,13,52577,130688,4,3,3,7,1,8,4,1,8,8,2,Female,Nathanton,Store
60,116880,7.6,4,3.2,7,1,22,11,117152,121227,6,4,7,5,8,7,10,4,8,8,1,Male,Autumnfort,Hybrid
38,32182,5.7,12,0.2,5,3,20,16,71102,82657,10,4,2,1,3,2,6,10,9,10,9,Other,Daniellestad,Store
61,66471,6.6,9,3.7,5,10,25,3,100107,542,7,8,6,7,7,6,7,5,7,1,4,Other,Lake Patricktown,Store
43,232361,6.0,8,2.7,8,9,44,16,6492,135326,10,3,1,2,1,8,1,9,7,10,4,Female,Liuland,Store
38,118488,6.2,14,3.2,9,5,10,19,120078,23763,2,4,2,2,10,5,9,5,8,10,3,Other,South Davidbury,Store
57,15379,5.8,2,3.4,9,1,0,2,149996,11195,7,4,3,4,7,3,2,6,8,1,5,Female,West Marco,Store
58,132147,6.7,14,1.7,4,5,0,9,12905,80828,4,5,4,8,7,10,10,2,3,9,10,Female,Ramirezville,Store
29,61693,7.1,6,2.3,4,9,39,0,61430,149972,7,7,5,5,10,2,3,3,1,3,6,Male,Port Matthewberg,Store
35,169143,6.2,5,2.8,4,6,49,3,147798,2478,1,5,2,9,2,3,2,8,6,2,6,Female,Duartehaven,Store
79,149834,5.8,5,3.9,4,7,0,2,127395,64534,2,9,2,6,2,7,2,9,2,10,2,Other,West Andrewmouth,Store
76,85612,3.6,1,2.8,1,2,0,9,92949,63186,9,6,5,9,3,10,6,2,1,4,3,Other,Jonburgh,Store
67,56201,6.4,14,2.5,1,3,1,19,149996,123254,5,2,6,5,4,8,1,5,9,2,7,Male,Danielfurt,Store
37,120550,8.0,2,3.2,4,3,23,1,90132,144890,3,0,2,4,3,2,3,8,5,10,8,Female,West Moniqueland,Store
45,38711,9.0,8,1.2,1,5,13,6,136356,115082,3,3,3,9,10,6,6,2,4,1,4,Male,North Ericview,Store
41,177655,9.4,5,2.8,4,9,26,2,60695,2942,8,6,7,4,10,7,3,10,5,10,2,Male,South Benjaminview,Online
38,57101,5.1,10,1.7,2,8,3,1,146192,55821,3,4,2,1,8,9,8,9,9,5,3,Other,Jamesshire,Store
47,56431,8.1,8,2.5,6,5,41,19,8475,123941,1,7,6,7,7,5,3,2,10,5,3,Female,Suttonville,Store
30,249989,10.4,4,2.3,2,7,24,8,113687,75347,10,2,3,4,5,7,2,1,1,6,3,Male,Lake Joseph,Store
49,249989,1.5,8,3.3,6,9,2,2,114258,82499,5,0,5,4,6,5,3,6,3,9,6,Other,Russellfort,Store
47,75148,6.1,3,1.9,10,4,0,2,60741,81908,4,9,5,2,3,6,3,5,3,8,7,Male,East Wayne,Store
34,109265,8.5,4,2.0,6,7,0,10,85024,84104,6,9,5,5,8,10,7,6,8,1,6,Other,Alyssamouth,Store
51,181745,7.4,5,2.3,7,1,5,11,18259,62007,8,5,5,10,9,9,3,1,8,7,3,Other,Lake Jorge,Store
34,169551,4.7,11,2.3,6,6,0,17,15106,121767,3,1,1,2,3,3,5,5,9,1,2,Female,Solomonhaven,Store
31,180399,8.5,6,3.4,6,4,21,13,31511,20189,4,9,6,1,6,1,8,3,10,10,2,Female,Parkertown,Store
78,140686,6.5,5,2.9,7,10,16,9,49633,109604,9,9,3,2,6,9,3,2,10,4,10,Male,West Dianaport,Store
25,84135,6.9,1,1.7,2,1,4,7,77363,74660,5,1,2,6,1,1,1,6,5,4,3,Female,Rivastown,Store
47,91047,6.1,11,0.7,3,3,35,0,94399,12611,10,2,7,5,10,1,9,7,3,7,2,Other,Jonesport,Store
65,244440,6.9,12,2.4,9,4,12,14,88895,51735,1,8,1,8,9,8,7,8,8,1,10,Other,Sydneyview,Store
78,206964,10.3,12,1.3,6,4,33,11,72694,114761,1,6,2,9,4,4,1,5,3,8,1,Female,New Elizabethmouth,Store
68,43430,8.3,1,1.5,3,5,19,13,12214,57648,2,7,5,9,4,9,5,6,7,6,6,Male,Hoton,Hybrid
58,140891,8.1,6,2.9,3,1,1,8,65327,77662,9,2,2,2,4,6,5,8,9,7,4,Other,Lindseychester,Store
74,249989,4.1,12,1.0,6,2,0,2,122820,3452,5,9,2,9,9,2,2,4,10,10,9,Male,West Troyville,Store
24,120829,5.7,5,1.3,3,9,17,2,104036,139452,8,0,4,8,1,8,7,5,9,2,10,Other,West Kellyport,Store
22,249989,7.9,4,5.7,10,8,41,17,22337,10248,6,5,4,10,6,7,2,3,1,9,1,Male,Rogerton,Store
55,95892,5.0,8,1.4,1,6,26,5,75306,33919,3,4,5,1,6,5,5,6,3,3,6,Other,Lake Mark,Store
24,235153,4.7,1,0.3,10,2,1,13,42576,36908,7,5,4,4,3,8,9,1,3,4,9,Female,Taylortown,Store
20,132926,6.3,12,2.4,9,8,0,1,36426,3411,10,6,5,6,3,2,3,3,4,1,6,Other,Amandamouth,Store
58,218266,4.9,1,0.0,8,5,3,15,145024,50573,4,6,4,7,3,10,8,7,9,6,3,Female,Douglasport,Store
42,117251,4.7,9,1.2,9,4,26,10,122638,87169,5,4,6,2,10,5,3,3,9,2,9,Other,Staceyport,Store
25,60608,6.2,12,2.5,1,4,5,2,12140,32035,3,4,5,10,8,9,3,1,10,1,3,Other,West Seanview,Store
34,237926,4.4,14,3.4,3,7,14,10,93870,10264,9,8,2,6,7,2,4,5,3,5,6,Other,West Danny,Store
34,244975,7.0,4,2.9,9,10,32,9,94776,11721,10,6,5,3,5,1,6,6,10,7,4,Other,Codyfort,Store
54,114472,6.5,2,1.4,1,7,40,9,149996,119384,4,0,4,9,1,6,4,8,10,9,5,Female,Ryanmouth,Store
68,237705,4.8,11,2.7,4,1,20,1,67164,65378,2,1,1,9,3,1,1,4,2,8,8,Female,Lake Eric,Store
45,46563,10.4,5,1.6,4,2,26,15,90685,34133,7,3,6,7,8,8,3,10,6,6,8,Female,North Jamesmouth,Store
79,166823,9.4,1,3.4,6,3,44,13,137818,125300,9,4,5,3,9,7,6,5,9,8,8,Male,Diamondberg,Online
69,249989,7.2,7,0.6,7,5,11,6,60756,66433,3,7,2,9,4,6,3,8,7,10,9,Male,Danielshire,Store
40,74719,7.2,12,2.7,2,6,7,5,47770,46704,9,7,4,5,3,5,9,4,10,9,3,Male,Tanyaburgh,Store
71,90204,5.1,14,3.3,8,1,35,11,110330,132450,9,0,3,9,2,9,1,10,1,9,2,Other,South Alexisview,Store
50,19677,4.9,4,2.0,1,3,42,10,125371,18982,7,3,2,4,3,4,2,6,9,9,10,Other,North Michael,Store
44,135591,3.1,13,0.9,4,1,14,2,44154,542,8,2,7,9,5,3,10,2,9,5,4,Male,North Nancy,Online
27,37223,2.7,5,0.6,8,4,23,10,68047,7618,2,3,3,7,7,4,6,5,7,1,1,Female,Port Travisview,Store
60,204671,5.8,14,4.1,10,2,30,5,137954,48442,9,1,4,1,9,6,9,1,10,2,4,Other,Woodborough,Store
46,201302,5.8,9,3.5,7,8,0,18,110584,16257,10,8,1,5,8,2,1,10,5,4,5,Other,Lake Brianside,Store
79,117360,3.9,2,3.4,9,2,31,0,96644,107732,5,9,3,7,8,8,5,6,7,8,9,Male,Hollandborough,Store
48,113612,6.2,12,2.2,8,3,29,11,149996,130025,10,1,2,8,6,1,5,8,4,2,1,Male,Riveraland,Store
72,249989,8.8,3,2.7,1,3,31,4,103982,129620,4,8,5,5,9,5,3,6,6,8,6,Other,Maxwellmouth,Store
52,27904,5.8,7,1.4,9,10,3,5,52175,48587,4,8,2,6,10,10,6,5,4,4,5,Male,New Andrew,Store
59,129842,6.3,7,2.2,3,5,16,18,87895,149972,4,6,2,1,6,1,3,1,6,4,9,Female,North Joseph,Store
60,249989,8.9,8,2.6,1,3,20,5,54659,48849,2,7,4,7,1,2,2,8,2,4,5,Male,West Kathleenhaven,Store
51,16336,6.4,14,0.6,1,6,0,1,112041,66675,5,1,4,8,6,1,10,1,5,4,9,Male,New Johnshire,Store
34,15005,3.6,12,3.0,4,5,23,6,42813,86741,10,1,4,1,7,5,6,4,9,3,10,Other,South Barbara,Store
74,45210,3.8,12,2.4,4,4,37,6,42141,28996,4,8,1,3,5,4,3,5,2,1,6,Other,Jenniferton,Store
48,24061,4.6,8,2.2,1,8,1,5,76345,108069,5,0,4,6,6,3,4,2,10,3,5,Other,Lopezfort,Store
19,145465,5.8,5,3.2,3,2,7,16,27991,17315,1,9,6,1,2,7,2,8,8,4,3,Other,North Heatherburgh,Store
36,248825,5.1,8,3.6,9,1,9,3,92202,21354,7,6,3,1,9,3,1,3,6,1,3,Other,Raymondton,Store
79,181842,6.4,14,3.6,1,4,0,9,37706,132761,7,2,4,4,1,1,1,6,10,7,4,Other,New Jasmine,Online
29,103583,6.3,4,0.7,1,8,16,12,121839,67620,7,2,5,2,8,2,3,8,9,10,8,Other,Millerfort,Store
47,93327,8.3,5,2.0,2,8,35,3,86716,542,1,0,1,3,4,9,10,3,10,8,6,Female,Lindamouth,Store
73,18440,4.0,1,2.6,9,7,19,0,102696,542,9,1,4,5,7,4,6,2,1,10,10,Male,Craigbury,Store
44,246667,7.5,11,3.7,7,2,0,18,113435,30240,5,3,5,7,2,8,6,3,9,7,7,Female,Sarahtown,Online
69,90234,6.9,6,1.2,5,6,24,12,102527,99831,4,2,4,2,5,7,5,10,2,7,8,Female,North Brianfort,Store
74,60128,5.5,14,2.4,8,4,37,6,93742,17609,7,1,1,3,3,7,9,2,5,4,4,Other,Isaacland,Store
47,166249,6.2,1,3.2,5,8,22,7,89092,124898,1,2,6,10,4,5,9,9,3,5,7,Other,West Crystal,Hybrid
67,192143,5.4,10,3.4,6,6,4,6,104058,97226,5,0,2,10,5,5,9,8,2,7,8,Male,Amyville,Store
67,45227,6.5,7,0.8,6,6,31,5,69417,542,9,3,1,7,6,6,5,8,5,8,6,Male,Joelberg,Online
26,173394,3.6,5,3.2,6,7,0,19,4800,13322,9,7,6,8,4,3,1,4,7,4,8,Male,West Taylorport,Hybrid
66,43321,4.3,10,2.6,10,9,41,3,126060,109651,10,1,2,3,4,4,3,1,2,4,4,Male,Brianland,Online
63,216303,4.1,9,0.0,7,4,41,5,78488,78596,6,5,2,7,9,1,10,6,3,7,6,Male,Leview,Store
24,231533,4.8,4,3.6,3,7,39,2,22930,25282,5,5,2,2,7,7,1,1,6,4,8,Male,North Richard,Store
49,177893,4.4,3,3.2,8,6,37,16,109983,128887,4,4,1,10,8,7,3,6,5,5,8,Female,Port Scottchester,Store
26,208904,7.6,7,3.9,3,3,9,12,99071,105971,1,3,6,1,3,1,6,3,6,10,2,Other,Lake Charles,Store
56,191371,3.8,2,0.0,2,9,44,5,100167,132673,4,8,1,6,8,5,3,10,8,3,2,Female,Port Kaylachester,Store
28,218884,7.2,12,3.4,8,4,35,19,86383,34710,1,9,5,3,5,4,5,1,10,5,6,Other,Clementsside,Store
39,97311,4.4,12,4.7,9,8,7,4,47113,5882,7,9,7,7,1,10,7,1,4,7,3,Female,South Christine,Store
79,196822,2.9,9,0.1,5,10,21,0,149996,122592,2,5,1,3,5,2,3,8,6,3,6,Other,East Heidi,Store
21,99536,2.9,8,0.7,4,7,31,16,133483,8903,3,9,6,1,4,8,7,6,4,9,3,Male,North Rhondaview,Store
20,245609,3.7,14,0.0,8,1,37,16,118413,33599,4,4,5,7,10,2,9,8,7,5,8,Other,Ortizstad,Store
26,161317,6.0,12,0.1,7,2,37,3,93873,48701,8,1,6,5,6,10,7,2,9,5,7,Other,Port Jefferyfurt,Store
71,90815,5.6,4,4.4,6,1,1,7,27465,7983,5,4,2,7,5,7,2,10,7,3,9,Male,Joannaview,Store
26,186746,6.1,12,2.7,5,2,27,5,72173,542,3,2,6,10,4,1,1,10,3,4,10,Female,South Kylieside,Store
49,38649,5.2,13,2.4,4,1,33,14,56662,46370,10,3,2,1,8,1,1,1,4,7,4,Female,West Donaldfort,Hybrid
40,84838,6.4,12,3.4,6,5,33,14,78955,110911,10,8,5,10,6,9,6,1,9,6,6,Female,South Ericaview,Store
46,243791,4.7,9,1.4,6,1,38,5,89235,542,4,0,3,9,1,10,3,8,7,8,2,Female,West Robertberg,Store
48,203301,7.4,14,1.3,5,4,38,18,149666,114312,5,7,3,4,5,9,4,1,9,4,3,Male,Marksborough,Store
49,221860,7.0,2,3.6,7,8,33,12,68930,37916,1,9,7,5,1,10,2,7,9,4,8,Female,West Troy,Store
27,59819,7.1,2,2.1,2,10,45,3,132477,15582,7,1,6,3,6,8,3,9,4,4,10,Male,Jenniferfurt,Store
22,132518,3.4,13,0.3,7,8,6,16,64851,33732,7,0,1,1,8,5,7,4,4,3,2,Other,South Travisbury,Store
79,179773,9.6,10,0.9,4,9,30,7,149996,132986,3,7,3,7,9,8,7,9,6,1,5,Other,North Jeffreybury,Store
79,141171,5.9,9,2.7,9,10,0,14,139496,58010,8,4,7,5,8,6,9,1,6,3,4,Female,New Brentside,Store
55,245488,5.7,8,1.7,10,4,1,2,136708,137836,1,1,6,2,2,2,4,1,5,2,10,Female,Morsefort,Store
43,242601,2.1,11,3.2,3,6,0,19,63552,134337,1,2,5,2,4,10,8,10,3,1,9,Female,North Matthewfort,Store
77,222210,4.8,12,0.6,5,10,32,2,31529,128313,7,2,3,7,8,7,3,3,3,6,1,Other,South Jordan,Store
70,35483,6.0,10,1.7,6,6,31,7,24334,61152,8,4,1,9,7,3,10,9,2,5,2,Female,Judystad,Store
63,207536,6.5,11,2.3,3,9,34,4,34536,101395,1,0,6,5,10,2,5,9,6,8,9,Other,Elizabethbury,Store
59,184376,6.9,14,2.4,10,5,41,3,117826,111949,1,7,2,3,1,2,7,6,9,1,9,Female,East Danielport,Store
75,116615,8.4,7,1.9,6,5,31,1,6104,39854,6,3,3,4,3,3,9,6,3,6,2,Male,Tammyhaven,Store
37,69946,9.1,14,1.5,9,6,9,17,131175,48271,1,8,4,10,4,2,1,3,9,2,3,Other,Lake Mary,Store
18,181882,1.3,12,4.4,4,3,13,5,84258,30063,1,2,2,8,2,8,8,5,4,5,3,Other,Hansenville,Store
43,244087,9.0,6,3.7,10,4,6,3,69853,50080,8,9,5,10,10,8,6,1,3,8,9,Male,Lake Samantha,Store
63,59144,4.9,9,1.9,7,1,34,9,60674,133974,8,0,2,10,1,1,2,5,1,5,4,Other,Henrymouth,Store
26,69434,5.4,4,3.4,5,1,29,18,61438,40402,7,1,5,1,5,1,2,10,6,2,9,Other,Smithview,Store
47,222133,7.6,7,0.6,6,4,11,18,102009,71184,2,6,1,7,4,8,9,10,6,5,5,Other,South Joe,Online
76,245100,6.4,4,2.8,2,7,49,3,145524,73865,1,6,5,6,2,8,1,4,6,6,5,Other,West Janet,Store
65,163788,6.6,9,2.1,3,7,35,3,92216,102254,10,7,7,6,7,10,6,3,9,9,6,Male,South Ashleyside,Online
44,185627,7.6,12,1.0,2,4,18,1,148587,21835,8,1,5,10,5,7,3,9,9,7,2,Other,Lake Lisaberg,Store
79,25229,4.2,2,2.3,4,9,16,6,91616,118076,3,9,1,6,4,7,7,2,9,9,6,Female,Port Alexander,Store
75,226745,5.1,6,1.3,6,4,31,18,149128,48026,7,5,1,6,9,8,10,9,7,5,10,Other,Garciafurt,Store
59,94479,6.4,3,2.5,5,2,39,4,55060,12380,8,7,7,7,3,5,4,10,5,4,2,Male,Williamsside,Store
79,178573,4.0,5,2.8,1,4,8,0,91276,55219,7,1,2,9,3,6,3,1,5,9,3,Other,New Austinfurt,Store
42,79342,6.6,12,2.2,5,8,0,6,104968,139773,7,9,5,5,6,1,1,10,4,3,1,Other,Jocelynberg,Store
79,124181,6.6,3,4.2,6,3,19,15,149996,55504,7,3,2,7,1,2,7,3,5,1,6,Female,Ramirezside,Store
70,163108,6.6,6,2.1,4,3,32,3,86310,101455,10,4,3,1,3,3,5,7,7,7,3,Male,South Tiffany,Store
36,154376,6.0,2,3.3,7,8,19,1,133239,96010,5,5,4,9,7,8,5,3,1,5,6,Other,Brucemouth,Store
23,94817,4.3,5,0.7,6,6,34,19,149996,104914,3,9,4,9,2,10,1,5,8,7,3,Other,Lake Timothy,Store
68,103303,6.4,9,1.6,5,6,43,12,112566,44907,5,8,1,4,5,3,9,2,1,3,7,Male,Lake Kevinside,Store
52,181388,3.6,12,2.1,4,1,29,17,116528,127433,1,8,4,8,9,4,4,4,8,8,6,Male,Jessicastad,Store
49,37506,6.7,9,1.8,10,8,4,12,57926,149972,5,5,3,7,2,7,6,2,3,4,4,Female,Lake Matthew,Store
61,114372,5.4,14,2.9,3,10,0,15,83844,97440,5,7,5,8,8,6,3,9,6,10,9,Other,Davidfurt,Store
23,15005,7.8,2,1.6,9,4,29,13,125042,542,1,0,3,3,4,10,8,7,10,6,3,Other,Lake Ashley,Online
46,99135,9.9,6,1.8,2,8,23,17,92609,542,7,5,2,7,1,2,4,7,3,10,2,Female,Mitchelltown,Store
33,32931,9.9,1,2.3,3,8,38,12,96725,137546,6,5,5,7,3,4,1,7,5,8,3,Other,Lake Michaeltown,Store
79,37632,4.6,10,4.3,3,4,0,4,111870,38851,8,5,7,2,4,6,7,8,6,3,9,Other,Lake Christinehaven,Store
52,55731,5.8,3,1.6,1,9,2,0,119383,136547,7,2,4,2,8,3,5,4,8,6,1,Other,Carolineshire,Store
58,65612,12.0,14,1.1,7,8,33,8,88927,91861,7,4,4,5,3,10,2,2,6,5,2,Male,Higginsport,Online
58,212197,8.4,13,5.3,4,3,6,4,109063,542,4,3,1,4,4,8,3,10,1,1,9,Other,Kevintown,Store
47,194317,8.9,1,2.4,2,5,1,19,82280,577,5,7,5,10,2,5,7,10,5,6,6,Male,New Breannatown,Store
33,100644,5.6,3,2.3,7,4,0,0,100906,131780,2,9,2,7,4,6,8,5,2,5,5,Male,Lake Travis,Store
66,65119,7.8,5,0.8,1,3,44,6,25577,95956,10,3,1,6,4,4,1,4,10,6,10,Other,West Rebeccaland,Store
39,145191,12.0,7,2.6,6,8,35,19,19479,131113,8,9,2,3,4,5,3,7,5,10,2,Other,Vanessafurt,Store
46,38109,8.6,9,3.0,2,2,27,13,13075,64053,6,5,7,1,1,3,1,2,5,4,10,Male,Richardborough,Store
65,202113,6.4,5,3.0,8,1,37,6,65252,34650,9,9,3,5,4,1,1,6,10,7,10,Female,Stephenstown,Store
28,249989,12.0,3,2.8,8,1,22,8,100866,109626,7,8,5,4,9,10,8,1,4,4,5,Female,Jenniferchester,Store
68,141230,3.6,9,2.8,3,10,4,6,21728,57110,1,2,1,2,5,1,5,5,1,6,6,Female,Porterland,Store
18,33401,6.3,2,1.6,7,4,14,14,83002,49358,10,6,4,2,3,10,4,1,9,4,5,Other,West Lynnview,Store
49,249989,9.2,12,3.6,5,5,12,18,130554,36812,1,5,2,3,4,10,7,4,5,6,3,Male,Port Chadtown,Online
68,208456,5.9,11,1.4,8,9,39,16,109163,72509,4,2,3,6,10,10,3,1,1,1,3,Other,South Davidborough,Store
70,217628,5.8,14,2.0,1,5,49,12,26634,39855,1,4,1,6,8,9,2,4,2,5,9,Male,East Cassandraborough,Store
43,143811,6.4,8,2.6,7,2,11,4,142319,80725,7,6,1,7,3,1,2,7,8,5,9,Other,Aguilarchester,Store
36,222355,9.1,5,0.8,9,8,17,6,104735,62824,10,4,5,8,7,9,2,3,8,3,6,Other,East James,Store
33,181994,5.3,7,0.7,10,6,19,8,86568,85867,7,2,2,7,7,2,2,3,10,1,6,Female,Adamsport,Store
65,67223,5.6,7,2.1,9,3,26,17,86264,32057,8,1,5,3,4,3,10,10,3,2,2,Female,Zacharyview,Store
62,173418,5.1,6,2.7,7,7,44,6,33606,53622,8,6,2,1,7,2,7,2,6,4,4,Other,South Briannaville,Store
68,249989,6.6,6,2.0,1,4,10,11,99261,34192,4,1,6,8,4,2,4,5,3,6,10,Male,New Toddburgh,Hybrid
66,43197,6.2,12,0.0,5,4,2,15,149996,126711,2,3,7,3,1,3,3,6,2,1,2,Male,Anthonyberg,Store
59,90178,8.0,6,4.2,10,6,15,12,32305,542,8,9,1,10,7,4,1,7,6,7,4,Female,Anthonyburgh,Store
71,39471,6.8,4,1.0,1,10,29,10,145357,36152,10,6,2,3,8,3,8,2,4,10,9,Other,Mcclureview,Online
70,15005,6.1,4,1.8,2,10,9,4,135051,79098,7,0,7,8,10,7,4,1,5,5,5,Female,East Elizabeth,Store
62,200495,9.1,6,3.2,7,6,24,13,103483,13279,2,8,6,5,1,9,10,10,2,2,6,Female,Port Harry,Store
78,103579,8.1,5,1.8,4,5,42,12,145009,10055,4,1,7,9,6,5,1,3,3,9,3,Female,Timothyport,Store
69,117756,5.9,5,0.8,1,6,21,0,7713,74400,7,8,1,7,6,2,3,2,7,1,6,Female,North Ryanfurt,Store
35,129323,9.3,9,0.6,5,2,38,1,111564,76795,4,2,4,5,1,3,6,6,10,4,9,Female,Floresstad,Store
59,52376,5.7,13,2.3,3,10,3,9,24313,78963,2,2,5,4,5,3,5,7,9,4,1,Male,West Zacharyland,Store
65,53518,6.3,4,2.1,4,1,29,7,117711,123022,1,7,5,1,1,5,9,7,5,9,8,Male,East Michael,Store
78,40894,7.5,10,3.4,10,4,0,4,135032,109061,5,4,4,3,4,9,1,9,5,8,9,Female,Turnerberg,Store
67,56460,7.6,11,2.2,9,6,5,1,87751,7168,8,3,6,2,2,10,4,3,8,1,1,Female,South Jerrystad,Hybrid
76,243954,4.3,1,3.3,7,9,11,12,77759,121155,8,5,6,4,6,10,10,2,9,2,1,Other,Aaronburgh,Store
78,49101,5.6,8,0.9,6,8,23,9,134127,89556,2,9,4,2,9,2,4,4,8,1,9,Female,North Michelleside,Store
37,61615,6.6,3,1.4,4,8,15,9,149996,27060,2,5,2,5,10,5,10,1,1,8,10,Female,Lake Patricia,Store
21,226575,2.7,9,3.5,7,3,29,0,114207,69264,5,3,2,6,6,10,3,1,1,9,5,Other,Stevenfort,Online
52,181383,4.2,13,3.2,4,10,2,8,97881,39363,2,5,4,1,3,9,5,10,3,10,2,Male,North Dorothyland,Store
61,65942,5.8,7,0.9,5,8,24,0,104387,10082,8,2,7,3,8,4,6,7,4,5,8,Male,North Kelsey,Store
50,118645,7.2,8,0.8,7,10,20,18,136486,11539,4,9,4,8,6,8,6,7,1,3,5,Other,Lake Tiffanyfort,Store
43,173068,5.6,12,1.3,2,9,23,6,116656,118271,9,2,7,9,10,9,7,1,3,8,7,Male,North Amanda,Store
67,184776,5.7,7,0.3,3,4,14,17,95652,149972,7,3,7,2,6,4,7,5,2,1,3,Female,Mitchellport,Store
66,119258,10.1,1,2.9,2,2,27,2,70159,21665,5,6,2,2,3,9,9,7,2,7,10,Male,New Martinview,Store
68,235112,8.6,7,3.5,4,7,35,5,138153,86655,5,0,6,1,8,6,9,7,10,2,6,Female,Martinside,Store
59,220432,6.5,9,3.1,8,9,31,3,142493,90921,1,6,3,3,8,9,8,9,1,8,3,Other,Hickstown,Store
56,93908,11.1,12,2.5,5,6,14,15,100609,1571,10,2,2,2,1,7,10,1,7,3,4,Other,Andersonshire,Store
33,144698,8.6,4,2.9,2,2,34,16,128746,72590,10,9,4,9,10,5,2,9,4,5,9,Other,New Justinborough,Store
79,163291,5.2,5,1.8,7,8,16,4,126542,34223,6,3,2,9,7,2,5,7,8,5,9,Male,Sanchezport,Store
27,90365,3.2,14,2.1,7,3,0,18,129992,35502,6,4,2,8,3,4,2,3,9,3,1,Female,Lake Janice,Store
36,123699,3.8,7,1.2,3,4,10,4,149996,113223,2,9,3,1,2,4,2,5,8,9,6,Male,South Kimville,Online
60,141490,3.9,8,3.9,1,3,9,12,149996,72698,10,6,1,2,2,1,4,2,10,5,10,Male,Veronicafort,Store
73,245169,6.8,9,4.5,1,2,27,16,122772,79214,10,0,7,3,4,8,8,4,5,8,6,Male,Bishopview,Store
53,230702,6.2,4,3.9,9,6,22,9,140705,6586,10,3,2,1,3,5,5,7,3,2,8,Other,South Geraldchester,Store
