crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
1.49009,15.6,18.62,0,0.385,5.975,99.6,7.1791,4,559,18.7,396.9,9.26,22.8
1.80629,0.7,17.31,1,0.4799,5.103,86.3,5.3908,4,603,16.5,396.9,4.39,28.6
9.95492,0.0,11.91,0,0.4704,5.301,100.0,1.8974,2,271,12.6,390.57,10.2,26.0
20.00067,0.0,15.86,0,0.4749,4.43,94.9,4.9911,24,370,17.9,396.9,26.21,43.0
1.771,0.0,12.49,0,0.5652,4.883,100.0,3.3813,4,187,14.9,396.9,11.27,36.6
21.1811,0.0,15.95,0,0.4061,5.558,97.4,5.0531,5,684,19.8,396.9,16.29,50.0
18.81614,0.0,17.02,0,0.5068,5.248,38.7,2.8435,1,607,18.4,396.9,18.3,25.7
9.8196,1.1,15.96,0,0.6388,5.804,100.0,7.0814,8,643,13.0,396.9,15.08,50.0
9.69791,0.0,17.49,0,0.709,6.164,90.9,3.4996,24,597,18.7,396.9,26.72,50.0
1.16259,0.0,5.45,0,0.385,6.372,96.9,8.196,4,315,18.7,396.9,24.73,10.4
10.47057,0.0,0.46,1,0.3857,5.954,88.1,5.5689,4,302,21.1,396.9,20.36,16.8
21.03149,100.0,0.7,1,0.4208,4.861,100.0,6.4804,24,327,18.9,396.9,5.44,42.8
2.25257,0.0,5.32,0,0.4293,5.884,100.0,6.8728,8,361,16.0,396.9,13.42,33.9
0.78108,0.0,10.77,0,0.385,5.577,100.0,2.8759,24,339,19.4,388.24,13.33,24.9
1.13982,0.0,1.45,1,0.5967,6.194,100.0,3.9156,6,711,17.7,396.9,14.43,20.7
12.70242,0.0,0.46,0,0.459,5.157,100.0,2.8411,3,187,12.6,396.9,20.26,20.0
15.16293,0.0,15.28,0,0.871,5.588,62.1,4.0001,5,312,16.0,396.9,13.17,9.3
1.74979,0.0,18.24,0,0.3909,5.482,66.9,3.0438,3,351,15.9,396.9,3.76,21.4
11.54035,0.0,9.97,1,0.3877,7.967,44.9,3.8902,4,187,19.8,390.36,22.65,17.6
21.34435,0.0,26.39,0,0.3864,6.815,62.2,2.7683,3,630,19.0,391.55,6.85,50.0
12.07475,0.0,3.77,0,0.4675,5.742,71.9,4.517,4,211,15.4,392.1,12.95,31.8
1.9568,0.0,19.81,0,0.629,5.213,58.7,3.6734,5,313,19.4,396.9,7.91,27.4
1.86303,0.0,0.46,0,0.4494,5.362,100.0,2.6953,24,187,16.7,396.9,22.73,17.8
9.761,0.0,17.81,0,0.5133,5.541,88.8,8.6439,8,603,12.6,396.9,19.9,15.1
2.12102,0.0,15.35,0,0.385,5.503,49.7,3.3118,5,443,18.5,396.9,13.55,20.1
9.44713,0.0,0.46,0,0.5664,6.37,55.4,9.3712,24,648,12.9,380.47,24.15,50.0
20.02089,0.0,18.22,0,0.6569,6.082,100.0,4.4161,2,330,16.7,396.9,22.27,24.7
14.11079,0.1,16.53,0,0.6882,5.287,43.1,2.8937,8,206,16.4,396.9,4.6,31.2
33.04061,0.0,18.25,0,0.4092,5.947,100.0,1.9872,24,187,17.0,396.9,2.65,10.5
1.45253,0.0,4.14,0,0.5233,6.116,92.2,3.2954,8,369,16.9,380.02,18.55,42.1
0.08114,0.0,16.74,0,0.492,5.34,100.0,6.2043,24,633,19.6,384.96,24.96,12.2
10.70428,0.2,1.56,1,0.5191,5.837,88.6,4.2269,3,633,16.3,396.9,12.23,50.0
12.06856,0.0,3.59,0,0.5549,5.243,100.0,3.7767,7,187,12.6,389.72,17.81,14.8
0.59196,0.0,0.46,0,0.5604,4.59,98.8,5.8527,5,612,12.6,396.9,20.06,33.5
17.04261,0.0,3.95,0,0.7396,5.539,44.4,6.0995,8,395,19.3,378.76,25.78,21.9
7.104,0.0,17.95,0,0.385,5.908,99.5,4.8508,5,187,15.8,387.29,22.68,24.5
2.65921,0.0,17.31,0,0.482,5.524,96.2,7.0112,5,603,17.8,370.72,33.3,20.0
8.6974,0.0,0.46,0,0.4556,6.654,89.7,8.0787,3,187,20.5,396.9,24.6,16.1
13.81753,0.1,17.31,0,0.393,5.88,100.0,6.5739,24,418,17.3,385.17,22.08,34.7
1.71146,0.0,0.46,0,0.464,5.474,80.6,4.88,24,307,16.1,396.9,12.21,22.0
1.41733,8.7,6.39,1,0.5328,7.307,100.0,1.1296,4,680,19.3,396.9,11.78,16.0
2.03725,0.0,15.66,0,0.4204,5.962,69.7,2.5534,5,187,19.3,396.9,37.97,23.5
24.9397,0.0,16.45,0,0.6327,4.044,100.0,9.8092,7,265,16.4,328.65,27.83,40.1
15.42823,0.0,15.23,0,0.3871,5.086,56.9,3.4729,8,350,19.3,396.9,15.02,32.2
1.41769,0.0,0.46,1,0.6471,6.61,100.0,7.912,4,648,12.9,396.89,10.08,28.5
1.59318,0.0,16.44,0,0.4286,5.753,100.0,3.0023,8,193,16.4,396.9,10.95,21.6
19.0973,0.0,18.73,0,0.4566,6.185,76.2,5.9688,4,327,16.0,387.17,16.66,30.2
2.56936,0.0,15.55,1,0.4568,,24.2,6.6419,5,210,17.0,378.69,10.41,50.0
19.34072,0.0,2.08,0,0.4654,6.056,100.0,7.4582,4,609,12.6,396.9,11.76,28.1
2.45776,0.0,15.58,0,0.4244,5.141,36.5,5.4318,2,187,12.6,396.9,13.56,21.2
2.05922,0.0,16.6,0,0.3915,6.049,99.5,1.4551,3,362,16.1,396.9,14.05,26.7
3.14616,0.0,15.33,0,0.4585,6.254,100.0,5.129,1,661,16.8,396.9,14.35,28.4
2.16001,0.0,16.06,0,0.5538,5.144,84.3,2.9842,4,371,21.4,396.9,3.72,50.0
0.65951,0.0,15.38,0,0.4794,6.082,100.0,7.3315,24,658,14.9,396.9,12.26,17.4
13.71354,0.0,2.34,0,0.4163,4.509,64.9,2.0731,5,200,20.3,396.9,17.94,25.1
1.93089,0.0,0.46,0,0.5162,6.442,59.5,9.6633,5,628,17.7,396.9,15.88,23.1
1.91936,14.7,15.72,1,0.6201,5.098,99.8,1.5102,5,195,18.8,396.9,13.53,24.9
14.01909,1.4,10.53,0,0.5831,5.079,62.3,6.3892,1,217,15.8,396.9,12.03,29.4
1.54424,0.0,15.21,0,0.4079,5.433,98.7,4.9363,24,313,15.1,396.9,25.99,28.7
0.29723,0.0,17.23,1,0.544,4.823,100.0,1.8155,5,313,20.5,396.9,22.48,25.7
0.97421,0.0,15.96,1,0.385,6.278,100.0,4.0694,6,231,19.3,396.9,14.12,11.5
2.45668,0.0,6.95,1,0.4006,5.7,95.5,6.1166,7,371,15.7,396.9,13.79,41.3
1.124,0.0,19.47,0,0.4564,5.79,38.4,5.9698,8,359,18.9,396.9,17.15,30.5
1.3517,0.0,26.88,0,0.6055,5.425,100.0,6.4394,2,194,15.7,396.9,14.49,16.1
20.43633,0.0,15.9,0,0.5428,5.448,100.0,8.5585,3,346,19.1,394.47,22.35,25.1
2.05466,0.0,11.13,0,0.4275,5.567,100.0,2.0866,8,683,16.1,396.9,21.32,23.5
12.43218,0.0,8.4,0,0.385,6.299,99.1,4.146,3,600,16.1,396.9,17.83,29.4
2.39384,0.0,17.11,0,0.6445,5.376,98.1,5.3766,6,380,15.1,383.82,14.55,17.0
1.57004,0.0,17.03,0,0.5693,5.386,100.0,4.2922,1,619,12.6,394.64,11.71,22.7
0.77303,0.0,16.98,1,0.4244,6.147,92.7,2.6217,5,302,20.4,394.03,29.52,17.9
2.0558,0.0,16.83,0,0.6019,5.325,39.5,6.1826,5,626,20.4,396.9,12.31,50.0
1.65321,0.8,14.72,0,0.4564,4.897,100.0,2.9922,24,452,20.5,396.9,14.76,22.9
13.40319,0.0,17.23,0,0.4554,5.826,22.8,5.9082,7,397,15.9,390.97,10.89,26.4
0.53786,0.0,17.71,0,0.385,5.815,58.6,4.5599,4,187,19.0,396.9,8.13,35.4
1.98649,0.0,8.25,0,0.6298,6.254,68.4,5.2752,3,609,19.5,390.31,23.41,40.2
8.11508,0.5,10.62,0,0.4436,5.291,62.7,7.9303,4,591,19.0,396.9,12.74,38.1
18.68414,0.0,4.32,0,0.5282,5.812,99.3,3.5775,5,379,12.9,396.9,3.76,30.5
10.62414,0.0,16.99,0,0.4383,5.581,100.0,6.5148,24,208,16.1,396.9,14.44,15.9
1.56186,0.0,16.96,0,0.4367,6.708,100.0,3.5454,24,589,17.0,395.39,13.45,39.9
2.05384,0.0,16.28,0,0.5299,,54.7,10.5234,5,349,18.6,396.9,10.02,23.0
0.50116,0.0,15.04,0,0.4849,5.894,100.0,6.4543,7,638,19.8,396.9,8.64,29.9
8.9622,2.6,0.89,0,0.659,6.444,49.3,7.7612,24,370,15.9,396.9,37.27,42.8
13.39998,0.0,0.46,0,0.4693,5.648,97.2,5.4002,5,379,18.3,396.9,9.2,50.0
9.27054,0.0,0.46,0,0.4558,6.57,100.0,6.1936,1,616,20.2,396.9,21.38,20.7
1.89664,0.7,18.52,1,0.492,4.733,93.7,5.7235,2,339,19.3,396.9,18.12,15.9
2.12696,0.0,17.28,0,0.871,5.44,54.1,2.3507,8,214,16.1,396.9,8.76,39.9
1.7441,0.0,11.68,0,0.4001,6.342,97.0,4.6688,24,328,18.4,396.9,23.19,42.5
18.0533,0.0,3.97,1,0.5139,5.056,99.5,3.7648,24,187,19.0,393.77,19.83,24.8
24.96031,0.0,10.96,0,0.6104,6.519,14.0,6.5836,24,386,16.6,396.9,14.82,23.1
1.51691,0.0,15.27,0,0.6336,5.826,100.0,8.1956,5,320,16.9,396.9,27.19,23.1
19.17516,0.0,8.39,1,0.561,5.214,88.1,8.5257,24,187,18.8,396.9,20.43,30.2
1.38819,0.4,15.09,1,0.6134,6.176,100.0,4.6469,4,187,12.6,396.9,11.32,30.9
0.54899,0.0,17.36,0,0.5856,6.101,100.0,2.6241,24,368,16.5,396.9,17.01,27.1
1.9646,0.0,16.58,1,0.7669,5.171,100.0,6.1309,3,436,16.1,396.9,17.62,25.1
31.21129,0.0,5.62,0,0.5122,5.098,34.3,3.7642,4,402,16.7,396.9,16.34,31.1
1.47688,0.0,0.46,0,0.4621,5.733,39.2,5.5714,5,619,12.6,396.9,14.31,20.4
0.00632,0.0,16.96,1,0.4368,3.722,100.0,9.6717,4,332,16.8,396.9,21.53,21.9
7.75144,0.0,15.81,0,0.4007,5.416,100.0,5.3504,8,347,19.6,396.02,15.77,27.4
1.41559,11.7,16.91,0,0.385,6.773,100.0,3.9221,8,623,19.2,396.9,9.68,21.5
1.98414,11.6,16.43,1,0.4371,5.224,66.1,5.5368,4,344,15.8,390.6,23.75,10.9
1.84911,0.0,16.51,1,0.6275,5.48,86.6,5.2823,24,187,12.6,396.9,16.3,24.9
1.8182,1.2,18.54,1,0.385,5.211,100.0,3.3807,7,443,19.9,396.9,8.16,40.5
16.77385,0.0,2.91,0,0.4641,7.523,100.0,6.9999,24,382,16.4,9.45,8.18,36.6
10.20792,0.0,15.98,0,0.5158,5.818,84.0,5.7408,7,346,19.4,396.9,11.88,50.0
2.18674,0.0,3.03,0,0.5481,5.331,98.2,6.7328,4,624,20.1,394.48,19.14,26.2
0.00632,2.1,0.46,0,0.5525,7.862,100.0,1.5629,5,334,12.6,396.9,19.63,28.7
9.67432,0.0,19.03,1,0.8575,6.105,100.0,8.251,5,612,12.6,396.9,7.38,22.8
21.59702,0.0,0.46,0,0.4211,6.594,64.1,2.8292,24,402,13.9,396.9,11.05,40.8
1.79401,0.0,16.44,1,0.6989,5.399,100.0,3.6599,7,399,15.6,396.9,6.57,28.7
1.56102,4.0,6.94,0,0.4754,6.695,100.0,2.3938,7,187,13.8,396.9,10.62,26.1
1.5789,0.0,15.6,0,0.5885,5.94,17.1,5.265,24,414,15.7,396.9,27.26,50.0
1.27368,0.0,16.87,0,0.6169,5.911,89.4,4.7539,5,397,12.6,396.9,9.85,29.0
11.68818,0.0,3.85,0,0.4946,6.432,99.1,5.8514,24,257,13.6,396.9,23.88,36.0
1.12309,0.0,19.32,1,0.5081,7.676,100.0,10.3001,4,338,13.5,396.9,9.73,21.6
19.26896,0.0,0.92,0,0.6598,5.04,98.6,6.3175,5,657,19.3,396.9,9.43,28.8
14.10398,0.0,14.88,1,0.446,5.553,68.4,2.812,5,226,20.1,380.12,4.47,28.0
6.66464,21.5,0.46,0,0.385,5.826,98.5,10.1935,24,221,13.7,396.9,22.43,16.3
1.67363,0.1,1.54,1,0.5633,5.996,100.0,1.6249,24,228,12.6,386.74,13.11,23.7
19.12433,0.0,15.96,1,0.6044,5.43,54.6,5.269,5,373,18.9,381.17,3.07,27.3
0.00632,0.0,15.64,1,0.7214,4.586,77.6,8.9635,2,397,15.2,396.9,10.73,26.3
0.15929,0.3,18.44,1,0.488,5.429,93.6,3.5789,5,469,12.6,396.9,12.96,35.1
0.00632,0.0,7.12,0,0.4812,5.794,100.0,10.687,1,230,17.5,396.9,13.45,14.1
33.73793,0.0,16.28,0,0.8054,5.621,96.2,1.8451,4,324,16.8,396.9,15.72,47.9
1.2236,0.0,2.16,0,0.5993,4.002,100.0,3.6957,5,340,17.5,396.9,22.9,15.2
1.99212,0.0,16.16,1,0.599,4.984,76.8,4.9546,5,316,19.5,396.9,27.28,25.4
1.12133,0.0,16.79,0,0.4778,5.988,100.0,2.0759,24,187,19.1,379.09,26.74,20.0
0.00632,0.0,0.46,0,0.4931,4.063,72.1,3.1353,3,659,14.5,387.39,12.4,28.1
2.24517,0.0,16.46,0,0.4823,4.841,92.8,6.1046,24,634,13.3,396.9,22.6,18.0
0.87214,0.0,5.68,0,0.4574,6.976,59.5,2.894,4,386,13.7,385.21,21.11,45.7
15.1974,0.9,3.75,0,0.4427,5.836,99.2,2.8659,5,415,17.9,396.9,21.97,45.5
9.40269,0.0,19.25,0,0.4979,5.568,78.6,4.0804,5,364,12.6,396.65,8.41,43.1
65.44174,0.0,18.88,0,0.4817,6.122,100.0,3.7882,2,597,17.7,396.9,11.05,12.7
2.2546,0.0,0.46,0,0.5103,3.985,50.5,4.7926,3,339,17.8,396.9,16.56,40.3
1.858,0.0,5.12,0,0.5807,4.961,98.4,5.5663,6,455,12.6,396.9,11.42,48.5
1.69593,0.0,9.52,0,0.385,4.999,99.4,5.3962,6,333,18.9,396.9,14.75,24.7
1.68523,0.0,0.64,0,0.5994,5.806,64.8,2.039,2,213,13.9,396.9,13.58,42.0
13.88097,48.5,16.35,0,0.5801,6.233,75.3,6.7535,4,589,17.5,396.9,28.24,29.1
1.76615,0.0,16.47,0,0.418,5.393,62.1,7.0904,24,338,12.6,396.9,23.78,26.5
13.18704,0.0,15.56,0,0.6333,5.158,100.0,4.1517,24,595,18.8,396.9,10.38,25.7
1.29777,0.0,26.74,0,0.5322,5.29,100.0,3.9497,2,600,16.0,396.9,7.5,28.7
0.71644,0.0,0.46,0,0.7018,6.108,64.2,4.3813,5,580,15.9,396.9,8.07,21.3
1.79166,0.0,11.04,0,0.5525,5.151,48.2,9.4853,2,364,12.6,396.9,12.93,23.9
8.35769,0.0,15.05,0,0.4724,5.244,100.0,1.8015,5,210,16.7,396.9,7.99,28.9
19.44181,0.0,3.54,0,0.7285,8.613,63.5,2.9809,5,223,19.6,395.24,11.34,50.0
13.1224,0.0,10.37,0,0.5892,6.924,94.3,5.6774,1,254,12.6,396.9,13.6,24.9
1.53739,63.2,17.62,0,0.4912,6.842,99.8,3.0758,1,663,18.8,396.9,9.95,22.2
7.51471,0.0,15.09,0,0.385,5.502,100.0,4.0062,4,271,17.8,396.9,20.64,23.4
1.17264,0.0,1.46,1,0.385,5.614,99.3,2.5499,5,600,17.8,396.9,25.18,27.0
2.36875,13.9,21.24,0,0.7484,5.919,100.0,3.962,6,660,12.6,396.9,9.9,14.0
10.4578,0.0,3.81,0,0.3896,5.591,69.8,4.6369,6,353,16.0,396.9,16.29,20.3
0.97286,0.0,19.11,0,0.5213,6.337,54.2,9.4332,24,355,16.5,396.9,9.3,28.4
8.43533,0.0,15.17,0,0.7003,6.916,100.0,2.7478,7,635,18.3,396.9,13.12,17.7
15.8845,0.0,0.46,0,0.4781,6.596,89.9,9.8906,7,379,16.1,396.9,11.99,33.3
19.44717,0.0,15.07,0,0.6124,5.273,41.5,6.959,24,429,17.5,396.9,12.13,19.2
0.00632,0.6,18.47,0,0.4959,5.742,75.1,2.4364,24,397,20.4,376.17,10.2,32.7
11.24254,0.0,19.8,0,0.5074,5.708,100.0,9.3182,5,275,20.8,383.59,17.89,26.2
9.56855,0.0,15.35,0,0.8651,5.541,53.6,10.4123,4,384,16.9,396.9,26.65,50.0
1.82949,0.0,0.46,0,0.4602,6.027,99.6,7.1273,24,210,16.8,396.9,23.9,27.5
8.69474,0.0,15.41,0,0.6022,5.737,100.0,5.046,24,684,16.6,396.9,13.58,29.4
9.78822,0.0,16.63,0,0.5645,5.584,92.2,2.7601,5,187,17.6,396.9,4.67,33.3
14.1248,0.0,0.46,0,0.4363,5.419,100.0,4.4326,8,711,16.3,396.9,15.74,48.4
8.49464,0.0,16.12,0,0.5652,5.179,100.0,3.2551,5,606,19.5,396.9,14.31,22.4
6.385,0.0,17.73,1,0.5674,5.86,100.0,3.1859,6,440,15.6,396.9,23.27,37.9
18.07937,0.0,0.46,0,0.6654,6.714,100.0,2.7399,3,240,16.8,394.69,15.04,15.4
2.28835,0.0,4.36,1,0.4107,6.182,100.0,3.9788,4,216,19.5,396.9,22.46,35.8
14.46593,0.5,14.95,1,0.5491,5.991,100.0,8.1428,24,191,13.3,396.9,13.91,26.9
13.79311,20.1,18.21,0,0.421,5.767,97.1,4.2948,5,187,15.7,396.9,17.62,20.3
10.98167,1.0,17.63,0,0.4958,5.949,99.2,3.2687,5,251,16.9,384.42,19.16,22.2
2.46261,0.0,15.08,0,0.5922,5.377,53.2,4.4932,24,229,18.8,396.9,12.86,19.3
1.77387,0.3,16.57,0,0.3913,5.7,47.4,2.9974,5,624,18.1,393.2,12.76,22.0
12.20303,0.0,15.52,1,0.4614,3.989,99.4,8.5983,7,270,18.7,396.9,8.1,25.3
2.3132,0.0,16.22,0,0.4468,5.953,74.1,4.0351,4,400,16.2,396.9,6.77,50.0
21.92001,0.0,4.15,0,0.437,5.824,100.0,5.0642,24,711,17.1,396.9,22.83,45.0
9.50957,12.5,16.21,0,0.3921,6.017,64.8,4.4301,1,253,15.4,396.9,10.81,50.0
1.57193,0.0,18.29,0,0.5439,6.486,95.6,4.8245,4,656,13.5,391.81,36.37,50.0
0.00632,0.0,15.8,0,0.5223,5.539,100.0,5.5792,24,335,16.8,388.58,15.45,26.0
0.95818,21.2,15.76,0,0.5282,5.9,54.9,9.8189,8,422,16.8,396.9,13.05,26.7
18.3991,0.8,1.39,0,0.4961,5.483,56.8,2.5591,3,255,18.8,396.9,9.07,6.5
9.10343,0.0,16.03,0,0.4572,6.025,96.2,6.5984,8,472,15.6,379.43,23.84,39.5
16.22063,18.6,3.4,0,0.385,4.689,100.0,6.1264,4,616,13.3,396.9,5.73,23.2
1.4207,11.7,0.46,0,0.5418,6.842,100.0,2.6752,5,354,17.8,382.37,13.64,41.0
17.1725,0.0,7.25,1,0.4868,6.046,100.0,2.2378,5,656,12.6,396.9,13.64,46.1
9.59838,0.0,15.65,0,0.5254,4.131,46.5,9.4459,4,204,13.3,396.9,12.98,17.0
1.61349,0.0,1.86,0,0.4375,4.887,98.2,4.7076,24,419,14.2,396.9,22.25,50.0
9.46753,0.0,1.76,1,0.5492,5.26,100.0,5.5255,8,309,12.6,396.9,14.3,18.6
5.31758,0.0,2.87,0,0.5838,5.009,98.1,4.6618,2,344,16.3,396.9,11.1,28.2
