crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
0.83047,3.7,0.46,0,0.5063,7.254,87.0,4.1428,4,644,17.7,396.9,12.81,23.9
0.98673,39.5,15.33,0,0.8299,6.317,2.9,8.8114,7,604,20.0,396.9,7.58,27.4
0.15471,24.4,8.54,1,0.4794,7.899,78.3,7.8545,4,607,18.7,396.9,9.22,18.6
0.93945,37.1,16.97,0,0.4636,6.798,79.0,4.0545,4,586,21.9,396.9,8.08,30.0
0.76667,1.8,16.22,1,0.5133,8.78,98.6,8.5683,6,569,20.3,396.9,10.58,15.4
1.12581,31.4,16.68,0,0.686,6.245,44.5,7.5127,2,592,20.1,396.9,12.93,23.7
1.50036,40.4,17.39,0,0.5821,4.374,92.3,3.9486,24,418,18.4,396.9,23.76,13.1
1.11292,0.1,3.05,0,0.7804,6.8,95.1,8.5307,4,187,19.9,396.9,8.9,50.0
1.81908,1.5,17.79,0,0.4784,7.919,57.1,4.8279,5,649,20.8,396.9,20.71,20.6
0.71556,2.1,5.88,1,0.7338,7.956,87.1,6.382,1,637,20.4,396.9,23.51,16.4
1.79293,0.0,17.58,0,0.871,8.78,89.1,9.0956,24,590,19.3,376.65,11.07,47.4
0.84573,2.6,16.3,1,0.7119,8.78,62.7,9.436,24,587,21.8,396.9,15.54,45.7
1.48898,0.0,9.23,0,0.4949,7.199,85.4,7.1985,4,596,20.4,314.66,14.14,25.4
1.23009,45.1,0.46,1,0.5142,7.469,75.9,5.9305,5,605,20.4,396.9,23.15,22.4
2.08563,1.5,17.62,1,0.4095,7.395,73.0,6.5629,24,608,20.7,396.9,13.08,32.7
0.1375,0.0,6.63,0,0.4739,7.288,94.2,6.8586,8,401,21.4,396.9,11.73,23.6
0.8284,38.3,0.46,0,0.798,7.753,80.0,3.1964,5,326,21.9,394.22,14.38,5.3
1.60619,3.2,3.83,1,0.8048,7.123,81.6,9.8065,6,575,19.3,396.9,10.4,25.1
0.27228,33.5,1.87,0,0.7314,6.782,100.0,2.4829,3,318,18.8,388.27,19.68,29.6
1.8506,21.2,16.1,0,0.7825,7.498,41.5,6.8536,5,438,21.7,396.9,14.5,18.7
0.90886,11.1,16.0,0,0.6068,5.598,73.5,5.6195,4,362,21.9,396.9,10.47,24.3
1.78445,74.6,4.48,0,0.7025,6.649,13.6,5.4309,4,315,19.9,396.9,17.51,22.3
15.28895,36.6,3.05,0,0.6814,6.355,55.0,1.9825,3,460,19.2,396.9,13.02,49.3
0.59437,44.0,0.46,0,0.4398,8.78,62.0,4.9263,4,658,21.2,377.89,15.25,27.5
1.77609,0.0,17.03,0,0.7295,6.496,57.4,3.5332,5,407,17.9,390.19,3.69,19.0
0.39986,34.7,3.48,0,0.8168,8.271,88.4,2.0193,24,289,20.6,396.9,24.49,28.3
0.77341,20.0,20.98,0,0.657,6.249,96.4,4.789,3,599,19.9,396.9,19.33,22.1
0.69148,3.3,17.39,0,0.4876,5.479,20.0,3.2735,5,187,17.5,396.9,12.35,23.3
1.2854,40.1,2.42,0,0.6727,6.965,71.7,9.8944,24,639,18.3,396.9,19.63,37.5
1.76056,2.4,0.46,0,0.7464,8.78,52.2,6.9422,5,337,20.5,396.9,17.97,25.8
1.30316,10.0,17.19,0,0.5129,8.236,59.3,6.0465,3,217,19.7,396.9,8.78,21.4
0.3823,1.6,18.02,1,0.871,8.727,87.4,9.1889,24,187,18.0,396.9,12.71,37.1
0.38234,0.4,19.26,0,0.6459,6.317,95.8,5.3276,8,409,18.6,396.9,3.72,22.2
0.34607,1.2,9.77,0,0.6369,7.268,77.9,5.5172,24,614,20.2,396.9,9.6,15.9
2.17443,19.2,0.6,0,0.8159,7.291,53.6,3.8013,3,587,17.7,396.9,29.69,25.8
2.23707,0.3,1.8,1,0.8481,6.522,100.0,4.2173,7,187,19.9,396.9,34.14,44.1
1.53137,29.9,4.09,0,0.7721,8.78,100.0,5.8849,5,654,15.5,396.9,21.5,30.6
0.00632,2.0,18.28,0,0.8243,7.872,39.4,4.2927,8,187,19.4,396.9,16.53,38.7
8.18084,0.0,17.24,0,0.4476,8.638,85.8,7.5684,5,257,18.3,396.9,18.12,28.7
0.39256,0.0,16.41,0,0.4494,5.494,92.2,3.0207,5,601,19.0,385.44,34.14,26.7
0.3066,1.2,0.46,0,0.6985,7.709,32.1,8.3033,3,256,21.8,396.9,18.94,29.6
0.271,3.0,17.07,0,0.5147,6.928,88.8,4.0568,24,643,18.7,396.9,19.23,35.9
0.82782,29.6,0.46,0,0.6239,8.78,92.1,5.995,24,189,20.6,396.9,8.55,22.9
1.77946,32.9,2.66,1,0.7019,8.077,61.2,3.7181,4,662,21.2,396.9,9.36,39.7
2.25811,36.9,16.9,0,0.4699,6.742,31.0,3.325,7,625,19.7,387.24,37.97,23.3
0.00632,27.0,16.24,0,0.8693,6.076,98.8,10.3681,7,187,19.9,391.84,22.37,13.8
1.72592,33.9,14.99,0,0.5525,7.266,96.7,8.3796,8,293,20.2,396.9,18.81,15.1
0.83522,25.2,0.46,0,0.6561,7.199,100.0,5.5783,4,614,20.2,396.9,13.02,7.5
1.72973,3.4,1.77,0,0.7268,7.882,100.0,1.1296,8,241,20.2,396.9,15.05,16.6
1.7219,34.1,16.75,0,0.8166,6.645,79.6,3.9974,24,378,19.8,396.9,15.49,23.3
1.98786,3.0,17.76,0,0.457,,69.7,6.9256,5,228,18.0,396.9,21.7,28.5
1.2036,0.0,0.46,0,0.7037,6.623,96.1,7.1536,4,627,18.2,383.13,9.88,50.0
1.42274,45.1,16.73,0,0.7545,7.907,80.3,3.5773,2,278,18.4,396.9,11.94,19.0
0.33071,1.1,17.57,0,0.5232,8.78,85.3,8.4587,5,328,21.3,396.9,37.24,26.8
0.74096,0.0,1.64,0,0.5221,7.066,98.6,5.9132,4,641,20.0,392.15,16.5,28.0
0.00632,0.1,15.18,0,0.6831,8.78,86.2,11.5143,4,677,21.0,396.9,8.42,21.7
0.17904,28.7,17.32,0,0.5155,8.148,70.8,9.632,5,688,20.9,396.9,10.84,32.1
1.71151,1.1,2.19,0,0.5236,6.969,67.4,2.1776,5,239,21.5,396.9,16.4,20.1
0.97419,0.0,4.16,0,0.5977,7.289,57.6,5.355,6,702,20.2,396.9,20.8,15.6
0.00632,40.2,16.99,1,0.6906,8.443,90.9,5.3484,5,254,20.4,396.9,12.23,40.5
1.55558,0.0,12.73,0,0.7448,7.349,64.7,8.5116,1,586,20.2,396.9,7.25,23.2
1.76828,0.0,18.11,0,0.7351,8.78,58.7,5.8507,4,187,21.3,395.85,12.26,28.0
1.76527,2.8,16.1,1,0.6323,7.416,100.0,1.931,8,230,20.6,396.9,22.21,24.8
0.00632,21.2,9.12,1,0.5878,8.78,100.0,6.2831,6,212,20.2,390.28,11.04,29.8
0.65184,31.7,11.97,1,0.4699,8.78,96.8,1.5489,4,187,17.6,396.9,14.62,19.6
0.50981,2.4,17.5,1,0.6291,6.519,45.0,4.7529,3,215,20.8,391.21,22.47,30.3
0.93968,0.0,18.52,0,0.4789,5.812,95.8,9.5351,2,315,17.4,396.9,24.99,27.1
0.71931,2.9,16.04,0,0.4161,7.04,77.3,6.667,5,432,21.7,396.9,12.97,26.5
1.55909,46.2,2.57,0,0.547,5.924,99.4,3.7828,24,606,21.3,396.9,22.36,6.3
0.62471,0.1,14.97,0,0.5265,7.681,93.3,4.8832,4,616,20.7,396.9,21.25,42.5
1.35729,2.7,16.28,0,0.6599,8.389,90.6,4.8484,6,357,19.3,396.9,25.26,31.3
0.94991,3.2,19.71,1,0.637,6.615,100.0,8.4022,1,698,18.3,394.3,13.39,25.4
0.02588,35.2,19.79,1,0.4931,6.957,97.1,3.4407,5,187,20.9,396.9,11.57,30.1
1.99707,21.9,15.33,0,0.8002,8.049,62.0,9.0931,5,631,21.5,396.9,8.36,31.7
1.22884,3.0,18.41,0,0.4833,6.091,95.4,2.7258,4,592,21.8,396.9,23.86,23.1
1.77996,2.8,19.74,0,0.5783,6.288,51.3,5.4567,7,645,19.1,396.9,13.98,31.1
0.90502,44.8,17.16,0,0.4596,6.484,2.9,7.7512,4,656,20.6,393.13,12.29,43.5
0.00632,0.0,1.27,0,0.6479,6.159,42.5,5.2926,3,579,19.6,396.9,26.04,28.6
0.00632,0.0,10.17,1,0.8287,8.076,32.3,3.2397,4,588,21.0,396.9,10.98,36.7
1.97324,3.0,4.73,0,0.5888,6.468,94.0,1.8307,5,187,19.6,396.9,10.16,25.0
0.08129,26.9,16.16,0,0.752,6.201,100.0,9.2321,24,236,20.1,396.9,12.33,25.9
0.229,15.5,14.93,0,0.5777,8.78,73.4,9.0509,24,573,20.6,396.9,13.26,24.5
1.61147,56.5,4.37,0,0.8054,,52.2,3.1859,5,433,21.0,395.53,13.21,13.6
1.63717,0.0,0.46,0,0.7945,8.78,52.4,10.2246,7,629,21.9,396.9,11.27,29.3
0.43482,3.5,16.23,0,0.7419,8.082,69.6,5.0504,24,368,19.6,364.27,22.9,23.1
0.12347,2.2,0.46,1,0.5774,6.906,100.0,5.7549,5,187,20.3,396.9,9.12,19.8
0.99342,37.1,2.09,0,0.6157,6.203,82.8,6.9368,1,638,21.8,396.9,15.12,25.1
0.93492,0.2,17.38,1,0.4201,8.78,64.6,2.1268,2,308,18.7,396.9,20.44,24.1
1.56249,0.5,16.44,0,0.871,8.07,73.3,11.6835,8,341,20.7,133.2,7.78,50.0
1.14089,0.4,5.63,0,0.575,7.094,65.8,3.0626,24,327,21.6,396.9,23.61,50.0
0.50169,1.6,6.06,0,0.7052,7.596,96.1,2.2735,8,195,21.6,396.9,16.5,28.3
1.92088,27.9,21.06,0,0.7647,7.129,45.2,3.4031,24,294,19.6,396.9,12.53,24.0
0.75825,0.2,16.99,1,0.646,8.095,76.8,6.2293,5,605,21.6,390.9,7.39,22.8
1.11559,2.7,20.11,0,0.4719,8.78,82.1,7.3262,24,187,22.0,396.9,11.82,32.4
1.75507,27.0,1.61,1,0.7179,7.666,93.8,6.0997,4,626,18.9,389.37,1.73,43.6
0.00632,4.6,18.82,0,0.871,7.23,84.2,3.3191,24,384,19.7,396.9,10.84,45.4
0.00632,3.2,18.32,1,0.7407,7.022,93.8,5.5174,3,592,20.5,396.9,11.62,21.9
1.25112,14.7,16.63,0,0.6229,7.142,50.6,3.2841,4,351,20.3,396.9,24.05,27.2
0.52524,23.9,3.4,0,0.583,8.008,48.7,8.236,5,590,17.4,351.91,10.06,28.7
0.00632,39.3,16.37,0,0.487,8.463,100.0,6.7165,4,341,19.9,292.17,10.5,26.7
0.00632,70.8,16.15,0,0.5051,6.774,100.0,5.8875,8,187,21.3,396.9,17.9,25.8
1.19379,36.9,10.36,0,0.529,6.587,68.3,5.0862,5,690,20.4,396.9,24.54,27.7
1.69404,88.8,16.52,1,0.4572,7.12,85.8,4.3462,3,189,17.9,396.9,15.69,28.9
1.36418,42.6,17.24,1,0.6974,8.78,91.1,8.3588,24,187,18.1,368.15,13.08,30.3
0.98265,15.4,16.35,1,0.5676,8.78,100.0,6.5093,7,602,21.0,396.9,10.25,40.3
1.32676,1.3,0.46,0,0.5501,7.701,60.6,9.6838,24,372,19.7,150.88,20.85,19.7
2.36049,26.9,17.75,0,0.5906,6.329,74.7,8.7033,7,429,22.0,396.9,15.17,26.6
0.40628,47.1,10.43,0,0.5089,8.368,88.7,3.8049,4,617,20.2,396.9,18.78,17.5
0.89717,1.0,0.46,0,0.8673,8.78,98.9,12.1265,5,359,19.6,386.1,23.07,32.2
0.71263,2.4,19.76,1,0.871,8.78,85.0,6.1386,5,580,16.4,396.9,12.91,23.9
0.00632,0.0,3.38,0,0.5585,7.836,43.4,7.8263,24,211,20.6,396.9,14.83,50.0
0.7082,28.0,17.68,1,0.8265,8.78,99.4,3.1318,7,346,18.8,396.9,6.09,25.7
1.77462,39.1,7.42,0,0.7788,5.898,87.1,9.2541,7,386,21.5,396.9,2.52,23.1
1.7221,0.0,15.17,0,0.6745,6.27,89.5,5.0443,24,323,18.0,396.9,21.32,23.0
2.28267,4.0,8.2,0,0.5962,6.463,51.8,6.9024,5,681,19.3,381.26,17.76,27.4
15.41823,2.5,1.25,0,0.4426,6.313,93.8,3.7141,24,187,16.4,391.91,37.97,27.0
1.52898,34.2,16.06,0,0.8242,8.78,91.9,4.5167,4,614,19.0,394.81,9.96,28.8
19.21125,1.6,16.24,0,0.7252,8.78,74.0,3.5857,5,586,20.1,392.5,5.91,15.4
1.81726,35.5,3.2,1,0.5251,6.488,93.3,2.4694,5,643,21.6,396.9,34.69,11.8
1.52442,23.2,1.1,0,0.527,6.463,83.2,4.7171,24,187,21.5,396.9,18.4,30.1
1.60418,28.2,2.25,0,0.5635,7.698,82.1,3.4098,24,681,21.1,396.9,7.1,28.5
1.53799,87.0,15.88,1,0.5196,7.424,47.2,10.5528,2,669,19.2,394.77,10.02,26.5
0.77848,22.3,16.72,0,0.8251,6.651,52.9,8.9635,2,630,19.0,391.51,8.08,28.7
0.00632,28.8,17.23,1,0.5802,8.78,100.0,2.2627,5,336,19.5,396.9,15.37,9.5
0.54059,18.5,15.03,0,0.5132,6.209,74.2,10.8485,1,342,19.4,375.96,10.63,31.2
1.13114,0.8,16.56,0,0.8479,7.115,100.0,6.3084,6,286,19.8,396.9,8.24,16.5
1.40268,1.8,3.44,0,0.7221,6.166,67.5,4.9179,5,188,19.8,395.6,19.09,18.6
1.04793,28.8,16.88,1,0.8043,7.501,92.6,8.5689,5,611,21.7,379.03,16.23,23.4
1.99485,24.2,14.84,1,0.5149,8.78,97.1,2.521,3,711,20.0,396.9,6.22,30.0
1.32275,1.6,1.45,0,0.6335,8.78,57.2,7.8805,3,598,20.1,396.9,13.46,26.9
1.28425,40.7,17.08,0,0.5446,8.78,68.8,3.3283,24,606,19.4,396.9,18.01,32.7
1.14536,4.7,0.46,0,0.7517,6.816,75.6,1.7402,4,187,20.2,392.25,19.99,24.3
1.9319,0.0,7.26,0,0.7922,7.267,100.0,8.9243,5,187,21.1,396.9,20.14,27.3
2.19645,29.2,15.38,0,0.7359,6.903,59.1,5.0931,5,647,19.2,393.86,11.93,29.3
78.00589,1.4,15.84,0,0.6365,6.719,65.6,2.885,2,592,20.1,392.66,10.51,50.0
0.24492,3.3,2.6,1,0.6411,7.312,84.2,7.9305,3,187,20.5,396.9,14.42,19.2
0.70649,3.0,0.84,0,0.4883,8.47,98.9,4.8692,6,608,18.4,396.9,20.79,45.1
2.2778,3.8,6.37,0,0.5021,8.314,100.0,3.7291,6,367,21.5,396.9,8.06,37.7
0.27413,0.0,16.62,0,0.7256,6.75,77.6,3.7656,5,247,19.6,390.74,3.99,42.0
0.48064,26.4,0.58,0,0.7161,7.383,26.9,6.6477,5,624,20.4,396.9,37.97,28.6
0.04093,26.7,1.35,0,0.6343,8.78,41.7,7.209,24,567,20.6,396.9,37.97,21.7
0.00632,0.5,17.95,0,0.7937,7.245,75.9,10.4547,24,237,19.1,376.89,8.55,27.5
1.7724,32.5,3.04,0,0.7309,8.78,89.9,3.757,2,639,19.8,396.9,7.77,13.3
1.8925,0.9,0.46,0,0.7434,7.238,61.0,5.3413,5,621,20.4,389.18,9.86,27.3
1.53895,41.9,0.46,0,0.5939,8.78,82.5,5.1096,7,342,20.6,388.71,27.01,7.4
1.41251,14.5,8.5,0,0.5788,8.645,100.0,3.6462,5,667,20.7,396.9,11.96,36.1
1.20754,1.2,0.46,0,0.8394,8.78,71.0,8.7017,5,187,21.4,396.9,14.57,27.3
1.75769,1.8,3.73,0,0.7503,6.787,100.0,8.1967,1,261,19.9,396.9,6.07,27.6
0.97816,100.0,17.99,0,0.6276,6.826,77.7,9.7551,1,567,20.7,396.9,16.89,29.0
2.2375,3.2,17.32,0,0.4411,6.055,96.0,8.0165,4,187,21.9,388.91,21.22,44.7
1.9584,0.0,0.46,1,0.3866,8.149,88.5,7.9575,5,641,19.8,388.07,12.31,25.7
0.64403,30.4,13.28,0,0.6545,6.849,79.2,3.3807,6,595,18.9,348.89,9.88,14.6
1.08892,0.0,0.64,0,0.605,8.78,96.6,7.4493,6,208,20.8,396.9,30.28,39.3
0.75629,1.3,16.65,0,0.5075,8.78,98.8,8.6451,4,620,20.9,396.9,10.8,29.9
1.43862,42.9,15.27,0,0.7478,6.217,71.5,9.8381,7,659,21.2,396.9,15.47,24.3
0.76037,0.5,7.05,0,0.8412,5.941,93.7,4.9884,7,187,17.8,396.9,17.21,24.2
1.32414,2.6,15.75,0,0.7294,7.895,66.7,7.3701,3,347,20.9,388.51,8.18,25.7
0.42397,24.5,16.76,0,0.5361,7.602,96.3,9.9805,3,320,20.5,396.9,7.38,32.4
2.06883,18.4,2.54,0,0.6195,7.408,97.8,8.0814,5,187,17.2,396.9,20.59,32.4
12.67692,38.2,17.98,0,0.4511,8.566,75.7,9.6122,4,187,21.5,396.9,12.86,23.5
1.68652,0.0,15.58,0,0.5398,8.233,100.0,10.1951,5,195,20.8,396.9,11.25,24.8
0.71496,34.0,17.83,0,0.4964,6.691,100.0,6.1961,24,581,19.3,396.9,8.72,17.1
1.82618,10.3,15.38,0,0.6004,8.78,67.5,1.1296,5,607,19.0,396.9,25.48,21.8
0.2543,0.0,4.59,0,0.4098,7.025,100.0,9.5534,8,624,19.2,379.85,1.73,26.9
0.00632,0.6,18.49,0,0.5648,8.101,100.0,6.7084,5,575,21.4,396.9,8.64,28.8
1.24819,1.2,15.48,1,0.816,8.78,100.0,6.9476,6,619,21.4,390.64,20.63,43.5
1.99742,2.1,16.54,0,0.6197,6.655,100.0,4.786,3,585,18.7,393.53,10.32,39.9
0.00632,24.2,3.72,1,0.4652,7.392,100.0,7.2988,4,589,22.0,393.85,18.12,32.5
38.13486,0.0,17.63,1,0.6557,8.184,75.6,8.8649,24,187,18.9,396.9,11.83,50.0
0.00632,39.4,23.85,0,0.5264,6.812,68.4,3.614,5,187,22.0,396.9,11.49,30.5
1.7048,31.6,15.8,0,0.8068,6.835,65.7,4.1327,5,257,20.2,396.9,17.57,21.8
1.85389,0.0,15.51,0,0.5351,8.78,100.0,11.1804,3,684,21.0,396.9,12.08,13.0
1.71497,41.3,15.91,0,0.7039,5.988,51.1,1.475,5,574,20.7,396.9,12.67,18.0
0.55502,47.6,19.3,0,0.8325,8.456,76.9,7.9786,7,374,21.3,396.9,28.52,25.8
1.91671,27.9,16.36,0,0.4634,8.78,98.6,6.4558,4,356,20.8,379.74,12.69,50.0
0.25715,1.1,16.78,0,0.4954,8.013,94.9,6.7629,24,670,19.2,396.9,8.49,50.0
1.46323,28.2,17.07,0,0.4224,8.78,31.9,4.2168,1,597,20.1,396.9,8.13,11.9
0.00632,44.4,17.3,1,0.8438,7.093,100.0,4.7226,4,622,20.9,396.9,36.16,28.5
0.71223,3.8,2.37,0,0.8078,6.751,91.9,4.0867,1,337,20.4,396.9,20.24,27.2
1.37961,85.6,16.21,0,0.8468,6.391,64.1,7.8906,8,187,18.8,396.9,10.74,16.9
0.53774,30.0,0.46,0,0.6686,7.935,30.0,4.2848,3,187,19.7,396.9,11.81,20.2
5.17887,0.0,16.55,0,0.7855,6.867,83.9,5.8436,8,242,19.4,386.46,23.99,15.5
11.06995,16.0,1.52,0,0.5159,8.147,92.3,10.262,4,617,20.3,396.9,12.24,21.3
0.9994,26.9,4.44,0,0.7216,5.98,85.2,2.2624,24,386,20.2,373.75,11.87,44.4
0.62812,38.1,1.91,1,0.6157,6.607,88.4,2.9469,5,603,19.9,389.42,37.97,21.7
0.00632,15.9,17.27,0,0.7915,5.218,60.9,8.7951,24,187,21.7,396.9,23.31,15.6
1.57842,3.0,3.92,0,0.6517,6.984,95.4,9.365,24,373,19.2,396.9,9.01,33.1
0.50244,9.2,2.47,1,0.7533,8.666,100.0,6.6591,8,353,20.8,391.83,19.08,29.1
