crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
18.08934,0.9,18.75,0,0.5453,6.799,100.0,3.6832,3,311,19.5,348.59,24.14,35.9
0.13704,3.3,3.68,0,0.4499,5.662,94.6,6.2552,1,365,17.1,0.32,9.03,22.2
0.00632,3.3,12.69,1,0.4145,6.068,93.9,5.0084,24,436,14.6,386.55,21.57,27.3
1.63282,0.0,1.21,0,0.3923,5.588,6.3,2.7729,1,399,20.9,396.9,26.64,21.6
0.49688,0.1,0.46,0,0.4711,5.398,100.0,2.6286,6,217,13.1,392.15,19.54,22.2
1.43771,0.0,0.46,1,0.385,4.993,82.7,6.389,7,237,18.8,309.92,18.19,13.2
2.43193,0.0,11.17,0,0.4092,5.288,28.3,3.23,2,416,18.3,359.77,24.29,26.8
1.73774,0.0,15.2,1,0.3997,5.501,97.5,2.024,7,362,16.8,396.0,9.22,21.6
9.81128,3.1,1.5,0,0.6042,5.927,96.5,10.0645,8,327,15.0,341.94,23.72,22.3
1.7487,0.1,2.44,0,0.385,5.52,90.4,3.5366,4,274,17.1,339.25,8.95,29.0
0.28438,2.1,15.47,0,0.3925,5.12,55.4,5.3689,1,408,13.3,384.96,15.62,28.6
2.18036,29.5,0.46,1,0.385,4.752,83.7,2.9342,4,360,19.3,396.9,7.06,19.6
1.63503,43.1,18.24,0,0.415,3.876,100.0,7.0727,4,711,19.0,366.58,15.37,26.9
1.51145,3.9,17.15,1,0.385,5.654,100.0,3.4353,6,260,16.1,389.07,7.71,27.2
1.84081,3.8,15.23,0,0.385,5.436,86.9,8.6014,2,328,16.1,396.71,14.88,27.6
0.47159,1.5,17.12,0,0.4658,7.461,60.4,2.1582,24,392,18.9,350.95,23.5,39.9
2.23075,3.1,5.98,0,0.4067,5.988,100.0,5.5864,4,294,14.0,333.91,14.8,50.0
13.3178,0.0,16.85,0,0.385,5.332,72.7,3.7376,5,372,20.7,396.9,19.43,50.0
12.67411,100.0,2.52,1,0.5178,4.107,18.5,6.488,1,301,18.7,382.13,19.12,21.1
10.5834,0.9,17.28,0,0.5784,5.924,95.4,8.2738,8,691,14.9,393.53,2.08,50.0
0.94421,0.0,16.22,0,0.5447,5.321,94.1,3.0581,24,711,18.8,305.59,16.18,24.7
2.22405,3.4,0.46,0,0.3941,5.213,98.6,10.7304,4,290,19.2,378.9,13.84,50.0
1.66325,2.8,0.46,1,0.385,6.264,100.0,5.3297,4,355,20.2,366.2,20.44,23.4
17.37079,1.1,0.46,1,0.3872,7.37,89.9,8.8179,24,395,19.1,392.87,7.45,36.9
1.66673,2.2,5.43,0,0.385,6.502,100.0,8.8215,8,289,19.9,369.09,10.9,50.0
2.57747,0.0,0.79,0,0.6065,4.807,100.0,2.7727,24,346,19.1,341.8,3.9,27.9
1.67086,3.4,0.46,1,0.4491,6.284,100.0,6.6419,8,288,17.3,366.69,14.64,24.0
0.23274,32.5,1.9,0,0.4101,5.651,100.0,2.4286,3,294,12.6,396.9,12.16,20.2
19.9269,3.7,16.81,0,0.6195,5.713,53.7,7.4154,5,460,12.6,390.09,13.41,19.0
1.63238,0.0,11.92,0,0.4282,5.638,70.4,10.05,24,409,19.4,351.91,12.49,37.2
2.10636,3.5,0.72,0,0.3971,5.942,67.7,5.3146,4,370,16.2,374.76,14.35,29.1
15.30711,2.1,17.77,1,0.648,5.033,62.4,3.2077,3,315,19.6,396.9,9.71,50.0
1.57821,4.2,6.91,0,0.4882,5.241,100.0,6.2526,4,357,15.6,378.04,14.17,42.6
1.0088,3.6,1.21,0,0.7577,6.046,52.0,8.6141,5,325,16.2,396.9,5.63,16.6
1.4754,4.6,0.46,0,0.385,4.201,95.9,2.8565,3,328,16.6,380.71,15.53,21.6
0.66739,1.6,15.31,0,0.4011,6.312,20.4,3.3051,24,707,19.7,355.02,18.73,50.0
1.50276,2.0,15.71,0,0.385,6.342,42.6,1.1296,5,428,18.8,387.55,5.84,28.9
12.99853,0.8,0.46,0,0.3936,5.604,81.2,5.0696,6,711,12.6,384.87,17.52,50.0
2.40636,4.6,6.12,0,0.5337,5.501,89.7,6.2007,5,461,12.8,77.64,23.41,22.2
2.33664,0.0,14.97,0,0.5645,8.78,45.0,6.7054,3,210,16.6,343.0,15.99,40.2
0.89539,3.1,15.38,0,0.5526,6.04,100.0,6.0086,24,299,17.3,389.68,15.24,39.2
1.95692,2.7,16.12,0,0.528,5.391,94.8,5.2559,8,471,16.2,389.54,6.49,27.6
0.00632,1.3,15.72,1,0.4479,5.73,90.1,7.9513,4,336,19.1,384.12,15.06,17.8
12.50975,1.8,0.46,1,0.4156,6.356,97.8,4.8308,3,711,16.4,390.24,12.65,50.0
0.00632,1.0,0.46,1,0.7143,4.853,87.2,6.3232,7,389,12.6,378.7,30.29,33.1
0.00632,2.7,3.98,0,0.3915,5.472,86.7,5.6581,5,384,13.5,391.09,9.05,24.7
1.12175,0.9,0.47,0,0.5084,5.146,2.9,2.9511,3,357,15.0,376.41,16.58,32.2
0.00632,4.3,16.72,0,0.4257,5.28,59.7,5.5448,5,333,15.2,378.73,26.47,18.5
1.73581,1.4,16.85,0,0.4136,5.203,95.6,2.2798,3,372,15.8,327.64,37.97,23.8
19.10726,4.7,2.24,0,0.578,4.993,89.0,7.2375,5,412,19.5,383.83,13.66,28.7
0.00632,2.6,18.81,0,0.4899,5.294,100.0,4.5349,24,293,16.3,301.91,17.4,29.0
1.10861,4.7,0.46,0,0.4757,3.561,78.1,9.6047,24,213,18.8,320.51,12.87,22.8
0.55115,39.3,0.46,1,0.5634,4.818,97.8,3.2493,4,671,20.8,326.49,12.41,18.6
0.78713,3.9,15.95,0,0.3967,6.067,46.6,3.2831,5,418,20.1,390.89,25.76,37.4
1.052,3.1,16.91,0,0.4539,5.425,87.8,10.0126,24,320,15.8,396.9,26.3,26.8
2.2622,1.5,2.5,0,0.5585,6.401,85.2,4.9869,8,411,13.5,377.95,15.68,36.4
1.24995,0.2,0.46,1,0.429,4.984,87.5,11.0764,4,363,18.9,393.9,12.92,17.4
1.04056,0.0,0.46,0,0.5143,6.007,99.7,2.9849,8,250,18.5,278.28,5.69,18.9
9.24552,2.0,16.18,0,0.5502,5.417,83.4,4.8727,4,361,18.5,396.9,26.5,41.3
0.00632,0.0,14.98,1,0.4226,,47.3,12.1265,5,353,12.9,396.9,7.99,41.5
0.25172,1.1,0.46,0,0.4379,6.534,88.1,9.5093,4,245,12.9,379.88,12.46,50.0
0.07434,2.8,15.87,0,0.385,5.589,43.4,3.3821,2,335,12.9,392.78,11.04,28.6
1.55939,1.8,16.47,0,0.385,5.323,100.0,12.1265,5,369,16.0,396.9,21.43,29.0
0.92055,4.1,3.52,0,0.3925,5.059,77.1,5.21,4,298,16.8,384.24,14.09,22.1
1.94253,2.7,2.47,0,0.6422,5.117,90.5,5.7192,4,376,19.3,392.51,7.5,50.0
1.62113,2.0,19.82,0,0.385,5.259,78.2,4.2602,24,711,17.0,374.08,8.73,40.6
17.57519,3.2,3.12,0,0.385,7.399,37.7,2.7887,5,385,18.7,396.9,23.88,23.1
1.0422,3.2,0.46,0,0.4835,5.267,17.5,9.63,4,307,17.5,386.46,14.43,21.4
0.00632,31.9,15.71,1,0.4824,7.882,80.8,5.6927,5,371,18.9,389.43,7.92,40.2
1.44553,1.4,13.08,0,0.569,6.226,67.6,7.4977,1,344,14.2,353.22,7.76,39.5
1.48499,3.8,19.68,0,0.5636,5.772,2.9,5.3829,24,411,16.8,373.37,12.49,45.5
0.00632,0.8,17.5,1,0.5695,6.159,87.1,3.294,24,308,20.2,373.21,8.29,23.7
1.05397,1.6,10.92,1,0.385,4.86,100.0,5.9048,6,343,18.7,384.43,6.92,33.4
2.42892,0.0,1.55,1,0.5105,6.329,79.7,2.9911,1,357,12.6,394.89,11.55,26.4
0.66271,3.4,16.2,0,0.4262,6.164,13.0,4.5612,3,292,19.5,358.69,8.3,27.2
0.44543,1.1,11.38,0,0.3906,5.068,100.0,9.8976,2,300,15.9,390.4,6.47,12.4
0.00632,0.9,16.93,0,0.385,7.083,51.2,3.9159,3,412,19.4,396.9,16.29,23.5
1.00777,2.4,15.72,0,0.5577,6.195,94.2,3.876,24,711,15.2,396.9,18.22,26.4
1.80693,2.0,0.46,0,0.4646,5.099,100.0,5.6773,4,352,13.0,376.24,13.41,45.7
1.37465,3.5,2.75,0,0.3896,6.645,100.0,6.8334,6,471,12.6,396.9,25.81,25.8
1.67896,3.6,18.49,0,0.385,5.412,99.3,8.9871,1,711,12.6,392.93,6.65,29.2
1.41796,2.0,15.69,1,0.385,6.258,100.0,3.4014,5,317,18.6,380.8,29.52,29.1
1.04072,1.6,16.02,0,0.385,5.432,36.5,10.2527,8,401,20.1,391.27,10.2,50.0
0.22096,1.8,17.38,0,0.385,5.979,98.7,2.2398,4,366,19.1,378.45,11.0,22.7
1.87636,0.0,15.29,0,0.385,5.676,74.4,5.8694,7,319,14.7,396.9,11.6,27.2
0.00632,2.3,15.35,0,0.409,4.954,38.7,7.0114,4,394,17.6,396.9,6.95,29.9
0.50984,2.7,0.94,0,0.3908,5.44,54.2,2.5433,3,350,15.8,375.37,21.33,50.0
19.80713,0.9,2.3,1,0.4394,5.175,71.4,12.1265,4,661,16.5,371.43,12.98,34.6
12.00886,0.5,0.46,0,0.385,5.476,95.2,2.6404,5,347,17.5,396.9,10.7,32.3
1.58931,1.0,15.29,0,0.4213,4.952,100.0,8.3614,24,248,16.5,370.69,7.55,28.8
1.43121,34.2,2.31,0,0.4556,4.838,99.7,4.0274,24,357,16.0,396.9,11.05,49.8
0.00632,1.9,11.13,1,0.4116,,66.8,1.1953,24,355,20.0,396.9,7.62,25.2
1.3661,3.2,16.91,0,0.6513,4.902,82.4,10.1996,7,711,18.7,287.59,12.34,19.5
0.84922,3.9,8.01,0,0.6055,5.977,100.0,2.8229,24,300,12.6,315.74,14.93,32.2
6.49239,0.0,0.46,0,0.3858,5.751,93.0,5.2685,5,403,17.0,348.7,2.39,19.3
0.34713,2.4,6.17,0,0.7327,4.758,100.0,7.2974,1,393,18.5,384.85,15.57,14.6
1.7483,3.3,15.3,1,0.385,5.744,39.6,6.253,24,291,19.4,388.57,23.94,32.8
0.00632,1.7,16.38,0,0.6819,6.306,19.4,11.4948,8,381,12.7,113.47,15.38,49.3
1.30781,2.7,3.67,0,0.4182,6.106,100.0,6.8187,24,360,20.1,385.97,10.53,50.0
9.90585,3.5,2.43,0,0.385,5.45,100.0,2.5678,24,334,14.9,389.83,10.64,25.0
1.12894,0.0,9.38,0,0.5953,6.577,67.4,8.4118,4,275,16.4,373.24,24.73,26.6
1.47548,3.6,19.05,0,0.7001,6.771,100.0,9.5678,5,393,15.4,395.57,12.14,23.9
1.15372,2.6,16.47,0,0.385,5.365,100.0,10.58,24,367,13.8,390.26,22.45,27.2
1.76579,39.1,3.53,1,0.5572,6.034,97.3,5.51,4,319,12.6,345.24,5.97,50.0
0.29147,3.0,16.81,0,0.5336,5.381,98.3,6.1844,24,312,18.2,396.9,15.19,50.0
0.6809,1.9,17.02,1,0.4127,5.857,100.0,4.6937,3,372,19.1,396.9,11.03,30.3
0.00632,1.1,15.39,0,0.7375,5.988,78.1,5.2165,24,235,18.6,332.81,26.59,33.5
2.31033,2.0,0.46,0,0.4407,5.042,63.8,6.8983,5,696,12.6,158.85,12.25,29.7
0.47401,2.5,17.07,0,0.385,4.081,95.9,7.3891,4,415,15.3,364.94,19.32,29.0
8.33531,4.2,18.1,0,0.3898,5.34,100.0,3.968,8,372,20.9,362.34,24.62,27.4
1.90256,28.2,15.56,0,0.385,6.454,69.5,1.5647,5,667,17.7,383.75,11.46,19.0
0.58696,100.0,17.46,1,0.385,6.243,63.2,5.3148,3,352,15.9,396.9,17.51,27.9
0.00632,3.3,18.09,1,0.6093,4.103,53.2,6.0995,24,407,12.6,355.62,5.32,18.2
1.92417,4.4,15.75,1,0.4016,3.561,64.1,5.1825,7,711,17.8,380.55,13.57,50.0
12.38236,0.5,2.08,0,0.4136,6.558,91.1,5.3707,24,422,15.4,379.48,19.58,41.1
0.00632,4.0,18.56,0,0.6477,6.645,100.0,10.1716,7,404,19.6,393.66,14.72,50.0
2.50706,2.4,1.58,0,0.4096,5.36,100.0,6.3397,4,711,18.6,365.15,16.37,11.4
0.00632,2.5,0.72,0,0.4684,4.438,98.6,12.1265,5,406,12.6,362.0,20.47,42.8
0.00632,3.2,1.49,0,0.385,4.494,96.9,11.1864,5,358,12.6,396.9,11.44,28.3
14.18188,0.1,0.46,0,0.5,5.667,16.6,2.0874,24,319,12.6,307.29,17.84,40.1
1.71936,3.3,19.73,0,0.6598,4.875,100.0,3.6681,7,418,12.6,359.78,15.81,23.5
1.04328,0.0,6.28,0,0.6915,5.538,99.6,6.3783,7,385,12.6,396.9,4.96,25.6
2.03217,1.4,16.05,1,0.5725,5.616,100.0,5.4709,24,346,12.6,377.52,20.11,35.8
0.00632,3.5,4.18,0,0.4273,6.121,91.8,9.1564,5,372,12.7,373.91,6.71,19.3
14.12315,3.0,0.46,0,0.4181,5.649,92.8,4.0491,24,262,13.2,332.47,37.97,47.1
1.07272,0.9,16.21,0,0.7142,6.506,100.0,6.6373,4,711,16.1,393.11,6.91,25.6
2.42176,0.0,1.94,0,0.5788,4.987,44.1,3.5587,5,391,13.1,386.33,14.36,25.7
9.65485,0.5,2.47,1,0.385,6.423,68.0,2.3798,5,371,20.7,377.75,10.84,30.3
0.6834,4.2,1.72,0,0.434,6.436,81.0,10.4783,24,386,19.2,296.59,13.45,26.0
0.90083,1.2,5.5,1,0.5725,6.719,100.0,6.6049,24,424,12.6,393.35,8.89,28.3
0.23043,100.0,16.38,1,0.385,7.036,33.8,11.0766,5,422,19.4,384.37,5.77,22.6
0.00632,0.4,17.31,0,0.511,5.968,55.2,4.3109,2,320,16.4,371.02,11.66,28.2
1.52825,4.4,18.88,0,0.432,4.318,77.3,12.1265,5,310,18.9,386.57,8.43,50.0
0.09081,4.3,14.2,0,0.3858,6.577,94.1,5.3478,1,314,15.7,396.15,15.39,29.3
13.62815,2.7,16.55,0,0.5538,5.774,100.0,12.1265,4,354,14.7,392.29,10.04,50.0
2.34655,4.4,0.46,0,0.5637,5.55,70.3,3.6091,5,291,16.8,396.9,16.2,49.8
4.8982,3.7,16.71,1,0.4964,5.569,81.0,5.6938,5,303,19.3,389.76,25.87,50.0
1.37054,0.2,15.97,0,0.385,5.327,100.0,1.9913,5,432,16.4,396.9,5.51,27.4
0.54089,1.3,0.46,0,0.385,5.078,2.9,12.1265,3,694,21.0,372.51,14.73,47.5
1.54554,1.4,16.17,0,0.4072,6.909,100.0,5.2726,24,711,12.9,387.53,22.61,36.7
1.73523,0.0,1.57,0,0.5787,5.958,49.4,2.5444,4,390,13.3,326.58,11.83,27.2
19.28171,3.1,2.71,1,0.4049,7.342,100.0,12.1058,5,187,13.2,308.19,21.22,50.0
12.0179,2.5,15.28,0,0.7818,5.237,100.0,5.6132,5,405,15.4,382.21,9.83,50.0
88.9762,1.1,17.18,0,0.4374,5.539,99.6,2.4489,2,379,12.6,376.74,7.59,45.1
2.1746,1.2,0.46,1,0.3993,4.744,100.0,8.4925,8,364,17.0,372.13,24.53,40.5
0.08877,0.6,7.8,0,0.4084,5.634,100.0,5.9924,6,679,12.6,394.03,19.72,34.3
1.31144,3.7,7.23,0,0.409,4.193,100.0,6.2134,6,449,14.6,396.9,8.62,35.9
0.00632,2.5,12.0,0,0.6248,5.173,52.2,2.9766,2,372,12.6,335.68,8.55,50.0
0.40565,0.0,0.72,0,0.5544,4.655,71.6,3.7464,4,387,18.6,392.99,20.5,27.8
1.85905,4.1,16.37,0,0.4132,5.546,76.5,1.3493,24,337,12.6,392.21,1.88,36.1
1.97564,3.9,16.19,0,0.394,4.953,95.2,3.1315,5,406,17.2,396.9,12.05,23.5
1.22575,2.8,4.03,0,0.4392,5.536,84.2,5.3267,2,711,16.0,394.79,11.02,21.5
1.39526,3.4,6.61,0,0.694,5.458,16.8,6.0829,5,284,16.3,393.11,14.8,50.0
5.18686,3.4,0.46,0,0.6541,4.941,17.0,3.8317,7,187,13.5,386.04,24.05,22.9
1.46432,1.8,7.22,0,0.4821,4.878,99.1,3.5832,5,266,17.8,323.27,10.22,25.6
11.44226,0.0,0.46,0,0.7199,5.708,100.0,5.8981,5,278,19.7,317.15,15.07,50.0
0.40297,0.0,2.03,0,0.4655,6.528,82.2,9.3071,1,311,20.0,374.32,7.71,28.5
1.61398,100.0,18.14,0,0.4116,5.981,100.0,6.7693,7,390,12.6,376.72,13.43,40.2
7.40055,0.8,15.43,0,0.4137,4.83,90.7,5.6828,4,409,15.5,393.79,21.84,40.3
2.1143,0.8,4.95,1,0.4817,7.279,90.5,11.001,24,711,16.8,396.9,15.57,23.8
1.72128,2.0,18.62,0,0.4547,5.894,100.0,5.0644,6,319,18.2,392.25,12.24,27.4
1.07022,0.3,1.25,0,0.4238,5.113,94.5,6.3055,6,339,16.8,375.09,6.96,22.2
1.23342,0.0,19.0,0,0.4154,5.872,51.9,10.6253,24,417,16.3,396.9,7.48,32.0
1.26379,2.4,0.46,0,0.6836,5.858,97.8,5.3125,7,685,15.9,375.19,13.17,22.3
1.32162,3.9,2.34,0,0.4597,7.301,100.0,8.1619,7,346,12.6,375.8,11.43,45.4
0.78993,3.9,0.46,0,0.774,6.176,67.5,4.8108,24,339,16.9,373.35,9.79,22.4
1.68808,1.3,15.25,0,0.4706,5.298,79.5,8.3486,3,333,13.1,393.62,13.98,24.3
1.3391,4.2,19.53,0,0.385,6.006,100.0,9.5102,5,321,16.6,396.9,21.46,26.2
15.74452,4.4,18.42,0,0.385,5.898,62.2,9.4064,2,282,16.8,395.28,19.76,33.6
0.90698,4.2,15.62,0,0.4314,4.705,100.0,9.7564,4,349,20.5,386.73,17.7,25.9
2.55849,3.9,14.85,0,0.385,6.394,100.0,5.454,24,708,16.8,396.9,12.29,27.2
7.2989,2.3,14.6,0,0.4331,6.237,51.0,3.0758,5,329,16.7,367.28,13.78,16.0
2.03782,4.7,3.2,0,0.4206,5.992,88.0,4.6051,8,711,16.5,396.9,8.14,50.0
6.57304,2.3,15.85,0,0.5035,4.473,96.4,7.2025,5,410,19.3,359.67,10.07,22.3
0.8598,3.6,16.44,1,0.385,5.147,77.7,6.5304,8,237,17.0,396.71,11.97,30.0
7.00854,2.3,0.46,0,0.5534,7.183,99.6,5.2884,3,348,16.6,318.86,10.78,23.6
1.05192,0.5,2.53,1,0.4542,5.281,100.0,12.1265,4,253,19.9,392.4,12.97,29.7
1.87029,2.7,17.22,1,0.4418,5.514,91.7,10.9102,24,368,13.7,392.75,15.32,27.1
0.58387,57.6,12.85,0,0.4213,5.871,67.2,6.0022,5,386,17.6,387.64,11.32,24.4
1.81142,40.5,15.96,0,0.6296,5.297,72.5,4.7468,5,253,20.7,320.69,21.94,23.0
2.05486,4.4,17.36,0,0.5337,6.867,71.4,12.1265,2,376,19.2,370.56,12.56,23.3
0.80421,4.6,16.52,0,0.4563,5.976,67.0,1.6272,5,711,13.5,390.28,12.66,30.0
0.39242,0.4,16.69,1,0.385,6.015,100.0,5.4513,7,301,12.6,345.94,14.26,28.7
0.85019,1.7,0.48,0,0.4403,5.535,83.0,5.4375,4,459,17.8,364.55,11.71,50.0
0.80986,2.2,14.63,0,0.4219,5.042,90.5,4.6548,24,351,20.2,383.25,8.04,50.0
11.15739,27.4,15.44,1,0.4315,5.168,94.4,5.8097,1,410,18.9,388.85,6.81,14.5
0.03534,0.0,14.84,0,0.8366,5.291,84.1,1.6711,4,710,16.0,396.9,31.49,34.7
0.64452,0.0,0.46,0,0.4686,5.392,77.0,4.4684,1,344,15.9,375.19,12.36,44.0
1.04011,100.0,16.05,0,0.6246,5.792,61.4,7.2697,5,322,14.7,394.01,9.71,31.5
2.03844,3.1,0.46,0,0.5082,5.521,36.1,6.8366,3,337,14.7,391.66,7.92,24.9
4.83968,0.3,6.76,0,0.385,5.322,82.6,5.8475,8,357,12.6,373.28,8.9,39.4
14.0612,23.4,0.46,0,0.3856,4.953,100.0,11.6723,4,315,12.6,396.9,6.67,24.7
2.04346,43.1,8.46,0,0.385,7.051,96.3,3.7675,4,472,16.5,362.48,6.12,50.0
2.15001,2.1,2.88,1,0.4096,6.282,84.2,2.8646,5,345,19.1,324.18,11.53,50.0
2.30818,2.3,15.2,0,0.385,4.848,67.9,7.9377,24,334,12.6,306.41,25.25,24.6
2.36891,4.0,1.64,0,0.4056,5.978,98.9,5.6987,24,389,13.9,390.55,19.74,28.8
1.79055,3.4,5.75,1,0.385,5.684,100.0,5.7129,1,381,15.6,387.83,18.17,24.9
1.52187,2.5,0.46,0,0.385,4.731,100.0,5.8953,4,431,15.8,377.79,4.77,31.0
