age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
69,40778,5.1,12,2.0,5,9,48,4,5552,84231,6,1,2,8,2,3,3,8,3,6,3,Other,Taylortown,Store
22,127703,10.7,5,3.8,9,1,33,15,67566,115613,4,4,5,4,5,5,9,7,6,1,10,Male,Amandamouth,Store
28,201563,5.2,11,1.6,7,1,37,4,49816,126756,8,3,7,9,6,3,3,1,4,4,2,Other,Douglasport,Store
20,182103,8.9,11,2.1,3,10,0,8,82051,145053,4,7,7,10,7,8,9,9,10,1,10,Female,Staceyport,Online
38,21947,5.2,6,4.9,2,5,47,2,115993,25977,8,4,1,8,4,5,2,10,9,2,8,Female,West Seanview,Store
31,126844,7.6,13,1.4,9,3,6,4,128602,108484,4,2,1,5,6,2,8,6,4,7,6,Other,West Danny,Online
18,55327,5.0,14,6.0,6,4,48,11,9137,94693,4,2,1,9,10,6,5,6,1,2,5,Other,Codyfort,Online
48,107880,5.6,10,0.3,1,4,44,15,22721,71752,9,0,2,6,1,5,7,10,1,5,1,Male,Ryanmouth,Store
67,249989,3.4,9,3.1,7,5,49,8,523,99262,7,9,2,5,2,6,8,6,1,5,5,Other,Lake Eric,Store
35,75147,7.9,9,0.1,8,10,13,19,139864,133890,6,6,2,3,2,10,5,1,10,4,3,Male,North Jamesmouth,Online
55,38742,2.4,11,3.6,3,10,24,9,38386,122243,2,1,2,5,7,8,1,5,7,4,5,Male,Diamondberg,Store
70,59447,3.7,9,0.5,2,10,42,3,127097,4004,3,9,6,5,10,2,7,6,1,8,2,Other,Danielshire,Store
40,121823,8.6,5,3.6,3,1,2,11,127766,128148,2,6,7,7,4,2,2,3,10,8,4,Female,Tanyaburgh,Online
72,39012,6.9,12,1.3,8,7,43,0,52861,130021,10,5,2,2,1,1,9,4,8,4,1,Female,South Alexisview,Online
56,193009,9.1,11,6.0,2,6,14,15,92468,84651,3,3,5,6,4,10,3,10,8,2,4,Male,North Michael,Store
70,32155,9.2,10,3.1,6,4,29,0,122258,60453,2,8,2,1,7,2,3,2,2,4,6,Female,North Nancy,Store
62,144673,4.9,2,1.4,9,4,4,6,28714,84922,9,3,6,8,8,5,4,8,6,8,1,Other,Port Travisview,Hybrid
49,76359,10.9,2,5.2,6,8,40,7,131471,146869,3,3,1,1,8,1,4,5,7,9,3,Male,Woodborough,Hybrid
68,126609,7.4,11,1.5,8,4,49,0,42819,1200,2,8,7,7,3,1,10,6,5,10,8,Other,Lake Brianside,Store
18,145034,11.9,11,1.5,9,5,49,4,34435,48913,5,7,6,2,8,7,7,6,8,2,8,Female,Hollandborough,Online
71,15005,4.8,1,5.1,7,7,29,0,108406,70326,9,0,2,6,1,3,7,7,9,6,8,Female,Riveraland,Hybrid
71,135921,8.6,14,1.9,1,10,38,16,60773,143519,6,0,6,8,1,9,6,7,6,8,8,Other,Maxwellmouth,Hybrid
45,41690,6.1,7,3.8,8,10,5,13,10125,106330,8,8,2,9,1,6,5,7,9,6,7,Male,New Andrew,Online
39,168770,6.1,13,2.2,10,6,4,2,13918,149972,4,8,2,9,1,6,7,10,4,2,3,Male,North Joseph,Hybrid
66,70720,2.6,5,2.4,3,7,22,2,523,44475,9,4,2,6,8,6,4,8,3,6,4,Male,West Kathleenhaven,Store
38,75961,9.9,7,2.0,10,4,14,14,84199,132511,1,3,3,1,2,10,2,10,6,8,8,Female,New Johnshire,Online
46,70827,2.8,6,4.5,9,10,16,13,71446,125125,10,5,5,10,10,10,2,6,7,4,5,Female,South Barbara,Store
46,51600,5.3,11,5.7,9,10,44,10,89619,19124,2,2,6,4,9,1,2,6,6,4,1,Male,Jenniferton,Hybrid
52,227979,7.5,11,2.0,7,7,13,0,77571,96370,7,4,4,9,10,4,1,8,3,5,9,Other,Lopezfort,Store
79,77583,4.9,5,3.0,6,6,27,16,89979,8000,7,4,3,8,10,8,3,3,2,5,2,Female,North Heatherburgh,Hybrid
32,97929,6.2,6,4.4,4,6,40,14,26447,44829,8,2,1,6,5,5,5,6,5,10,6,Other,Raymondton,Hybrid
20,52750,7.6,7,1.2,4,9,19,3,55204,88498,2,8,4,4,6,1,5,8,10,8,4,Other,New Jasmine,Store
64,151744,4.3,2,2.1,3,3,38,0,126903,41200,10,4,6,5,9,2,9,7,2,9,7,Female,Millerfort,Online
43,169071,10.6,9,4.1,3,8,47,16,72663,56511,1,9,3,6,3,2,9,2,10,8,4,Other,Lindamouth,Store
50,71953,5.3,13,2.2,6,6,17,12,102501,23732,1,1,6,1,8,9,9,5,3,8,2,Other,Craigbury,Store
72,23620,8.9,6,2.1,8,5,5,18,148408,28501,1,1,2,3,4,8,10,8,7,9,8,Male,Sarahtown,Store
76,96803,4.1,1,2.7,4,1,21,0,1318,125816,10,6,6,1,8,3,7,10,6,7,7,Male,North Brianfort,Online
37,109042,11.1,12,3.6,2,9,49,1,112956,129870,9,3,6,10,10,4,2,4,7,8,3,Male,Isaacland,Hybrid
49,105060,4.0,4,0.1,4,3,7,12,86178,98595,2,0,5,2,7,6,10,10,6,3,9,Male,West Crystal,Store
18,18099,12.0,11,0.9,2,8,25,1,78512,105520,3,1,6,8,1,1,5,2,8,9,7,Other,Amyville,Store
18,96317,6.9,8,0.0,10,5,25,10,33559,139865,2,2,6,5,2,8,7,8,9,3,9,Female,Joelberg,Store
19,207433,2.3,12,4.9,10,1,49,9,51890,125872,5,4,4,6,3,2,10,9,2,3,10,Female,West Taylorport,Hybrid
70,210791,5.5,12,5.4,5,8,30,6,10874,18039,4,6,3,9,1,5,3,5,7,1,4,Male,Brianland,Hybrid
43,245767,7.3,13,3.9,6,4,24,12,80523,107609,7,0,2,10,2,1,3,6,9,8,9,Other,Leview,Store
29,43419,7.9,5,4.2,1,6,41,4,68177,114072,9,4,2,6,5,8,10,8,8,2,8,Male,North Richard,Hybrid
62,79666,3.7,1,2.2,6,7,24,0,29535,67642,10,4,7,7,6,3,6,10,7,3,10,Female,Port Scottchester,Hybrid
18,164145,4.0,3,3.8,1,4,17,6,95807,14529,10,0,6,7,2,4,4,4,1,10,6,Male,Lake Charles,Hybrid
26,162938,7.9,11,3.0,3,2,35,2,523,66998,3,9,2,5,7,1,7,2,9,7,3,Male,Port Kaylachester,Store
66,15005,7.7,12,4.2,7,8,35,3,85434,19148,3,7,5,1,3,4,2,10,5,5,7,Female,Clementsside,Store
21,43149,5.5,8,5.5,5,1,34,9,36135,37819,1,5,2,8,8,5,5,9,5,1,7,Male,South Christine,Online
60,233407,9.9,10,5.5,7,7,7,19,128167,2909,5,2,1,4,2,9,4,4,1,9,7,Other,East Heidi,Store
64,176355,3.9,9,0.3,3,4,22,14,104759,126953,4,1,4,10,6,1,3,7,7,3,2,Male,North Rhondaview,Hybrid
30,163629,8.5,4,3.7,1,8,1,4,53439,41271,2,4,4,7,3,10,8,3,1,7,8,Male,Ortizstad,Store
51,114098,9.3,6,2.0,7,5,44,17,94749,542,1,2,7,5,4,8,5,10,10,5,7,Male,Port Jefferyfurt,Store
69,149656,6.6,8,2.1,10,10,43,7,16329,62653,2,1,1,9,8,10,1,5,4,1,8,Female,Joannaview,Hybrid
18,226940,4.7,7,4.1,4,6,28,19,73525,94191,3,1,4,2,2,1,9,10,10,7,2,Male,South Kylieside,Online
22,15005,7.5,2,2.4,10,2,7,1,128758,42908,2,5,7,1,7,3,10,5,8,7,8,Male,West Donaldfort,Online
53,142832,5.2,7,1.9,6,8,40,6,18572,105875,4,3,4,8,3,6,6,8,2,4,10,Other,South Ericaview,Store
57,204503,3.0,8,0.8,7,8,45,17,55538,120802,2,0,5,1,1,2,7,3,8,5,8,Female,West Robertberg,Store
31,104068,10.0,9,2.5,5,10,2,17,523,78661,3,3,2,7,4,8,8,10,4,7,3,Female,Marksborough,Store
40,15005,5.4,1,2.5,4,9,22,5,11002,121839,2,0,3,4,5,5,6,5,8,1,2,Other,West Troy,Hybrid
30,129180,3.8,1,3.5,5,9,20,12,35605,97984,4,9,5,1,2,6,10,4,9,10,10,Female,Jenniferfurt,Online
32,207893,8.9,6,3.3,4,7,3,13,73188,47996,2,4,6,5,3,1,5,10,9,4,5,Male,South Travisbury,Hybrid
79,22632,3.9,13,0.2,5,6,41,18,31323,106200,3,4,6,9,7,7,1,3,5,6,9,Female,North Jeffreybury,Store
18,249989,8.0,10,2.1,10,3,49,16,109783,12689,3,1,2,6,10,4,7,3,10,9,2,Female,New Brentside,Store
36,124873,5.8,10,0.6,7,7,25,12,523,19628,10,4,4,10,3,5,6,2,3,7,5,Male,Morsefort,Hybrid
19,102354,8.7,1,2.3,6,7,2,6,130719,137920,8,6,7,6,4,2,5,8,1,5,1,Male,North Matthewfort,Hybrid
46,29578,12.0,9,4.1,2,10,25,8,67956,14195,5,8,6,9,1,6,4,1,6,5,5,Female,South Jordan,Store
75,15005,5.1,11,2.3,4,7,28,9,77554,40053,3,9,2,4,3,9,2,4,9,4,8,Other,Judystad,Store
76,118906,10.1,14,1.0,4,7,25,18,72671,96395,4,9,3,4,2,8,6,9,4,3,6,Female,Elizabethbury,Hybrid
24,144216,6.6,2,1.5,9,8,13,16,86703,114968,6,2,6,1,10,4,3,1,9,5,8,Female,East Danielport,Store
52,176028,5.3,11,5.6,4,4,32,11,11670,11431,5,4,7,8,2,9,5,5,4,1,6,Other,Tammyhaven,Store
71,126889,4.2,2,5.9,2,9,38,3,125512,139171,2,8,3,7,1,6,5,7,9,8,4,Other,Lake Mary,Store
43,16396,9.0,9,1.5,4,6,7,13,83969,41248,6,5,3,3,4,9,5,2,10,7,9,Other,Hansenville,Store
40,95188,11.3,8,1.6,3,6,31,18,16398,5828,1,9,3,8,6,3,9,4,2,9,9,Male,Lake Samantha,Store
32,28489,6.5,10,3.0,2,3,35,11,86137,92888,9,2,4,5,3,6,7,6,8,10,4,Male,Henrymouth,Hybrid
41,111016,5.4,5,2.3,2,5,14,9,82645,131622,3,3,2,5,3,1,3,10,1,8,8,Female,Smithview,Store
34,35711,5.0,9,3.7,3,7,34,15,48273,149972,6,3,6,6,3,4,4,3,4,1,4,Other,South Joe,Online
21,212481,4.5,9,2.7,6,10,38,0,73852,136699,9,6,6,3,9,2,2,10,2,5,1,Female,West Janet,Hybrid
33,213024,7.0,11,4.3,9,8,20,16,22220,67957,6,6,5,3,7,9,8,1,3,5,5,Male,South Ashleyside,Online
20,50340,9.9,14,6.0,7,8,42,18,141960,103411,2,1,4,2,5,2,3,1,9,9,6,Female,Lake Lisaberg,Store
60,119862,4.8,2,2.6,1,7,24,6,64388,122690,2,6,3,7,4,2,2,10,9,3,1,Other,Port Alexander,Store
71,194119,8.5,5,0.3,7,9,0,12,22033,58626,1,9,7,4,5,8,6,4,1,6,6,Other,Garciafurt,Online
23,158476,11.9,13,2.1,6,6,49,3,128669,141795,5,1,3,9,9,5,1,3,3,9,9,Female,Williamsside,Hybrid
71,149850,2.4,1,1.6,1,2,49,16,91616,75838,5,7,2,1,3,7,5,5,1,8,7,Other,New Austinfurt,Store
36,211900,7.3,10,1.7,10,9,34,9,103381,26992,4,5,4,10,3,6,10,9,2,2,4,Male,Jocelynberg,Online
25,105244,2.9,11,2.8,1,7,9,7,50420,118991,8,6,7,2,4,7,3,8,6,6,6,Female,Ramirezside,Store
71,34575,2.3,12,3.8,8,1,45,19,58678,48726,8,8,2,10,8,8,1,7,6,3,9,Female,South Tiffany,Store
70,112866,9.6,1,4.1,1,3,27,11,17457,76625,4,0,5,1,1,6,1,8,2,1,4,Male,Brucemouth,Online
77,15005,5.7,2,1.5,4,1,4,13,136160,28465,4,6,1,9,9,1,6,9,3,4,6,Female,Lake Timothy,Store
49,58831,9.3,4,0.5,2,4,24,16,129997,107314,10,6,6,1,3,1,9,2,10,2,6,Other,Lake Kevinside,Hybrid
35,96078,4.4,1,3.5,7,1,49,12,143061,69115,10,2,3,5,4,2,10,9,8,7,10,Male,Jessicastad,Online
58,123611,7.3,1,3.1,1,7,27,12,99167,65232,4,2,6,8,3,9,3,7,10,9,1,Other,Lake Matthew,Hybrid
42,144857,1.2,5,2.9,3,7,3,12,100038,122019,2,1,3,3,2,6,7,3,2,7,1,Other,Davidfurt,Store
62,133506,7.0,9,0.6,8,3,47,6,8145,85249,2,9,5,1,6,6,3,10,4,9,2,Female,Lake Ashley,Store
77,136058,9.5,13,1.0,1,7,6,12,52871,110054,6,1,4,4,5,8,6,7,2,1,4,Other,Mitchelltown,Store
27,227668,5.3,11,5.9,9,7,26,7,40155,542,5,7,5,10,10,3,3,8,5,2,7,Other,Lake Michaeltown,Store
56,53113,7.4,12,0.6,2,9,49,10,32699,114117,6,1,6,6,1,8,1,3,1,3,7,Male,Lake Christinehaven,Online
20,15005,5.8,12,3.4,2,8,26,12,101087,27066,1,7,6,1,4,3,10,9,7,2,10,Male,Carolineshire,Online
24,215893,8.5,3,2.8,10,7,29,7,48179,117591,8,8,2,9,9,8,4,7,7,10,7,Male,Higginsport,Hybrid
72,34509,5.9,1,2.2,1,5,24,18,117985,143379,6,4,6,2,7,2,5,9,9,10,2,Other,Kevintown,Store
23,125476,6.7,5,2.5,5,6,34,13,88595,57738,6,1,6,5,7,10,1,9,6,2,6,Other,New Breannatown,Online
26,244337,6.6,9,4.5,9,7,29,0,553,77774,1,5,1,1,2,1,2,1,1,9,8,Male,Lake Travis,Store
54,137914,9.5,11,2.2,1,9,37,15,35959,60169,6,0,3,3,3,2,8,9,2,6,8,Other,West Rebeccaland,Online
23,175510,7.0,13,5.8,5,6,49,4,523,102597,5,2,7,1,10,5,6,9,1,5,7,Other,Vanessafurt,Hybrid
28,33327,9.2,10,1.5,10,7,19,17,56140,75854,8,9,1,7,4,3,4,4,4,4,2,Male,Richardborough,Store
26,96304,7.0,6,2.8,5,8,26,5,117345,13482,10,4,1,5,7,6,10,5,5,8,5,Female,Stephenstown,Store
71,43850,7.7,13,6.0,5,1,26,7,16618,119595,4,8,5,3,3,1,7,5,2,6,5,Other,Jenniferchester,Store
34,94432,6.7,2,4.3,6,10,39,7,56985,41403,7,3,6,5,6,8,2,8,10,4,1,Female,Porterland,Online
51,33162,7.6,10,4.9,10,1,34,17,31120,79837,3,6,2,3,7,5,1,3,9,6,9,Other,West Lynnview,Online
71,78794,6.0,3,1.6,7,4,15,13,84285,94958,7,5,3,2,2,4,9,2,1,7,2,Male,Port Chadtown,Store
51,156085,8.2,13,1.7,9,5,24,18,40142,92042,4,5,6,4,5,1,5,8,7,9,2,Other,South Davidborough,Hybrid
26,44999,8.3,13,0.6,3,6,4,3,45986,121931,8,0,2,4,7,5,8,6,1,3,8,Other,East Cassandraborough,Online
48,186365,6.0,11,2.1,4,8,49,12,124218,138159,10,5,3,6,6,7,7,1,2,7,8,Male,Aguilarchester,Store
49,145324,10.0,1,3.5,7,4,30,12,104140,111235,9,9,7,10,10,4,4,9,3,3,7,Male,East James,Store
50,178557,11.3,9,0.8,10,8,29,15,128663,11301,1,0,4,1,8,3,7,2,5,6,7,Other,Adamsport,Online
30,93089,9.4,9,3.6,1,6,46,4,126111,135470,1,9,4,9,3,3,7,3,9,10,5,Female,Zacharyview,Store
18,224877,9.8,2,1.2,3,2,29,6,24986,47019,2,4,3,8,7,3,1,3,2,2,4,Female,South Briannaville,Online
50,185024,6.0,6,1.7,9,6,49,17,37023,122277,4,4,5,1,7,6,10,9,10,2,1,Other,New Toddburgh,Online
29,48913,6.3,12,1.8,2,1,18,18,95705,6671,1,3,1,9,6,6,8,2,7,7,1,Male,Anthonyberg,Store
71,75330,9.2,11,5.1,9,3,29,11,125001,72511,10,2,4,4,2,4,6,1,4,5,3,Male,Anthonyburgh,Online
51,192719,4.8,14,0.5,4,8,2,11,26506,123407,7,7,3,8,4,7,1,9,10,2,8,Male,Mcclureview,Online
36,210278,3.7,11,2.1,6,4,6,19,71877,82858,10,5,5,6,6,1,10,5,5,7,1,Male,East Elizabeth,Store
28,202647,9.2,7,3.3,8,10,5,0,109836,48941,7,6,1,4,8,4,1,3,1,3,7,Other,Port Harry,Store
66,185076,5.9,6,1.8,1,7,28,11,39433,118246,7,3,5,10,8,5,3,3,7,4,1,Female,Timothyport,Hybrid
75,191421,8.9,1,3.9,4,5,17,0,5085,87140,5,9,7,1,8,4,4,1,4,3,5,Female,North Ryanfurt,Store
68,66852,3.0,11,4.6,5,6,8,17,138321,58635,2,8,7,2,1,9,4,10,6,5,2,Other,Floresstad,Online
23,64483,8.9,9,5.9,2,6,4,9,118367,542,8,2,7,3,5,5,1,10,2,9,5,Female,West Zacharyland,Hybrid
46,47647,7.9,13,1.4,1,2,27,1,69750,134887,1,3,2,6,8,2,3,9,2,2,9,Female,East Michael,Store
39,141256,4.2,2,0.1,6,6,3,0,54966,44696,1,4,7,5,8,3,8,3,6,8,1,Male,Turnerberg,Hybrid
34,209695,7.9,11,6.0,6,3,47,11,94100,137443,9,4,5,3,9,2,8,4,8,4,7,Female,South Jerrystad,Online
52,110436,1.0,9,4.4,6,10,28,10,11892,95378,7,7,4,10,1,9,8,7,6,10,1,Female,Aaronburgh,Online
35,85039,5.3,13,2.7,6,10,14,3,19324,1723,9,9,3,1,5,4,7,4,9,9,3,Other,North Michelleside,Store
51,249989,8.0,8,4.2,8,4,42,14,98827,114012,7,4,1,1,10,5,7,1,9,8,6,Female,Lake Patricia,Store
69,70312,9.3,11,1.7,3,9,42,7,115967,69295,9,9,6,2,6,3,9,6,1,5,10,Other,Stevenfort,Hybrid
63,167120,4.2,3,0.4,2,6,33,15,74225,147280,1,4,6,6,3,6,1,10,5,10,7,Female,North Dorothyland,Hybrid
26,77091,7.9,12,2.1,8,4,45,0,50454,87346,7,1,1,7,1,6,8,6,5,6,6,Male,North Kelsey,Hybrid
33,159686,5.8,9,2.7,10,8,30,9,124513,149972,2,0,4,1,10,4,3,9,9,6,5,Female,Lake Tiffanyfort,Hybrid
28,63427,11.2,6,1.8,6,6,48,19,3446,86040,2,0,6,4,1,2,8,7,5,8,7,Female,North Amanda,Store
59,73317,6.4,13,3.1,4,9,23,1,102805,93347,9,6,5,10,5,3,4,2,9,1,3,Other,Mitchellport,Online
21,15005,4.5,1,3.8,1,3,27,8,116562,76341,4,6,1,5,10,2,6,10,6,2,4,Other,New Martinview,Hybrid
73,97018,4.7,5,0.5,5,7,46,0,87064,20008,3,8,3,9,7,3,2,6,4,10,2,Female,Martinside,Store
39,23030,6.8,11,3.1,9,10,3,9,94346,52918,8,0,7,3,3,2,1,9,6,1,5,Male,Hickstown,Store
40,214250,5.5,7,1.2,10,2,10,0,99089,2229,2,4,4,2,6,10,6,5,7,5,3,Female,Andersonshire,Store
53,227539,9.7,12,3.5,10,4,5,3,46287,122307,7,3,6,10,10,3,7,9,10,6,3,Male,New Justinborough,Store
29,15005,5.0,3,2.4,5,6,27,13,125463,72871,7,6,7,5,5,2,4,3,9,3,10,Other,Sanchezport,Online
40,63754,6.1,10,3.4,7,2,43,5,51070,50322,7,2,4,9,9,3,6,1,8,9,3,Other,Lake Janice,Online
24,107816,7.1,8,1.9,3,4,43,14,139176,137170,6,4,4,7,5,7,7,9,2,5,6,Male,South Kimville,Hybrid
50,188072,2.9,9,6.0,7,10,40,11,68804,24189,8,1,6,4,10,7,5,3,6,8,5,Female,Veronicafort,Store
