age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
59,unemployed,married,primary,no,9073,yes,yes,telephone,11,sep,394,2,253,2,unknown,no
58,admin.,married,unknown,no,12491,yes,no,telephone,16,mar,142,5,4,1,unknown,no
28,self-employed,divorced,secondary,no,19643,yes,yes,telephone,1,oct,277,2,-1,5,unknown,yes
58,student,married,primary,no,11636,yes,yes,unknown,18,jul,373,14,162,2,unknown,no
34,management,divorced,secondary,no,-211,no,no,unknown,18,may,263,3,111,1,failure,yes
68,self-employed,single,tertiary,no,-5719,yes,yes,unknown,17,mar,643,6,-1,0,other,yes
43,unknown,single,secondary,yes,1889,yes,no,telephone,10,mar,153,4,171,1,unknown,yes
18,admin.,married,primary,no,34480,yes,yes,telephone,13,jul,2270,6,82,3,unknown,yes
43,technician,single,unknown,no,3548,no,yes,cellular,23,jan,270,3,-1,5,unknown,yes
29,blue-collar,single,primary,no,96,no,no,telephone,22,sep,1882,9,38,7,unknown,no
69,unemployed,married,primary,yes,2056,no,no,cellular,19,jul,121,8,121,3,failure,yes
55,admin.,married,unknown,no,11365,yes,no,unknown,19,aug,529,10,122,1,other,yes
42,management,single,tertiary,yes,867,yes,no,telephone,18,jul,102,3,92,0,failure,yes
28,management,single,tertiary,yes,1459,yes,no,cellular,21,jul,191,2,163,3,failure,no
46,unemployed,divorced,unknown,yes,10324,no,no,telephone,9,jan,9,1,81,1,failure,yes
23,housemaid,single,primary,no,5499,no,no,cellular,27,feb,2268,5,87,2,success,no
57,unemployed,married,secondary,yes,304,no,no,telephone,13,may,272,2,197,5,success,no
20,entrepreneur,married,primary,no,5356,yes,no,cellular,28,jul,226,1,106,4,other,yes
53,unemployed,divorced,primary,no,10009,yes,yes,cellular,13,jul,431,8,177,2,unknown,yes
51,admin.,married,tertiary,no,1296,yes,yes,cellular,6,may,614,11,99,2,unknown,no
39,admin.,divorced,tertiary,no,1623,no,no,cellular,1,sep,522,1,-1,1,unknown,no
20,self-employed,single,tertiary,no,1100,yes,no,unknown,25,apr,244,1,121,0,unknown,no
39,services,divorced,secondary,yes,3225,yes,no,telephone,11,may,1837,2,167,1,failure,yes
43,unknown,married,tertiary,yes,5709,yes,yes,cellular,2,dec,1352,26,99,3,other,yes
28,services,single,secondary,no,8210,yes,no,unknown,7,jun,158,2,94,3,failure,no
59,unemployed,divorced,tertiary,no,653,yes,no,unknown,8,aug,527,16,166,1,failure,yes
40,entrepreneur,divorced,tertiary,no,468,yes,yes,cellular,12,feb,2141,12,-1,9,unknown,no
49,services,married,secondary,no,3609,no,no,telephone,29,may,839,4,87,2,other,no
38,blue-collar,single,primary,no,1867,yes,no,unknown,21,nov,421,6,162,1,success,no
33,retired,single,primary,no,20937,yes,no,cellular,19,jan,27,2,-1,2,success,no
37,technician,divorced,secondary,no,1064,no,no,telephone,6,jan,1358,5,-1,3,other,no
26,housemaid,single,secondary,yes,5029,yes,no,telephone,21,aug,2336,3,87,1,success,no
20,services,married,tertiary,no,-629,yes,no,cellular,23,may,1070,10,156,3,success,yes
28,admin.,married,tertiary,no,5417,yes,no,cellular,28,jul,2042,5,176,5,failure,yes
56,unknown,married,unknown,no,1243,yes,no,cellular,3,oct,1503,2,164,3,unknown,yes
67,housemaid,married,primary,no,139,no,no,cellular,2,apr,122,9,66,3,success,yes
38,blue-collar,married,primary,yes,6118,yes,no,cellular,19,may,116,3,54,2,failure,yes
47,blue-collar,married,tertiary,no,7764,yes,no,telephone,21,may,392,3,94,2,success,yes
33,admin.,single,secondary,yes,1472,yes,no,telephone,10,jun,501,10,-1,1,unknown,yes
57,management,single,secondary,no,4815,no,no,cellular,13,jan,221,16,61,10,failure,yes
26,services,single,tertiary,no,10226,no,yes,unknown,1,jan,461,4,42,1,unknown,yes
46,retired,single,primary,no,7175,no,yes,cellular,6,jan,178,8,183,3,unknown,no
29,self-employed,divorced,secondary,no,1236,yes,yes,telephone,14,jan,465,2,62,3,other,no
46,blue-collar,divorced,primary,yes,-63,no,yes,cellular,15,jul,379,21,480,2,success,yes
56,admin.,single,unknown,no,989,no,no,cellular,19,oct,430,4,88,1,failure,yes
55,services,divorced,primary,no,1439,no,no,telephone,2,aug,404,7,-1,2,other,yes
36,student,single,tertiary,no,579,yes,no,cellular,28,nov,1186,3,325,10,success,no
57,blue-collar,married,tertiary,no,7086,yes,no,telephone,12,jan,451,1,80,10,failure,yes
33,blue-collar,divorced,unknown,no,1784,no,no,telephone,3,oct,637,3,-1,3,other,yes
23,unemployed,married,secondary,yes,1493,yes,no,cellular,12,nov,1113,3,123,5,unknown,no
20,management,married,secondary,no,10906,yes,no,unknown,19,nov,441,3,228,0,failure,no
23,management,single,unknown,no,3096,yes,yes,cellular,3,jun,399,3,-1,4,failure,yes
38,blue-collar,divorced,secondary,yes,399,no,no,cellular,5,jan,353,8,86,0,unknown,no
37,technician,divorced,unknown,no,2982,no,no,unknown,5,mar,1324,1,213,0,other,yes
42,self-employed,divorced,unknown,yes,5309,no,no,telephone,15,may,871,17,332,0,success,no
43,unknown,single,unknown,no,184,yes,yes,unknown,22,dec,328,1,369,3,failure,no
32,services,married,unknown,no,4069,no,no,unknown,10,oct,747,10,-1,3,other,no
39,admin.,married,primary,no,762,no,no,cellular,12,sep,375,1,183,0,success,yes
19,entrepreneur,divorced,unknown,no,6189,no,yes,telephone,3,dec,552,3,203,3,failure,yes
28,unknown,married,tertiary,yes,2433,no,no,telephone,12,jul,1139,3,154,0,failure,yes
53,management,married,tertiary,yes,4151,yes,no,unknown,29,nov,558,5,-1,9,success,yes
67,technician,single,primary,no,928,yes,no,telephone,19,apr,2253,6,-1,1,failure,yes
26,student,divorced,unknown,yes,-297,yes,no,cellular,13,oct,631,1,-1,3,unknown,no
28,technician,married,unknown,yes,2543,yes,yes,cellular,11,aug,521,8,-1,2,unknown,yes
38,unemployed,single,tertiary,no,493,no,yes,telephone,10,apr,2404,12,186,2,success,no
31,unknown,married,primary,no,1327,yes,yes,cellular,17,dec,1222,2,165,3,success,no
51,student,single,primary,no,749,no,yes,telephone,19,aug,2550,1,68,1,other,yes
31,entrepreneur,married,secondary,yes,328,yes,no,telephone,22,jun,630,11,98,3,other,no
38,blue-collar,married,tertiary,yes,170,yes,no,unknown,7,feb,476,3,-1,1,unknown,yes
54,services,married,primary,no,18413,yes,no,telephone,18,nov,950,2,854,5,failure,no
52,technician,single,tertiary,no,2113,no,yes,cellular,21,oct,1771,3,0,3,other,no
48,entrepreneur,divorced,secondary,yes,557,yes,no,telephone,20,apr,537,4,105,1,unknown,yes
19,admin.,single,secondary,no,3943,no,yes,cellular,18,sep,341,4,282,2,unknown,yes
67,technician,single,primary,no,7347,no,no,unknown,23,aug,343,1,-1,0,unknown,no
34,self-employed,single,primary,yes,701,yes,no,cellular,1,dec,1540,4,227,1,success,no
39,management,married,unknown,no,9379,yes,no,cellular,5,nov,198,11,323,3,unknown,no
66,student,single,unknown,no,2023,no,yes,unknown,30,jun,714,2,210,6,failure,no
20,blue-collar,single,primary,no,404,yes,yes,cellular,13,jun,257,3,-1,0,unknown,yes
40,entrepreneur,married,unknown,yes,28935,yes,no,unknown,13,jul,339,23,-1,3,other,yes
45,admin.,divorced,unknown,no,398,yes,no,unknown,7,sep,554,4,-1,3,failure,yes
40,technician,divorced,tertiary,no,15582,no,yes,telephone,22,may,349,2,65,1,failure,no
59,management,married,secondary,no,5223,no,no,telephone,13,jul,943,9,359,10,success,no
40,housemaid,divorced,primary,yes,12983,yes,no,cellular,15,aug,2008,32,173,1,other,no
31,blue-collar,married,primary,no,659,no,no,unknown,21,jan,521,5,62,2,unknown,no
75,blue-collar,divorced,primary,no,1522,yes,yes,telephone,17,jul,512,6,78,1,success,yes
51,management,single,unknown,no,146,yes,no,cellular,12,jan,247,10,187,2,failure,yes
32,admin.,single,primary,yes,440,no,no,cellular,7,oct,409,2,68,2,other,yes
26,entrepreneur,single,secondary,no,280,yes,no,unknown,14,apr,82,4,90,4,unknown,no
64,housemaid,single,primary,no,2240,no,no,cellular,14,may,803,2,79,0,unknown,no
44,blue-collar,divorced,tertiary,yes,2544,no,no,cellular,29,oct,170,15,-1,0,unknown,yes
53,unknown,single,primary,no,-493,no,no,unknown,15,jun,1645,3,265,5,failure,no
52,technician,single,primary,no,-758,no,no,cellular,28,sep,892,3,336,5,unknown,no
44,housemaid,single,tertiary,yes,5183,yes,no,telephone,16,oct,2057,3,97,6,success,yes
39,housemaid,divorced,unknown,no,7230,no,no,cellular,28,dec,102,2,24,2,unknown,no
55,retired,single,unknown,no,2522,yes,no,unknown,18,may,256,4,75,13,failure,yes
53,self-employed,married,primary,no,389,yes,yes,cellular,22,feb,1220,6,0,0,other,no
27,retired,married,unknown,yes,28327,yes,yes,cellular,6,mar,572,3,84,1,unknown,no
37,services,married,primary,no,323,yes,yes,unknown,12,nov,1032,15,459,0,unknown,no
45,unknown,married,secondary,no,8593,no,no,telephone,26,aug,1245,2,77,0,failure,yes
76,admin.,single,tertiary,no,103,no,no,unknown,10,aug,204,4,30,3,unknown,no
28,entrepreneur,single,primary,yes,7012,yes,no,unknown,18,apr,237,2,261,3,success,yes
26,management,single,primary,yes,158,no,yes,telephone,17,dec,881,3,-1,5,success,no
21,self-employed,divorced,secondary,yes,7224,yes,no,cellular,28,jul,182,3,327,2,other,no
35,blue-collar,divorced,tertiary,yes,16059,no,no,telephone,4,feb,394,5,-1,1,failure,yes
25,management,married,secondary,yes,3657,no,no,telephone,20,sep,2291,4,175,1,unknown,yes
44,admin.,divorced,secondary,no,30697,no,no,unknown,14,jun,126,12,329,1,unknown,no
52,entrepreneur,married,primary,no,3846,no,no,cellular,9,feb,279,1,12,0,unknown,no
34,technician,single,tertiary,yes,14942,no,no,telephone,14,aug,111,2,162,0,other,yes
28,technician,single,secondary,yes,979,no,no,cellular,20,nov,287,3,596,3,other,no
73,admin.,married,tertiary,no,728,yes,yes,unknown,21,may,137,11,83,6,failure,yes
30,blue-collar,divorced,tertiary,no,3196,no,no,unknown,13,feb,107,4,401,1,success,yes
30,unemployed,single,unknown,yes,1369,yes,no,cellular,30,oct,952,7,141,1,unknown,yes
39,management,divorced,unknown,yes,1580,no,no,cellular,2,dec,490,8,-1,1,unknown,yes
65,retired,divorced,secondary,no,6523,no,no,telephone,13,oct,1174,2,92,4,failure,yes
23,self-employed,single,secondary,no,1345,yes,no,cellular,16,jul,2393,4,78,1,unknown,no
55,student,single,primary,yes,1383,no,no,cellular,31,jan,2,10,-1,9,unknown,no
33,technician,single,tertiary,no,16973,yes,no,cellular,19,dec,293,3,-1,0,other,no
30,housemaid,divorced,secondary,no,495,no,no,cellular,23,feb,1283,4,131,3,unknown,yes
26,services,single,tertiary,no,266,no,no,telephone,12,aug,677,3,-1,4,unknown,yes
52,technician,single,secondary,no,2360,yes,no,cellular,12,aug,360,5,492,6,success,no
27,unknown,single,secondary,no,206,yes,no,telephone,14,sep,2359,3,180,1,failure,yes
