Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
4608135,26,female,2,own,little,moderate,546,30,business,good
5214804,75,male,2,own,little,,1170,23,radio/TV,good
9812295,60,female,3,rent,quite rich,little,15507,15,domestic appliances,good
11408466,27,male,2,own,moderate,,1378,4,furniture/equipment,good
16397071,19,female,2,own,little,,7699,21,car,bad
262138,60,male,2,free,,,2676,12,radio/TV,bad
10921559,52,male,2,own,little,,2173,19,car,good
11636092,21,male,2,own,,moderate,2637,22,furniture/equipment,good
9882768,35,female,3,free,,rich,2962,36,radio/TV,good
3765399,25,male,2,own,little,moderate,1934,20,business,good
2674312,33,female,2,own,little,,4371,20,furniture/equipment,bad
9863602,19,female,2,own,little,,7480,24,radio/TV,good
16604455,34,male,1,free,little,little,2773,42,furniture/equipment,good
11566541,33,male,2,free,little,moderate,2428,23,car,good
13774302,31,female,2,own,little,moderate,5513,22,radio/TV,good
15973855,28,male,2,own,,,1979,26,business,bad
11658484,30,female,2,own,little,little,1114,49,furniture/equipment,good
5415822,19,male,2,rent,moderate,moderate,999,45,education,good
7355284,37,male,3,own,moderate,,14540,25,radio/TV,good
7915619,20,female,1,own,little,little,2538,47,radio/TV,bad
8389146,52,female,2,own,quite rich,,5710,17,radio/TV,bad
316193,40,female,3,own,little,rich,2802,23,business,good
8919716,44,female,2,own,little,,4621,22,car,good
6172598,40,male,3,rent,little,rich,1621,71,car,bad
1267261,31,female,2,own,little,,831,40,radio/TV,bad
3098654,29,male,1,rent,little,little,2751,17,furniture/equipment,good
13950331,28,male,2,own,,,2342,37,furniture/equipment,bad
9425228,32,male,2,rent,little,,3228,16,car,bad
9328830,32,female,2,rent,,,2759,16,business,bad
14983110,21,female,2,own,little,moderate,5786,64,furniture/equipment,good
10630630,19,male,2,own,moderate,,2877,22,furniture/equipment,bad
11084925,19,male,3,own,little,moderate,2856,24,car,bad
5219953,20,male,2,rent,rich,little,1910,12,business,bad
5765723,26,male,2,rent,little,,3231,10,furniture/equipment,good
10594699,19,male,2,own,little,,18424,12,education,good
1771295,22,male,1,free,,moderate,1922,15,furniture/equipment,bad
7430647,25,female,2,own,little,,2720,25,car,good
541103,37,female,0,free,quite rich,little,6029,24,radio/TV,good
16073657,20,male,1,rent,,moderate,10023,15,repairs,good
5426672,36,male,2,rent,little,moderate,647,25,car,bad
11334372,21,male,2,own,little,,4733,13,car,good
7936692,19,male,2,rent,,little,442,25,repairs,good
9068250,26,male,2,own,little,little,5309,23,car,good
13347001,30,female,2,own,little,little,2827,22,furniture/equipment,good
13182087,30,male,2,rent,little,moderate,704,22,car,good
14366600,35,male,2,own,little,rich,2454,26,repairs,good
9705800,28,female,2,own,little,moderate,2485,9,car,bad
1576254,25,male,3,rent,little,,4104,22,car,good
8840577,43,male,1,own,,rich,1647,13,radio/TV,good
3998672,39,female,2,own,little,little,3792,11,education,bad
5983886,32,female,2,own,little,,2058,15,business,good
13348628,50,male,2,own,rich,,2637,16,car,good
13392810,28,female,1,rent,,,5722,23,radio/TV,bad
9395359,48,male,2,own,,moderate,2579,26,repairs,good
15727257,23,female,2,own,moderate,little,845,20,furniture/equipment,good
8062076,42,male,1,own,,moderate,1902,26,furniture/equipment,bad
14017527,49,female,2,rent,little,moderate,671,32,furniture/equipment,bad
9000013,29,female,2,rent,little,little,2523,37,car,good
11420656,21,male,2,rent,little,little,399,43,car,good
2239337,26,male,2,free,little,moderate,5946,26,furniture/equipment,good
15766082,35,male,2,own,moderate,little,4895,6,business,good
1617584,22,male,1,own,,moderate,3723,27,car,good
4639286,21,male,2,rent,rich,,516,13,radio/TV,good
7308074,42,male,2,own,,moderate,18424,20,furniture/equipment,good
5401386,24,male,2,own,little,,5134,21,radio/TV,bad
4400442,52,female,0,own,little,moderate,15180,66,radio/TV,good
6293077,35,female,3,own,moderate,moderate,3645,53,car,bad
7210644,31,male,0,own,moderate,moderate,10181,70,car,good
3651911,28,female,2,own,quite rich,moderate,18424,25,furniture/equipment,good
8063631,28,female,2,own,,moderate,5197,12,radio/TV,good
14602892,24,male,2,rent,,moderate,11120,4,business,good
9973246,51,female,3,free,,little,3529,13,furniture/equipment,good
15397518,34,male,1,own,little,little,18424,31,radio/TV,bad
7613538,22,female,1,own,little,little,2920,25,repairs,good
10462174,23,male,2,rent,little,moderate,4612,44,furniture/equipment,good
3629990,25,female,2,own,moderate,little,1084,14,radio/TV,bad
4649213,25,female,3,free,,,4983,23,car,bad
10099302,25,male,2,rent,little,little,476,41,business,bad
11489935,24,male,1,rent,little,little,1567,48,car,bad
3987197,42,female,2,own,little,little,4174,10,radio/TV,good
11636962,23,male,2,free,little,moderate,7118,26,education,good
16738532,24,male,3,own,little,little,2421,26,car,good
8848535,24,male,1,free,,,416,23,business,bad
8433413,31,male,1,own,little,,5804,8,domestic appliances,good
5705083,29,male,1,own,rich,moderate,2385,10,education,good
16564354,61,male,1,own,moderate,moderate,2158,27,furniture/equipment,good
14333997,20,female,2,free,little,,2665,44,business,good
11940360,19,male,3,rent,little,moderate,3579,11,car,good
7585467,41,male,1,rent,quite rich,moderate,11704,24,car,good
7617912,23,female,2,own,little,,339,28,car,good
3885728,34,male,1,rent,moderate,,3338,22,radio/TV,bad
314767,27,male,2,rent,little,moderate,5067,24,radio/TV,bad
9609445,23,male,2,rent,,moderate,6905,17,car,good
8811297,37,female,2,own,little,little,2255,13,radio/TV,bad
10160387,35,male,3,rent,rich,,2466,25,radio/TV,bad
9472533,41,female,1,own,moderate,little,1375,65,car,good
14513796,21,male,3,free,,,14754,25,car,good
3083699,27,female,2,own,rich,,505,17,car,good
15799387,41,male,2,rent,little,little,4237,26,radio/TV,good
14716281,53,male,1,rent,moderate,moderate,5358,28,car,bad
1600465,19,male,2,own,,,2387,19,radio/TV,good
15076903,54,female,2,own,little,little,2567,42,radio/TV,good
16716326,28,male,2,rent,little,moderate,11070,26,furniture/equipment,good
897160,38,male,1,own,quite rich,little,2207,23,furniture/equipment,good
15767480,24,female,2,own,quite rich,moderate,9070,23,car,good
4339554,22,male,2,own,little,,18424,23,business,good
7974462,27,female,3,own,,,2255,23,car,good
5323999,37,male,2,own,,,2569,62,radio/TV,good
7621284,45,male,2,own,little,moderate,5276,21,car,good
935793,37,male,0,own,quite rich,moderate,5493,28,furniture/equipment,bad
13909407,55,female,2,own,little,,2689,14,car,good
2308140,26,male,2,own,little,,13833,13,education,bad
13487455,37,female,2,rent,little,,5662,18,radio/TV,good
8652428,26,female,2,own,moderate,little,1308,21,domestic appliances,good
473834,45,male,2,rent,little,moderate,1913,21,radio/TV,good
3584827,59,male,1,own,little,,250,19,furniture/equipment,good
2354414,29,female,2,free,little,moderate,5959,57,education,good
6609986,30,male,1,own,,,529,24,radio/TV,good
10081825,29,female,2,rent,little,,2433,25,furniture/equipment,good
3125526,27,male,2,own,little,moderate,5832,26,car,good
11880938,29,male,2,rent,little,,1196,16,radio/TV,good
8449485,28,female,1,free,rich,,3044,19,domestic appliances,good
2422582,48,female,2,free,little,moderate,250,20,car,good
11654672,20,male,1,own,little,moderate,14949,14,furniture/equipment,good
12323406,35,female,2,own,rich,,1052,35,furniture/equipment,good
1960281,19,male,2,own,little,moderate,1799,19,radio/TV,bad
15360430,22,female,2,rent,little,little,1252,18,car,good
8652467,27,male,2,own,little,,2425,23,repairs,bad
14309698,20,male,2,own,,moderate,3901,34,radio/TV,bad
11225165,28,male,3,own,little,moderate,2739,15,radio/TV,good
6486390,33,male,2,own,rich,,2110,27,car,bad
4580997,29,female,3,own,,moderate,313,15,car,good
8735179,26,male,0,own,little,,4575,22,radio/TV,bad
13793512,31,male,0,own,little,,4362,17,car,bad
11445405,29,male,3,own,little,little,6079,40,education,bad
1971009,33,female,2,rent,little,,2214,27,radio/TV,good
14337421,44,male,2,own,,,11364,15,furniture/equipment,bad
5579358,44,male,2,own,little,moderate,2732,25,business,good
15051224,32,male,2,own,little,moderate,635,26,car,good
15020900,20,female,2,own,rich,,5220,30,radio/TV,good
16561430,54,female,2,free,moderate,,9421,10,repairs,good
6717217,41,female,2,rent,little,,4769,11,radio/TV,good
16738818,22,male,0,free,little,,9677,12,furniture/equipment,good
2223909,32,male,2,own,,moderate,3637,21,car,good
14637240,29,male,2,own,quite rich,,5640,19,radio/TV,good
15386630,26,male,2,own,little,,3013,23,furniture/equipment,good
8292816,27,female,0,own,little,,3940,12,radio/TV,bad
6017517,41,male,2,own,,little,5763,31,car,good
5612004,30,male,2,own,little,,1789,26,business,good
9806471,21,male,2,rent,little,rich,1432,18,furniture/equipment,good
1183831,29,female,1,rent,,,981,9,furniture/equipment,bad
9308694,35,male,2,own,quite rich,little,1257,23,education,bad
2053206,19,male,1,own,little,,552,25,radio/TV,bad
1677386,30,male,1,own,quite rich,moderate,4999,25,business,good
9034014,19,female,0,rent,moderate,moderate,2267,26,domestic appliances,good
9594655,33,male,1,own,little,moderate,6903,26,education,good
350145,30,male,3,rent,little,little,6280,12,radio/TV,good
3668683,28,male,1,free,little,little,882,17,business,good
16198594,31,female,2,own,little,,7630,35,radio/TV,good
3003367,41,male,2,own,little,,2298,24,radio/TV,bad
7472954,31,male,1,own,little,,520,23,radio/TV,good
6197476,22,male,2,free,rich,little,14062,61,car,bad
1418771,75,male,2,own,,little,2661,27,education,bad
11891749,33,male,2,rent,little,moderate,1808,34,car,good
6852649,26,female,3,rent,little,,479,24,furniture/equipment,good
13489063,19,male,2,own,little,little,2983,14,car,bad
3060086,35,female,2,own,,,13225,22,car,good
1233736,27,male,2,free,little,,4131,23,car,bad
5664236,33,female,3,rent,little,little,3111,64,furniture/equipment,good
1819920,26,male,0,own,,,2162,60,car,good
2847390,33,female,3,own,little,rich,4847,13,business,bad
6909516,41,female,3,own,little,,11136,27,furniture/equipment,good
5815698,52,male,2,own,moderate,,3946,17,car,good
5599162,27,female,2,own,rich,,2641,27,radio/TV,good
7322907,22,female,2,free,little,moderate,5440,21,radio/TV,good
770560,22,female,1,own,little,moderate,2692,59,car,good
11958587,21,female,2,free,little,little,775,31,radio/TV,good
13504247,48,male,2,free,little,little,8869,28,furniture/equipment,bad
3496883,29,male,2,own,little,,5705,70,radio/TV,bad
5560322,34,male,2,own,little,,2694,9,radio/TV,good
12533839,23,male,2,rent,little,little,3139,13,business,good
10442748,53,male,2,own,little,moderate,2617,21,furniture/equipment,good
16157506,37,male,2,free,,little,1700,26,car,good
139061,27,female,2,own,little,,4322,16,furniture/equipment,good
9558065,40,male,2,own,little,,6465,13,car,good
3590008,45,male,2,own,little,little,4117,24,radio/TV,good
7872523,28,male,1,rent,moderate,moderate,4552,23,radio/TV,good
13464665,21,male,1,own,quite rich,,750,16,car,good
12634001,27,male,2,rent,little,little,2409,18,radio/TV,bad
1757909,23,male,2,free,little,little,1530,21,furniture/equipment,good
122430,23,male,1,own,moderate,little,10560,4,car,bad
15490681,21,female,2,own,little,,3461,26,furniture/equipment,good
3492179,27,male,3,own,little,little,3703,27,furniture/equipment,good
15389156,30,female,2,rent,moderate,little,3895,22,car,bad
13337255,31,female,3,own,little,,1876,21,radio/TV,good
11507872,25,male,2,own,quite rich,little,2813,24,car,good
8505023,22,male,2,rent,,little,1739,10,radio/TV,good
5897251,24,male,2,rent,,moderate,8098,11,furniture/equipment,good
7682446,56,male,2,own,little,little,5147,16,car,bad
4054082,35,male,1,rent,little,rich,3524,25,radio/TV,bad
1949705,28,male,2,own,quite rich,moderate,5779,26,furniture/equipment,bad
1486563,34,male,1,own,little,moderate,11784,36,radio/TV,good
13218399,34,female,1,own,little,moderate,10832,26,radio/TV,good
5455547,28,female,0,own,little,moderate,5767,12,car,bad
15658705,23,male,3,own,little,,4887,25,car,bad
2805449,46,female,2,own,little,rich,5144,13,radio/TV,bad
14489463,22,male,2,own,moderate,moderate,6305,18,car,bad
10795701,35,female,2,own,,rich,11463,25,car,good
847483,19,male,2,rent,little,,2380,11,furniture/equipment,good
9356629,30,male,0,free,little,little,1596,17,furniture/equipment,good
12890417,38,female,2,own,little,,250,43,car,good
8775690,37,male,1,free,,,12916,26,radio/TV,good
2008702,36,male,2,free,little,little,3978,12,car,good
15119551,29,female,3,own,little,,619,18,furniture/equipment,good
7466951,22,male,2,rent,quite rich,little,12889,15,furniture/equipment,good
9112162,52,male,0,free,,,932,35,radio/TV,good
6634100,35,female,2,own,,moderate,10793,12,car,bad
15154450,29,male,0,free,little,little,8580,22,furniture/equipment,good
15009430,37,female,2,own,moderate,moderate,4704,14,radio/TV,good
11346295,24,male,2,own,moderate,,1752,14,furniture/equipment,bad
6077377,53,male,2,rent,little,moderate,14628,42,furniture/equipment,bad
7609479,54,female,2,own,moderate,little,4157,5,radio/TV,good
12078653,35,male,1,own,moderate,,5001,31,furniture/equipment,good
3556919,30,male,1,own,little,rich,2548,24,business,good
15930192,28,male,2,own,quite rich,little,1389,56,radio/TV,good
15139941,33,female,1,own,moderate,little,2171,19,car,good
16511683,31,male,2,own,moderate,little,8354,25,furniture/equipment,good
14688280,54,male,3,own,little,moderate,1552,12,furniture/equipment,good
16645379,19,female,2,rent,quite rich,little,250,24,car,good
7442685,34,male,2,own,little,,5108,48,radio/TV,good
13168779,28,female,2,free,little,,3218,15,car,good
9241300,44,male,3,own,little,moderate,3194,44,radio/TV,good
4736995,23,male,2,own,little,little,7077,22,car,bad
4847316,22,female,2,own,little,,10926,27,radio/TV,bad
7557539,31,male,2,rent,,little,1425,19,furniture/equipment,good
12654479,47,male,2,own,,moderate,2556,16,repairs,good
1853740,27,female,1,own,rich,little,9646,10,car,good
10516970,19,male,2,rent,,,5286,27,radio/TV,good
16374641,46,male,3,rent,little,rich,5190,25,radio/TV,good
15392069,62,female,3,own,little,,1406,17,radio/TV,bad
11431453,32,female,0,free,little,moderate,2509,72,car,good
5806138,26,male,1,own,little,rich,9744,24,radio/TV,good
5900109,28,female,1,own,rich,,2725,24,radio/TV,good
13474908,36,female,2,rent,little,rich,4475,25,business,good
5395584,22,female,1,rent,rich,,15748,24,car,bad
1083803,29,female,2,own,moderate,little,5251,16,furniture/equipment,good
15112018,29,male,2,own,moderate,moderate,5065,33,car,bad
4046549,37,male,2,own,little,,756,16,furniture/equipment,good
6039996,49,male,1,rent,little,little,4430,35,radio/TV,good
11572338,27,female,1,own,little,little,5507,17,car,good
9082398,24,female,3,own,quite rich,,11674,12,business,bad
14517137,22,female,1,rent,little,,10048,26,car,bad
7292808,49,female,2,rent,little,moderate,4564,37,car,good
3937178,62,male,2,own,little,,7633,25,radio/TV,good
9484172,27,female,2,rent,,little,2562,12,car,good
9790579,38,male,1,own,little,moderate,3062,25,radio/TV,bad
4439551,33,male,3,own,little,little,3152,26,vacation/others,bad
3961357,23,male,2,rent,little,little,3488,35,radio/TV,bad
15167849,24,male,2,own,little,,3260,13,furniture/equipment,good
3796439,75,male,2,own,little,moderate,2848,10,car,good
3139194,38,male,2,own,moderate,little,2919,26,radio/TV,good
13769871,55,female,3,own,quite rich,moderate,483,21,furniture/equipment,good
15547031,32,male,2,own,little,,5008,21,radio/TV,bad
9590087,26,male,3,rent,little,little,6013,24,vacation/others,good
9985199,44,male,0,free,little,moderate,10659,27,business,good
11358475,74,male,2,own,little,,10622,27,furniture/equipment,bad
8774010,35,female,2,own,moderate,moderate,3061,27,radio/TV,good
12313611,37,female,2,free,little,,5222,27,car,bad
5432128,19,male,2,rent,,moderate,4493,19,repairs,good
14725083,31,male,3,own,,little,4933,19,car,good
11884773,33,female,1,own,little,moderate,7116,15,business,good
12864625,57,male,1,own,quite rich,little,11069,14,education,good
3063688,19,male,1,own,quite rich,little,2625,28,car,bad
3761935,35,male,0,own,,moderate,4956,14,car,bad
10684564,19,male,2,rent,little,moderate,4930,25,radio/TV,good
502248,28,female,2,own,little,little,4088,16,car,bad
15518002,59,male,1,own,,,734,29,car,good
7109846,45,male,2,own,little,,2204,63,radio/TV,good
6244259,22,female,2,own,little,rich,2389,26,car,good
9952619,27,male,1,own,rich,little,1182,22,radio/TV,bad
3519773,43,female,2,own,little,,3423,17,repairs,good
11441737,20,male,3,own,moderate,,3748,26,car,bad
12523983,21,male,1,own,quite rich,moderate,5922,41,radio/TV,good
6622938,25,female,1,own,little,moderate,11825,41,car,good
8100297,30,male,2,own,little,little,4635,19,radio/TV,good
642878,43,male,2,rent,little,little,2622,16,car,good
10204805,33,female,3,own,little,moderate,3113,23,education,good
307331,36,male,1,own,,,5816,26,car,good
6446790,32,female,2,own,little,little,339,6,furniture/equipment,good
13438824,43,male,3,own,moderate,little,15234,24,furniture/equipment,good
2586694,24,male,2,rent,,moderate,2421,25,radio/TV,bad
4822161,36,female,2,free,little,moderate,5582,17,radio/TV,good
7625021,24,female,2,own,moderate,moderate,2099,14,car,good
5694413,45,male,2,own,quite rich,,809,19,business,good
11089931,30,female,1,own,,little,5790,58,furniture/equipment,bad
15885375,46,male,3,own,little,little,3564,24,furniture/equipment,good
117089,37,male,2,own,,moderate,3594,26,car,bad
2510403,59,male,1,own,little,little,11419,28,business,bad
1818973,49,male,2,own,quite rich,moderate,2505,12,radio/TV,bad
2243639,19,male,2,own,little,moderate,3037,16,radio/TV,bad
11196593,29,male,0,own,little,little,1430,24,car,bad
4019898,37,male,2,own,little,rich,3088,22,car,bad
12638704,30,male,2,own,moderate,moderate,4324,21,car,good
3006519,23,male,1,own,little,,10510,22,car,bad
12660021,19,male,3,rent,,,3262,6,car,good
12705530,26,male,2,rent,little,little,695,44,vacation/others,good
15740148,30,male,1,own,little,little,2826,16,education,good
2357232,24,male,2,own,little,little,5495,25,furniture/equipment,good
12756503,30,female,2,rent,little,,5369,18,radio/TV,bad
11814857,55,male,2,own,,,6685,24,car,bad
16312265,27,female,2,own,little,,2054,43,car,good
13473747,21,female,2,rent,moderate,,3323,27,car,good
11214696,54,male,2,free,quite rich,,3919,15,business,good
5134399,22,female,1,rent,little,moderate,11758,4,radio/TV,bad
1862293,19,female,2,own,little,little,10563,14,vacation/others,good
16773152,19,female,2,own,quite rich,,2429,5,business,good
2372318,25,male,2,own,little,,13576,24,radio/TV,bad
3204748,20,female,2,own,little,,2273,21,car,good
11473825,29,female,0,own,little,rich,932,37,car,good
4122469,27,male,1,own,little,moderate,5985,49,education,good
10344294,25,male,1,own,little,,4353,10,radio/TV,good
3464690,23,male,1,rent,little,,5976,24,education,good
4350312,56,male,1,free,,rich,3124,13,furniture/equipment,bad
12762252,28,female,3,own,little,,2989,40,radio/TV,good
14531432,19,male,2,rent,,little,15662,24,furniture/equipment,bad
1399315,19,male,1,rent,rich,,2910,19,education,bad
10186359,28,female,3,rent,moderate,,2995,25,radio/TV,good
7969650,27,male,2,own,quite rich,little,15745,26,radio/TV,good
5179458,24,male,1,own,little,little,4679,19,radio/TV,good
6396653,32,female,2,own,little,moderate,2125,15,radio/TV,good
5999962,32,female,3,free,,little,18424,10,car,bad
1426047,22,male,2,own,little,moderate,6796,15,education,good
1142406,33,male,2,own,,moderate,10846,28,radio/TV,good
16159779,32,male,2,free,little,,3135,21,car,good
10116766,75,male,2,free,little,,3254,44,education,good
15881962,58,female,0,free,,moderate,2005,26,furniture/equipment,good
5095421,19,male,3,rent,little,moderate,6583,25,radio/TV,good
6016447,26,male,2,rent,little,moderate,3650,47,furniture/equipment,bad
5844225,37,male,2,free,,moderate,2477,24,car,good
822655,21,male,2,own,little,little,1969,40,business,bad
16681556,35,male,3,own,,,4555,12,car,good
11184878,33,male,2,own,little,moderate,4882,20,car,good
16185419,38,male,2,rent,little,,17445,25,car,good
6364703,53,male,1,own,little,moderate,4972,24,furniture/equipment,good
12753553,27,male,2,free,little,moderate,2753,13,business,bad
4331438,29,male,1,own,little,moderate,1954,34,radio/TV,good
498924,48,female,1,own,little,,2314,31,business,good
11185337,35,male,2,free,little,little,2749,11,radio/TV,good
15395380,46,male,2,own,little,moderate,17721,14,car,good
12532296,30,male,2,rent,,moderate,1407,19,car,good
12535084,26,male,3,free,little,,18424,9,furniture/equipment,good
4123471,61,female,1,own,quite rich,little,1855,15,furniture/equipment,bad
7141961,34,male,2,own,little,rich,6857,23,car,good
7417510,29,female,2,own,,moderate,3318,21,car,good
12214377,48,female,2,own,little,,17617,12,furniture/equipment,bad
7781138,22,male,3,own,little,moderate,8495,23,car,bad
16636147,46,male,1,own,,,3425,55,radio/TV,good
10344670,24,female,2,own,little,little,2159,21,radio/TV,good
5698659,48,male,2,own,quite rich,moderate,2387,16,furniture/equipment,bad
16593050,65,female,2,rent,little,little,11021,16,car,bad
10723572,19,male,2,own,,,4963,13,car,bad
15104120,33,male,2,free,little,,6187,22,radio/TV,bad
10954401,23,male,2,own,little,little,3515,25,car,bad
7775099,44,male,2,own,,little,4959,24,business,bad
14175420,23,female,0,rent,little,rich,438,25,car,good
4663569,56,male,1,own,little,moderate,1910,37,car,bad
16551697,32,male,2,own,little,,1547,24,radio/TV,good
10418233,19,male,2,own,quite rich,,250,16,radio/TV,good
14356072,34,male,2,rent,quite rich,little,5001,15,car,bad
13071063,45,male,3,own,quite rich,,12045,34,radio/TV,good
15223941,58,male,1,own,quite rich,little,2092,46,car,bad
10535853,36,male,3,own,rich,,1365,26,radio/TV,good
4569666,34,female,0,own,moderate,,6968,10,furniture/equipment,good
7468713,25,male,2,own,little,little,9603,16,business,good
10857545,36,female,2,own,little,moderate,4454,72,furniture/equipment,good
4634642,32,male,1,own,moderate,,1992,21,education,good
16578830,51,male,2,own,little,,250,22,radio/TV,good
1036532,30,male,1,own,little,,2425,46,furniture/equipment,good
12950285,19,female,2,rent,little,,17911,11,furniture/equipment,bad
16348667,34,male,2,own,,moderate,5691,24,furniture/equipment,bad
9420527,26,male,3,own,moderate,,3397,21,radio/TV,good
13068043,60,male,2,own,little,moderate,2705,24,education,bad
16646454,29,female,3,own,quite rich,moderate,2381,13,car,good
1074902,26,male,1,own,,,2585,7,education,good
8577066,19,male,0,rent,little,little,2566,16,business,good
10001429,45,male,2,own,little,moderate,1296,10,radio/TV,good
1801318,43,male,2,rent,quite rich,,297,24,furniture/equipment,good
1269175,27,male,2,own,,moderate,11852,7,furniture/equipment,good
823597,24,male,3,rent,little,moderate,3031,23,radio/TV,good
270267,32,female,2,rent,,little,1797,15,furniture/equipment,good
2601055,23,male,1,own,little,moderate,1591,6,car,good
5098906,24,male,2,own,moderate,,5153,25,radio/TV,good
7315362,28,female,3,rent,little,rich,3200,19,car,bad
9826206,58,male,1,own,,little,1860,13,furniture/equipment,bad
1984151,24,male,2,own,little,little,798,28,car,good
13438212,33,female,2,own,,moderate,7782,7,furniture/equipment,bad
1731017,21,male,2,own,rich,little,2800,22,car,bad
6778261,26,female,1,own,,moderate,13837,63,car,good
5618243,28,female,1,own,,moderate,18424,43,radio/TV,bad
4257680,29,male,2,own,,,2282,24,business,good
3184679,23,female,3,rent,little,moderate,3547,4,car,good
262513,60,male,2,own,quite rich,,2502,24,radio/TV,good
8337916,30,male,2,own,little,little,250,21,domestic appliances,good
8366744,30,male,2,own,little,,4869,25,radio/TV,bad
3052537,50,male,2,own,rich,,4774,10,radio/TV,good
261167,33,male,1,rent,little,rich,2460,61,radio/TV,good
16133448,23,female,1,free,little,little,1126,26,education,good
4777759,32,male,3,free,,,2648,26,furniture/equipment,good
15488602,29,male,1,own,little,rich,3500,26,furniture/equipment,good
9333480,20,male,2,rent,little,,3130,42,radio/TV,good
497547,25,female,2,free,little,little,10662,16,radio/TV,good
10562895,61,female,3,rent,moderate,moderate,5677,19,furniture/equipment,good
13454944,29,male,0,rent,quite rich,moderate,3872,27,radio/TV,good
3800726,27,male,3,own,little,,917,18,radio/TV,good
16289862,37,male,2,own,moderate,little,4711,20,radio/TV,good
14554354,75,male,1,rent,little,moderate,10885,37,vacation/others,good
8476343,32,male,2,own,moderate,,5569,18,furniture/equipment,good
11877975,21,male,2,own,quite rich,rich,2879,21,business,good
988388,47,female,2,own,little,,1938,17,business,bad
16750433,59,female,2,own,quite rich,moderate,9980,47,car,bad
10510874,25,female,3,own,moderate,little,17685,25,furniture/equipment,bad
754532,68,male,0,own,moderate,little,11606,25,car,good
4124800,55,male,3,own,little,,1639,33,education,good
15564556,28,female,3,own,quite rich,,1771,22,radio/TV,good
5890291,27,male,2,own,little,,4307,26,car,bad
14470260,41,male,2,own,little,moderate,13105,26,business,good
927629,45,male,2,own,moderate,little,17564,11,furniture/equipment,bad
14174836,24,male,2,own,little,little,1942,22,radio/TV,good
9772673,56,male,3,own,little,,2699,18,radio/TV,bad
5542747,29,male,1,own,,moderate,11058,15,vacation/others,good
4292013,21,male,2,own,rich,,4816,27,car,good
13811311,19,female,1,own,quite rich,,5919,15,repairs,bad
2748542,21,male,3,free,,moderate,2029,7,car,good
