age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
40,100594,5.7,5,3.0,5,10,7,2,67427,116028,2,5,6,7,10,7,10,8,1,1,9,Female,Jerryville,Online
41,100325,3.5,5,2.2,8,7,19,2,2450,19960,10,1,3,7,7,2,3,5,10,1,10,Female,West Christopher,Online
39,161097,5.7,8,0.0,7,3,29,15,87843,63116,3,0,2,4,1,8,9,5,6,10,8,Female,New Allen,Hybrid
26,74012,4.6,13,3.1,7,5,10,10,85860,542,9,6,7,2,2,8,1,6,3,6,8,Male,Jasminemouth,Store
26,94245,9.5,12,3.3,4,7,32,19,78152,133936,6,3,4,7,4,8,9,10,8,10,3,Male,Port Michaelberg,Online
76,64757,5.7,14,2.0,3,6,7,1,101739,3681,1,7,7,9,5,7,1,5,7,4,10,Male,Michaelburgh,Store
33,231160,9.0,11,2.4,2,6,13,10,101167,82595,3,4,7,7,4,3,10,2,6,8,7,Male,Sanchezfurt,Hybrid
22,198377,4.5,3,3.0,9,3,5,1,53429,30556,3,3,1,4,8,6,1,9,4,7,6,Female,Nathanton,Online
79,137818,7.5,12,4.7,7,3,22,4,136561,86490,3,8,2,6,5,9,8,6,8,6,9,Male,Autumnfort,Online
39,173163,5.6,8,0.2,8,9,10,13,37502,149240,1,2,4,2,5,1,7,4,1,5,5,Female,Daniellestad,Store
60,243717,4.7,4,2.9,1,2,38,18,82345,73722,4,2,6,7,2,7,4,7,1,5,4,Male,Lake Patricktown,Online
36,168944,4.0,10,0.6,2,6,45,6,122253,91825,3,0,7,7,6,4,1,7,5,4,3,Female,Liuland,Store
66,63239,3.8,7,2.8,7,8,38,1,46085,24974,9,8,4,9,3,7,6,8,10,2,10,Other,South Davidbury,Store
22,213747,3.6,7,2.2,3,4,8,7,81735,86854,3,1,1,7,1,9,7,2,1,3,8,Other,West Marco,Online
21,131676,4.5,2,0.7,4,1,3,12,523,37314,6,9,2,5,1,7,4,6,9,3,10,Male,Ramirezville,Store
39,161691,3.1,14,2.4,4,9,2,2,92829,106458,9,7,5,3,7,10,3,5,5,7,6,Other,Port Matthewberg,Store
20,58618,10.7,5,3.8,1,9,10,9,114046,149972,4,2,2,5,9,5,1,1,5,7,7,Male,Duartehaven,Store
36,79377,8.3,10,2.1,9,9,28,5,144246,72670,8,6,4,7,10,6,6,3,6,7,4,Other,West Andrewmouth,Store
66,88879,5.8,7,2.9,2,2,38,19,41396,141319,9,3,1,2,4,9,6,6,2,10,5,Male,Jonburgh,Store
52,59117,11.6,6,1.8,6,10,41,1,141891,21911,10,2,1,1,1,9,2,3,1,2,7,Female,Danielfurt,Hybrid
70,163641,4.5,9,0.0,8,3,35,9,89110,39400,1,0,4,8,10,9,8,4,4,2,8,Male,West Moniqueland,Store
40,207027,6.9,13,6.0,9,4,21,11,82466,125675,2,4,3,1,8,5,4,6,7,5,1,Other,North Ericview,Online
79,44523,3.5,12,5.7,9,3,2,6,88831,99238,9,6,7,1,10,1,8,4,4,9,6,Other,South Benjaminview,Store
34,88411,8.1,7,3.2,3,8,4,19,32112,113596,3,2,6,8,5,5,4,3,7,1,6,Female,Jamesshire,Store
21,239312,3.1,3,3.8,10,9,27,14,111589,23026,1,6,6,10,1,6,3,4,8,8,8,Male,Suttonville,Store
67,180187,4.0,6,1.0,1,2,30,13,141835,142046,8,0,2,9,2,2,2,7,7,8,4,Male,Lake Joseph,Hybrid
77,139996,3.7,8,1.8,10,9,4,10,134213,77245,5,6,2,8,10,3,9,8,8,7,7,Male,Russellfort,Online
71,107703,11.2,6,3.2,6,5,0,15,68137,85825,9,6,3,4,4,8,9,6,8,1,3,Female,East Wayne,Store
29,206319,4.8,2,3.0,10,6,2,11,7564,45482,4,2,2,7,2,3,6,2,3,5,9,Male,Alyssamouth,Store
47,100351,9.3,12,4.0,2,4,24,14,109720,14234,3,7,1,10,5,3,8,3,1,7,7,Other,Lake Jorge,Hybrid
43,93673,4.0,5,1.6,9,10,36,4,87969,108993,5,2,4,8,9,10,9,1,4,4,1,Male,Solomonhaven,Hybrid
59,20461,8.1,14,3.3,4,3,38,9,15232,57073,9,6,3,6,6,4,9,2,4,8,7,Male,Parkertown,Store
21,165936,6.7,7,4.8,8,10,31,2,99607,44069,5,8,6,1,5,8,5,9,8,5,4,Other,West Dianaport,Online
68,109765,2.3,8,1.7,6,4,33,15,135799,76775,3,6,7,9,1,2,3,4,10,6,6,Female,Rivastown,Online
42,79501,9.6,7,3.4,2,9,6,4,63443,80043,1,7,5,7,6,3,7,1,5,8,2,Male,Jonesport,Store
50,54483,12.0,4,3.6,9,6,19,11,523,3160,9,7,4,3,5,4,6,7,1,6,1,Male,Sydneyview,Online
42,198730,10.5,2,2.8,5,4,34,14,55994,137130,6,7,1,2,9,4,7,5,7,5,1,Other,New Elizabethmouth,Store
71,111434,2.2,11,1.6,5,1,4,7,108143,134515,6,9,6,1,9,6,2,2,7,9,4,Other,Hoton,Hybrid
72,149646,5.0,5,4.0,3,10,17,7,24986,121244,3,1,1,7,2,8,8,1,10,1,8,Female,Lindseychester,Store
76,238019,6.0,6,2.8,8,1,14,16,39876,134026,2,6,4,4,4,9,6,6,10,7,1,Male,West Troyville,Hybrid
26,200267,6.0,7,3.2,10,10,34,11,851,54300,10,0,4,1,6,2,6,1,3,9,2,Male,West Kellyport,Online
31,57861,4.5,10,3.7,2,7,47,16,11348,4057,3,4,1,4,9,3,3,7,10,3,5,Female,Rogerton,Hybrid
24,80675,5.9,9,3.3,10,5,11,11,59086,5127,5,2,5,7,3,3,8,7,1,3,5,Female,Lake Mark,Online
74,15005,3.2,12,0.4,5,9,49,2,149496,96237,6,1,3,1,2,3,7,6,3,6,3,Other,Taylortown,Store
26,147656,2.9,6,5.0,9,1,38,6,136938,79166,4,4,5,4,5,5,9,7,5,1,5,Male,Amandamouth,Store
38,173187,8.5,11,3.8,7,1,38,5,142246,138870,8,4,7,9,6,8,8,8,4,4,2,Other,Douglasport,Store
19,192701,8.6,11,1.9,3,10,4,15,103497,136856,4,7,7,9,7,8,4,10,10,1,10,Female,Staceyport,Online
43,79537,5.3,6,4.7,2,1,36,3,125365,140647,8,4,1,8,1,2,2,10,9,9,9,Female,West Seanview,Store
20,160838,12.0,13,2.4,9,3,43,12,138002,113162,4,2,1,6,4,2,8,2,9,7,6,Female,West Danny,Online
38,133269,2.4,13,1.3,6,4,40,2,3844,83809,4,2,1,9,10,6,5,6,1,2,3,Other,Codyfort,Online
37,168897,4.1,10,0.2,1,5,46,5,74039,52430,9,0,2,6,1,5,7,10,1,5,1,Male,Ryanmouth,Store
78,210346,3.9,9,1.7,7,5,49,6,67466,90001,7,9,7,9,2,9,8,6,1,5,5,Other,Lake Eric,Store
27,72036,6.3,9,5.5,8,10,29,10,127445,96137,6,6,2,3,2,7,7,1,10,4,3,Male,North Jamesmouth,Online
49,59506,3.0,11,3.7,3,10,26,16,51951,138950,7,1,6,2,7,8,9,5,7,4,5,Male,Diamondberg,Store
75,15005,5.3,9,2.5,2,10,49,8,144781,149972,3,9,6,5,10,1,7,6,1,8,2,Female,Danielshire,Store
27,86796,6.8,5,4.6,3,1,10,16,112939,105938,8,4,7,7,4,2,2,5,10,10,4,Female,Tanyaburgh,Online
63,41998,6.4,8,2.2,8,7,30,3,62702,103353,5,5,2,2,1,1,9,5,8,4,1,Female,South Alexisview,Online
63,160048,8.8,11,2.4,10,6,22,13,86016,115517,3,3,5,6,4,5,3,10,8,2,4,Female,North Michael,Store
72,32008,8.1,10,2.5,6,6,9,1,124289,36853,2,8,2,1,4,8,3,2,2,4,6,Female,North Nancy,Store
65,171183,6.5,2,2.5,9,4,32,7,73568,89939,9,2,6,8,8,5,4,8,10,1,3,Other,Port Travisview,Hybrid
69,172619,11.7,4,5.2,2,6,31,8,106140,149972,3,3,5,1,8,1,4,5,8,9,3,Male,Woodborough,Hybrid
78,165008,8.8,2,2.1,8,4,31,0,40484,12308,2,6,7,7,3,1,6,6,5,7,8,Other,Lake Brianside,Store
61,86154,7.1,11,4.1,9,9,48,4,39601,100199,9,7,4,2,1,7,1,6,5,2,10,Female,Hollandborough,Online
31,30287,1.0,5,0.0,7,5,26,1,122087,6974,9,0,2,6,10,3,4,7,7,6,8,Female,Riveraland,Hybrid
68,155387,6.5,10,3.4,1,10,34,3,98310,27001,6,2,6,5,1,9,8,6,7,2,8,Other,Maxwellmouth,Hybrid
46,20666,6.1,11,4.0,8,10,14,12,15493,6152,7,8,3,1,1,6,9,7,9,6,7,Female,New Andrew,Online
46,41464,7.1,3,2.3,2,5,6,0,89163,134536,4,8,2,9,3,5,7,10,4,2,3,Male,North Joseph,Hybrid
33,115870,5.2,5,5.9,3,7,1,2,15780,542,9,4,2,6,8,10,8,8,3,6,4,Male,West Kathleenhaven,Store
39,119827,12.0,3,0.9,10,6,16,11,79302,103431,1,3,3,3,2,10,4,10,7,10,8,Female,New Johnshire,Online
53,181053,3.7,7,5.5,9,5,8,12,68670,94235,6,5,5,10,10,10,9,6,7,4,9,Other,South Barbara,Online
62,106436,8.4,11,5.7,3,10,48,7,120785,35953,2,2,6,1,9,1,2,6,6,2,1,Male,Jenniferton,Online
63,155992,7.4,11,4.3,7,7,12,13,89730,542,7,4,4,9,10,4,1,8,9,6,3,Other,Lopezfort,Store
73,216214,1.0,5,1.6,6,6,25,1,112381,8285,7,4,4,8,10,1,3,5,2,5,2,Female,North Heatherburgh,Hybrid
42,116695,4.8,7,3.7,4,6,39,10,45553,26678,6,2,1,1,5,5,5,2,5,10,6,Other,Raymondton,Hybrid
23,59155,3.8,6,2.4,1,9,33,7,29295,542,4,8,4,4,10,2,5,8,10,8,4,Other,New Jasmine,Store
30,149118,5.1,3,0.6,8,10,34,0,139530,15694,10,4,6,5,9,8,9,7,2,9,7,Female,Millerfort,Online
37,132473,11.7,8,3.5,3,8,31,15,50421,93356,1,9,3,6,9,2,9,2,10,8,10,Male,Lindamouth,Store
44,72865,6.1,14,2.8,6,6,28,18,107830,4096,10,2,6,1,8,9,9,5,7,8,2,Other,Craigbury,Store
33,58185,9.9,7,2.6,5,5,39,12,149996,24557,4,1,2,3,4,8,10,8,7,9,8,Female,Sarahtown,Store
73,60302,4.3,1,2.0,4,2,30,0,23378,88263,10,6,6,1,4,3,7,7,3,7,7,Other,North Brianfort,Online
58,126149,8.7,13,4.4,2,9,0,4,64945,90957,9,3,4,10,10,4,10,1,7,2,10,Male,Isaacland,Online
63,103044,3.9,4,1.2,4,7,20,14,129173,86802,2,0,5,2,7,6,10,10,1,8,9,Male,West Crystal,Store
20,195133,7.3,1,1.1,2,8,20,7,134356,102476,3,1,2,9,1,4,5,2,8,9,7,Other,Amyville,Store
25,137199,9.6,8,4.3,10,5,15,10,95517,145068,2,2,6,5,2,8,1,3,9,3,9,Female,Joelberg,Store
26,236200,4.0,14,4.6,10,7,47,12,25644,46883,5,4,4,10,3,2,2,9,2,3,10,Female,West Taylorport,Hybrid
72,229576,6.1,12,3.4,5,8,21,19,11930,133919,4,4,3,4,1,5,3,5,7,9,4,Male,Brianland,Hybrid
59,184400,6.1,1,4.3,9,4,22,18,141379,86673,7,5,2,7,2,1,3,5,9,8,7,Other,Leview,Online
78,112483,7.2,8,4.1,10,1,44,1,82586,90880,9,9,2,6,4,8,10,6,9,10,8,Other,North Richard,Hybrid
42,119717,2.3,1,3.3,6,7,24,1,50000,116431,10,4,7,7,6,3,6,10,5,3,4,Female,Port Scottchester,Hybrid
18,176612,3.9,8,0.6,1,1,26,5,53132,2491,10,0,7,2,2,4,9,4,1,8,6,Other,Lake Charles,Hybrid
60,114600,8.6,11,2.5,3,2,47,2,5296,93203,3,4,2,5,7,6,2,2,9,7,1,Male,Port Kaylachester,Store
59,17254,9.3,14,4.6,7,8,37,7,107948,3877,3,7,5,3,7,4,2,10,9,5,7,Female,Clementsside,Store
19,26567,4.9,8,5.4,5,1,20,8,27445,10953,1,5,2,8,8,2,5,9,5,2,7,Male,South Christine,Store
54,242201,10.5,7,3.4,7,7,5,3,16777,17139,5,3,1,4,5,9,5,4,1,9,7,Female,East Heidi,Store
50,127814,7.6,9,0.0,3,4,43,17,110620,144416,4,1,4,10,6,1,3,2,7,3,2,Male,North Rhondaview,Hybrid
43,134040,8.1,8,3.7,1,8,0,4,79001,29807,2,4,7,7,7,10,8,3,1,7,9,Male,Ortizstad,Store
58,180766,9.3,8,1.7,5,5,36,18,67403,542,1,2,7,7,4,8,5,10,10,5,7,Male,Port Jefferyfurt,Store
66,199250,3.7,8,3.4,9,10,41,11,28165,542,2,1,1,9,8,4,1,5,4,8,10,Female,Joannaview,Store
26,227148,1.8,7,3.4,4,6,27,18,80819,98234,3,1,3,8,2,1,5,10,10,7,2,Female,South Kylieside,Online
22,81759,6.5,5,4.2,7,2,6,4,134761,79883,2,5,7,1,7,3,10,5,8,7,8,Other,West Donaldfort,Online
46,104130,3.6,6,0.6,6,2,22,6,132934,72861,4,3,4,8,3,7,6,8,2,4,10,Other,South Ericaview,Store
79,241453,4.9,8,1.0,7,8,13,13,70382,131250,2,0,5,1,10,5,10,3,8,5,8,Female,West Robertberg,Store
30,121603,9.5,9,4.6,10,1,8,19,64221,90918,3,3,2,7,4,8,7,2,4,7,3,Male,Marksborough,Store
36,35913,4.6,1,3.3,4,3,10,14,5821,137483,2,5,3,4,5,5,6,5,6,1,10,Other,West Troy,Store
30,46041,7.6,1,3.7,5,9,26,9,62207,89481,6,9,5,1,2,5,10,4,9,10,3,Female,Jenniferfurt,Online
29,76216,1.5,7,3.0,9,7,1,8,88410,133563,5,4,2,10,9,1,5,10,10,6,5,Male,South Travisbury,Hybrid
74,176355,4.0,5,0.0,5,6,35,12,128433,64402,4,4,6,4,7,7,8,3,5,6,9,Female,North Jeffreybury,Hybrid
21,209944,12.0,10,2.6,10,5,44,1,123737,10181,5,1,2,6,10,4,7,3,10,9,2,Female,New Brentside,Store
54,153766,4.8,10,3.4,7,7,25,13,18176,65181,10,4,4,6,3,5,6,10,3,7,7,Male,Morsefort,Hybrid
23,124658,7.3,2,2.8,6,7,0,12,109292,140243,8,4,7,6,4,2,5,8,1,5,1,Male,North Matthewfort,Store
33,83344,11.7,6,3.1,2,10,28,13,126338,29288,5,8,7,9,1,6,4,1,9,5,5,Female,South Jordan,Store
76,27593,11.8,11,3.6,4,7,35,11,79085,9608,3,8,2,6,5,8,2,4,9,4,8,Other,Judystad,Store
33,135283,6.8,2,3.1,4,7,26,18,64527,12565,9,8,7,10,2,6,6,9,4,3,6,Female,Elizabethbury,Store
19,241841,2.0,6,2.4,9,8,8,6,89651,86475,6,2,6,1,10,4,5,1,9,5,8,Female,East Danielport,Store
25,150717,5.9,11,5.1,4,4,11,14,1386,59817,5,4,7,8,2,9,5,5,4,10,6,Other,Tammyhaven,Online
31,34182,5.4,8,5.6,2,9,35,2,122664,103026,2,8,3,7,7,6,5,7,9,8,4,Other,Lake Mary,Store
38,28086,8.8,9,1.0,6,6,5,15,82291,46202,6,5,3,3,4,9,5,2,10,7,9,Other,Hansenville,Store
30,112840,9.9,8,0.1,3,2,18,12,16348,19979,1,9,3,9,6,3,9,4,2,9,9,Male,Lake Samantha,Store
45,60238,10.5,10,4.0,2,3,32,13,93774,90360,9,2,4,10,2,9,4,6,5,10,4,Male,Henrymouth,Hybrid
35,101200,7.7,5,2.9,8,5,21,3,63613,127524,3,3,7,5,9,1,3,10,1,8,1,Female,Smithview,Store
29,41929,7.1,9,3.9,3,7,30,15,21884,97400,6,3,3,6,5,4,4,3,2,1,4,Other,South Joe,Store
24,150055,4.2,9,1.9,6,10,42,0,98055,13209,9,6,4,3,9,2,6,10,2,7,1,Female,West Janet,Store
34,159446,6.9,11,4.5,9,8,20,16,30810,66571,6,6,5,3,7,9,2,1,10,5,5,Male,South Ashleyside,Online
27,77679,11.5,7,5.7,7,8,35,8,142793,88007,5,1,4,2,5,2,4,1,9,9,6,Male,Lake Lisaberg,Store
48,178738,10.0,4,2.6,8,7,18,8,20820,9703,5,6,3,7,2,2,2,10,10,3,1,Other,Port Alexander,Store
71,182620,2.7,8,0.2,5,9,41,12,94075,143665,1,9,4,4,5,8,6,3,1,6,6,Other,Garciafurt,Online
24,166388,6.1,8,2.2,6,6,13,5,137952,97910,7,1,3,9,10,5,1,3,6,9,9,Female,Williamsside,Hybrid
77,148591,3.3,1,3.9,1,2,41,17,107838,140265,8,7,2,4,9,7,5,5,1,8,7,Other,New Austinfurt,Store
34,117612,8.0,8,3.0,9,9,40,10,82979,38425,4,5,4,10,8,6,7,9,2,2,4,Male,Jocelynberg,Online
20,92376,3.5,10,4.7,5,7,2,11,44506,42769,8,6,7,2,4,5,3,8,6,6,6,Male,Ramirezside,Store
71,40273,4.2,12,5.9,8,1,42,1,139982,17403,8,8,2,10,8,8,7,7,6,3,9,Female,South Tiffany,Store
68,109984,8.5,2,3.3,1,3,18,18,13199,125952,4,0,3,1,1,6,1,8,6,1,4,Male,Brucemouth,Online
38,15005,6.5,1,2.1,4,1,21,12,135629,50526,4,6,1,9,9,1,7,9,3,7,6,Female,Lake Timothy,Store
35,37048,9.9,4,1.0,2,4,12,7,145497,10158,10,6,6,4,3,1,9,3,10,2,6,Other,Lake Kevinside,Hybrid
20,120548,4.2,4,1.4,7,1,45,12,80728,62468,10,2,3,9,4,2,10,1,8,7,10,Female,Jessicastad,Online
32,97261,4.2,2,3.2,1,10,29,14,132406,49261,2,2,6,8,3,9,3,7,10,9,1,Other,Lake Matthew,Hybrid
68,156099,4.2,5,2.7,3,10,1,9,89669,116398,2,0,3,3,10,2,7,6,2,7,1,Other,Davidfurt,Store
40,129205,8.8,14,1.0,8,3,42,2,15312,77393,2,6,5,1,6,6,3,10,4,9,2,Female,Lake Ashley,Store
37,166574,12.0,14,1.8,1,7,4,16,43952,55981,6,1,4,3,5,8,6,7,10,10,4,Other,Mitchelltown,Store
32,249989,4.6,8,5.3,9,7,48,18,7768,5015,5,7,5,10,6,4,3,8,2,2,7,Other,Lake Michaeltown,Online
44,207085,8.5,14,0.5,2,2,44,12,62984,44617,9,1,6,6,1,8,10,3,1,1,7,Male,Lake Christinehaven,Online
20,216146,2.5,5,4.7,2,8,34,18,122246,20419,1,8,6,3,4,4,10,1,7,2,10,Male,Carolineshire,Online
54,216148,8.7,14,0.4,9,7,13,8,20322,111171,8,8,7,9,9,8,4,1,7,10,7,Male,Higginsport,Hybrid
34,51607,4.4,2,2.7,1,5,23,17,95186,134920,6,4,5,2,5,2,5,9,9,10,3,Other,Kevintown,Store
38,180780,6.2,7,3.2,5,2,41,15,92346,105599,3,3,2,5,7,10,1,9,4,2,6,Other,New Breannatown,Store
25,189808,8.7,7,5.1,9,7,24,6,125633,79706,2,5,1,1,2,1,2,1,1,1,6,Male,Lake Travis,Store
61,105971,9.1,11,2.5,1,9,4,14,16075,60200,6,5,3,3,3,2,8,2,2,6,8,Other,West Rebeccaland,Online
69,130586,6.6,14,5.7,5,6,46,3,523,92405,5,5,7,1,10,10,6,9,1,5,9,Male,Vanessafurt,Store
33,53932,4.0,11,0.9,6,7,10,18,53553,77032,8,9,1,7,10,3,4,4,4,7,8,Male,Richardborough,Store
42,153215,8.3,7,2.5,7,9,10,7,128080,542,10,4,1,10,7,2,10,5,5,8,5,Female,Stephenstown,Store
74,56562,6.3,13,3.2,5,1,24,12,143431,144618,4,8,5,3,3,1,6,5,9,6,5,Other,Jenniferchester,Store
19,85110,8.3,8,5.1,6,10,39,4,57422,16134,9,3,6,5,6,8,2,8,10,10,1,Female,Porterland,Store
52,38317,10.7,12,1.9,9,1,38,12,33842,127835,3,6,1,1,7,5,1,3,2,6,9,Other,West Lynnview,Online
52,85870,5.8,4,1.1,7,6,15,9,80540,46451,10,5,3,2,5,4,9,10,1,6,2,Female,Port Chadtown,Store
49,206224,9.4,1,2.2,9,5,14,7,31813,57050,4,5,1,4,5,1,5,8,9,1,2,Other,South Davidborough,Hybrid
35,69927,7.2,14,4.6,3,6,0,1,49030,86658,8,0,2,4,7,5,8,6,1,3,7,Other,East Cassandraborough,Online
51,39218,6.3,1,1.7,4,8,45,12,120637,128273,10,4,3,10,6,5,7,1,2,7,8,Male,Aguilarchester,Store
62,173159,7.2,2,2.4,7,4,23,18,85755,59930,9,9,7,10,10,4,4,9,3,2,10,Male,East James,Store
54,69929,3.8,9,3.3,9,8,45,9,126278,17201,6,0,5,1,8,3,7,2,5,6,7,Other,Adamsport,Online
33,122465,10.2,9,5.3,1,5,25,4,144497,131228,1,9,4,3,3,3,3,3,9,10,6,Other,Zacharyview,Store
50,220989,12.0,3,1.3,3,2,18,7,43076,118625,2,4,3,4,7,3,1,3,5,2,4,Female,South Briannaville,Online
24,222222,3.4,7,2.3,9,6,46,19,23446,54528,4,4,3,1,7,6,10,9,10,2,1,Other,New Toddburgh,Online
19,27169,4.4,12,1.3,2,1,25,19,39624,11513,6,8,1,8,6,6,8,2,7,7,1,Male,Anthonyberg,Store
62,108144,6.6,11,6.0,9,4,21,13,97585,120462,10,2,4,4,2,4,6,1,10,5,2,Male,Anthonyburgh,Online
55,167917,6.4,13,0.5,8,8,5,18,62260,140437,7,7,3,8,4,7,10,6,10,8,8,Male,Mcclureview,Online
45,189173,5.1,11,4.3,6,1,1,17,100698,54742,10,5,5,6,4,1,10,5,5,7,1,Male,East Elizabeth,Store
43,206943,9.5,5,3.2,8,10,9,2,123032,146001,5,6,1,4,8,4,1,3,1,3,7,Other,Port Harry,Store
46,136395,8.7,8,1.7,1,7,24,14,90038,84857,1,3,7,10,9,5,5,3,7,4,1,Female,Timothyport,Hybrid
72,201021,5.1,1,4.7,4,1,14,5,15867,23734,4,9,7,1,8,4,8,2,4,3,5,Female,North Ryanfurt,Store
78,131881,4.7,10,5.8,5,2,17,19,135976,123915,2,8,7,2,1,9,4,10,6,5,2,Other,Floresstad,Online
37,92691,10.2,9,6.0,2,6,44,11,124076,6953,8,2,7,3,5,5,1,10,1,8,5,Female,West Zacharyland,Online
55,193468,7.7,3,2.5,1,2,28,1,147750,17109,8,4,4,6,7,2,1,9,2,9,1,Female,East Michael,Store
42,69109,8.1,4,0.5,6,6,6,12,105486,45831,1,3,7,5,8,7,8,3,5,8,1,Male,Turnerberg,Hybrid
45,183382,10.6,7,4.8,6,3,47,7,121254,8430,9,6,5,3,10,2,8,4,4,6,7,Female,South Jerrystad,Store
68,70509,1.2,9,6.0,6,10,49,17,11844,140720,7,7,4,5,1,9,8,7,6,10,1,Female,Aaronburgh,Online
18,138165,8.4,8,3.1,6,9,8,15,13464,144599,9,9,3,1,5,4,7,4,9,4,3,Female,North Michelleside,Store
24,236395,6.1,8,3.6,8,4,22,14,16692,124208,2,4,1,1,10,9,7,1,9,8,6,Female,Lake Patricia,Store
76,112187,11.7,11,0.4,6,9,36,12,122097,28052,9,9,6,2,1,3,8,6,5,5,10,Other,Stevenfort,Hybrid
75,134708,3.8,2,0.5,3,5,36,9,126651,128358,1,2,3,6,3,6,1,10,6,10,7,Female,North Dorothyland,Hybrid
20,234586,9.2,1,4.9,8,5,47,0,57092,72362,7,4,1,7,1,6,8,6,5,6,6,Male,North Kelsey,Hybrid
53,52291,1.9,9,2.2,10,1,31,11,145353,149972,2,0,4,1,9,4,2,9,4,6,5,Female,Lake Tiffanyfort,Hybrid
26,77518,11.6,7,4.6,6,6,45,5,523,99056,2,7,7,4,2,2,8,2,5,8,7,Female,North Amanda,Store
59,49889,10.4,8,2.4,2,2,23,13,145241,81869,9,6,5,10,5,9,6,2,4,4,1,Other,Mitchellport,Online
18,43312,3.6,2,3.0,1,3,5,8,144720,81433,4,6,1,5,10,2,6,10,6,2,4,Other,New Martinview,Hybrid
34,186759,6.8,5,0.6,7,7,41,19,123027,21839,9,8,4,9,7,3,8,6,8,10,2,Female,Martinside,Hybrid
40,44504,5.4,11,2.9,9,10,43,12,60284,17090,8,0,7,3,3,2,1,9,6,1,5,Male,Hickstown,Store
36,95841,10.5,5,4.1,10,2,10,0,45981,3948,2,4,1,2,6,10,9,8,5,5,3,Female,Andersonshire,Store
68,227706,8.5,12,4.4,10,4,15,4,70091,137841,7,3,6,10,10,3,7,2,10,6,3,Other,New Justinborough,Store
29,39767,5.3,8,1.4,5,10,40,17,125934,106123,7,6,7,5,10,2,4,3,9,5,10,Other,Sanchezport,Hybrid
18,55157,7.1,10,2.5,7,2,34,6,48187,27019,7,2,4,9,9,8,6,1,8,9,3,Other,Lake Janice,Online
23,157288,3.1,8,1.6,3,4,29,11,139284,107320,6,4,4,7,5,7,7,9,2,5,6,Male,South Kimville,Hybrid
46,208823,2.7,9,5.3,7,10,38,13,81273,105429,8,1,7,4,10,7,2,4,6,8,5,Female,Veronicafort,Store
