crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
29.71481,19.1,16.88,0,0.5007,4.904,94.1,3.6877,3,187,12.6,283.89,10.21,12.3
9.67134,99.1,10.64,0,0.4236,6.609,78.9,2.7801,8,379,13.9,396.9,16.75,5.2
0.26337,0.1,1.61,1,0.5114,4.567,100.0,6.5353,3,653,16.6,0.32,6.57,5.0
22.60302,9.0,24.01,0,0.559,6.219,73.2,8.5916,1,360,12.6,241.14,12.18,27.3
0.35548,0.0,17.19,0,0.5629,6.134,88.6,11.813,24,294,18.2,386.87,2.57,6.5
0.00632,89.4,10.41,0,0.8057,6.187,100.0,5.4055,8,409,15.9,388.42,8.64,25.5
16.64795,25.7,2.73,1,0.4116,4.434,76.8,2.0336,8,418,18.9,383.17,23.6,18.8
11.32692,22.3,15.59,1,0.4925,6.641,100.0,7.5769,4,638,12.6,347.49,9.71,25.8
8.5658,23.7,0.46,0,0.5942,7.396,9.8,3.4094,1,444,14.9,335.2,7.9,29.4
88.9762,26.6,6.68,1,0.503,6.576,59.0,3.3323,8,352,18.7,331.61,4.22,17.2
13.10834,26.1,22.2,1,0.602,4.732,73.5,4.8871,6,647,17.8,308.64,6.02,23.0
29.43087,39.5,9.61,0,0.5308,4.096,29.1,4.859,2,676,12.6,276.36,6.79,11.3
7.25728,0.0,2.94,0,0.7734,5.574,100.0,9.1577,8,409,19.9,362.61,13.47,22.9
57.0972,11.3,17.08,0,0.4145,5.843,54.6,1.5022,24,387,13.2,327.7,5.65,12.6
22.08097,3.9,15.11,0,0.7076,4.878,91.1,9.6734,2,353,17.2,257.83,6.9,27.8
9.12,3.3,15.42,0,0.6257,5.517,100.0,10.8247,1,296,15.4,324.37,15.87,16.0
88.9762,0.2,5.98,0,0.4571,6.589,75.5,10.9536,5,442,12.6,243.63,1.73,10.4
0.00632,82.4,2.88,1,0.5163,6.617,100.0,3.2207,8,469,19.8,396.9,14.07,23.6
15.91242,26.2,19.6,1,0.5325,5.953,100.0,7.0635,6,293,19.1,396.9,6.71,20.8
0.00632,93.5,20.87,1,0.871,5.713,68.4,3.1857,1,360,19.5,391.43,6.11,14.3
0.73035,30.2,0.68,0,0.5968,6.218,70.7,4.6133,7,424,19.8,230.27,2.36,5.0
7.60898,0.8,16.47,0,0.4213,8.101,65.5,5.27,5,414,19.2,377.05,12.29,33.6
41.9705,54.1,6.35,0,0.7198,7.206,95.2,6.004,7,388,19.6,388.39,20.15,50.0
2.6186,0.0,16.27,1,0.4441,4.888,95.8,8.4715,5,701,19.5,396.09,7.64,19.8
6.49763,20.8,18.44,0,0.8587,5.979,8.9,2.3509,7,406,19.3,327.48,1.73,7.7
0.00632,39.5,1.61,0,0.3966,4.819,91.8,10.5251,5,338,16.2,396.9,16.62,18.3
8.01158,0.4,17.37,1,0.6287,7.044,68.2,4.1849,24,340,18.7,396.9,4.62,5.0
0.00632,2.9,25.44,0,0.7546,6.105,100.0,3.2664,3,390,18.9,391.05,20.42,34.5
5.28657,0.0,13.07,0,0.5102,7.25,100.0,1.1296,24,336,18.4,373.02,6.96,27.4
0.00632,45.9,11.07,0,0.5023,5.539,47.5,2.4871,1,228,18.7,346.0,15.12,36.1
21.83589,96.9,17.52,1,0.4676,6.237,77.6,3.557,24,682,16.6,396.9,20.04,11.0
5.21306,19.6,17.53,1,0.7935,6.274,58.1,3.1156,1,658,15.7,220.82,14.45,8.4
8.45162,83.2,12.4,0,0.871,5.291,79.5,4.8486,4,680,19.8,384.14,5.6,15.0
0.90372,11.6,1.57,1,0.601,7.096,71.2,5.1945,7,682,12.6,304.47,14.15,16.8
10.26908,0.0,9.99,0,0.871,5.225,54.7,4.6847,1,597,12.6,118.85,8.74,27.1
19.49629,0.0,5.07,1,0.5147,4.903,87.9,6.3655,3,416,18.0,384.54,4.66,35.9
12.19237,1.3,3.25,0,0.5287,6.715,83.3,8.6681,6,478,20.5,353.79,31.82,18.8
31.55587,0.0,17.53,0,0.6166,6.379,8.8,2.8261,24,203,16.6,396.9,5.15,24.7
4.64365,22.0,5.86,1,0.871,6.384,99.5,2.7796,5,243,17.7,392.59,13.92,9.4
62.77921,56.4,1.12,1,0.4388,5.769,58.1,10.904,1,187,20.6,396.9,14.63,16.3
13.21394,6.1,7.8,1,0.4983,5.386,66.1,2.0415,2,669,15.7,321.94,3.46,22.8
13.05285,55.5,3.75,1,0.4697,6.352,56.5,6.392,3,706,16.9,188.02,14.03,5.0
11.59358,3.9,4.54,1,0.7892,7.386,85.2,1.9349,3,423,12.9,179.49,23.7,7.7
7.93559,33.9,17.16,1,0.6671,6.482,100.0,4.9974,4,417,19.1,381.22,9.82,23.6
5.82344,0.0,2.93,0,0.6296,3.561,100.0,4.4298,8,663,18.0,373.57,25.39,21.0
23.998,1.4,1.62,0,0.5007,6.751,29.9,1.3233,1,260,12.6,66.46,33.73,16.5
7.87951,0.0,0.46,0,0.385,5.797,100.0,4.3096,24,645,15.4,172.5,9.53,12.4
4.40844,53.2,18.86,0,0.4624,5.94,41.5,5.1211,24,711,15.0,340.14,8.64,5.0
14.67258,0.0,1.65,1,0.871,5.933,6.5,2.9469,5,471,18.9,315.64,1.73,18.0
16.35831,63.8,21.67,1,0.7903,7.199,95.6,2.8011,24,388,21.0,396.9,20.49,22.4
22.84736,0.0,0.61,1,0.871,5.619,44.6,1.2828,8,597,12.6,396.9,7.87,29.1
0.44806,21.3,2.88,0,0.4213,6.623,99.1,2.1828,2,312,17.9,386.27,7.65,10.5
12.68378,20.6,21.52,0,0.6211,6.172,100.0,3.1202,5,416,18.8,365.16,17.94,8.5
18.1787,100.0,9.44,0,0.5807,5.984,57.8,12.1265,7,447,21.7,285.26,9.37,24.5
4.32474,0.0,8.54,0,0.501,4.854,68.1,7.1041,7,400,18.9,289.07,5.37,18.9
0.08288,10.5,0.67,0,0.7172,7.313,67.7,1.8529,1,390,20.5,295.18,15.19,8.1
0.00632,43.1,0.8,0,0.871,7.364,42.8,9.8303,1,641,18.9,378.84,22.32,50.0
0.00632,0.3,7.36,1,0.512,4.652,47.9,3.2595,8,273,12.6,381.82,11.79,7.1
88.9762,15.3,19.65,1,0.5637,5.578,99.6,5.4274,7,638,19.2,86.33,9.95,14.1
1.60046,0.0,16.73,0,0.5229,6.422,78.8,3.6765,2,362,16.8,40.71,9.47,18.3
12.74256,30.3,19.32,0,0.4383,5.504,48.3,12.1265,24,338,19.7,172.29,6.52,21.4
8.78095,35.3,0.64,1,0.712,6.747,23.9,3.0201,3,652,12.6,309.97,31.67,25.7
4.15142,0.5,13.43,1,0.6714,4.189,100.0,2.7533,2,340,12.6,387.53,5.86,18.2
10.82138,57.2,15.44,1,0.5864,6.421,97.6,6.4002,6,381,12.6,396.9,8.36,21.8
0.00632,11.5,18.08,0,0.5437,5.57,75.8,2.9835,8,379,12.6,396.9,12.1,21.8
81.80195,0.0,3.65,1,0.856,5.976,57.7,1.761,1,321,18.5,320.68,6.94,16.6
39.27964,46.2,24.48,1,0.8108,6.682,77.9,9.4026,24,695,14.9,270.93,27.21,34.1
3.64828,11.4,20.08,1,0.5934,7.057,100.0,3.0492,6,335,15.6,396.9,1.73,13.8
65.11985,24.6,21.33,0,0.6433,7.39,77.2,2.1991,5,384,15.5,15.75,14.82,16.2
11.92794,1.1,0.46,1,0.385,6.885,100.0,5.5025,3,466,18.4,396.9,13.27,17.5
1.63503,11.2,0.46,0,0.4666,5.881,85.8,3.7093,7,236,12.6,298.55,16.73,14.1
0.00632,100.0,19.25,1,0.5951,6.088,60.1,6.033,24,417,16.8,374.22,9.39,31.3
27.6687,0.0,17.15,0,0.5166,7.422,91.2,11.5444,24,403,16.8,233.79,9.86,18.4
0.00632,27.9,3.24,0,0.4319,6.397,67.1,2.543,1,215,12.9,392.82,18.03,7.0
1.57064,100.0,3.66,1,0.4408,6.318,54.8,8.7896,3,711,14.0,385.31,25.89,13.4
13.07178,0.0,19.06,0,0.4518,7.574,84.3,2.5778,1,442,19.9,193.76,27.06,32.5
8.55207,94.5,23.21,1,0.871,6.316,80.8,8.2564,4,378,13.5,396.9,1.73,10.7
3.97966,43.4,11.26,1,0.56,5.38,100.0,6.1323,4,380,18.1,374.86,3.26,18.8
8.85785,13.3,14.77,0,0.4843,6.558,66.4,7.6664,7,382,17.2,224.91,12.68,11.7
88.65479,2.1,2.43,0,0.4718,6.378,100.0,5.6496,24,347,12.6,370.08,4.55,15.5
7.20191,52.7,4.86,1,0.6528,,68.4,5.0031,2,434,15.5,229.11,6.19,20.8
81.26583,11.0,10.83,0,0.6943,5.977,100.0,4.4791,5,376,16.0,45.85,1.73,20.4
32.15915,42.5,15.91,0,0.5582,4.174,24.7,2.1791,5,577,13.3,140.99,19.93,21.7
2.78867,93.4,4.76,0,0.4344,4.945,16.8,1.1401,4,232,12.8,366.93,16.51,14.6
8.17155,86.5,24.87,0,0.5698,3.959,100.0,9.4677,8,299,19.5,122.63,4.64,29.1
6.04369,0.2,20.74,0,0.8484,8.225,97.5,7.2672,24,201,16.0,396.9,16.83,26.6
19.15242,77.9,9.92,1,0.6806,5.915,100.0,4.0448,24,356,16.8,388.09,17.35,17.5
11.61386,13.7,19.9,0,0.5392,6.159,82.9,1.4271,1,599,12.7,396.9,11.18,32.0
13.96688,81.2,19.15,0,0.7327,6.243,76.3,6.5681,4,438,17.2,372.39,7.66,29.3
0.82509,14.6,16.1,0,0.6842,5.523,86.3,6.8279,24,439,17.7,396.9,14.53,15.9
7.49447,14.7,27.24,1,0.4666,6.551,52.6,10.9463,7,420,16.9,329.18,34.96,33.3
11.851,0.0,16.84,1,0.7607,6.64,100.0,9.3719,24,334,16.7,378.17,8.46,39.9
2.85754,79.9,1.38,1,0.4458,5.861,12.2,5.3272,6,402,16.9,317.45,20.0,5.2
10.8115,1.0,20.65,0,0.4554,6.556,100.0,6.5644,5,236,18.5,292.06,3.59,5.0
17.18298,40.6,18.61,1,0.8056,5.598,68.5,2.737,7,309,18.5,303.07,18.07,43.7
10.70243,0.0,15.51,0,0.5733,5.555,92.0,2.5216,4,377,13.1,186.06,7.33,22.0
11.4565,0.0,8.78,1,0.4408,6.969,100.0,9.1085,1,333,12.6,350.0,13.15,21.3
12.70472,51.2,1.51,0,0.7251,5.186,100.0,6.2569,5,642,17.8,341.27,16.17,21.9
8.4118,29.5,1.0,0,0.4503,7.383,38.2,9.4619,1,456,14.4,392.04,22.39,16.1
0.78208,57.3,9.07,1,0.4655,5.019,2.9,3.8778,24,393,18.7,151.58,22.52,16.8
88.9762,1.0,6.17,0,0.8077,7.873,92.4,8.7633,1,371,16.8,0.32,5.71,9.5
0.00632,0.0,13.33,1,0.871,6.617,73.9,7.427,3,443,19.5,396.9,19.47,15.0
0.93374,36.9,17.48,1,0.774,6.365,67.6,4.6273,24,355,19.3,332.2,7.01,8.1
48.86799,0.0,17.69,1,0.4423,6.124,42.7,6.1894,4,711,15.2,396.9,18.39,5.0
54.27573,0.4,22.53,0,0.7554,5.949,25.5,1.3397,7,617,19.3,369.76,3.64,38.9
20.56345,0.0,18.09,0,0.8416,6.98,100.0,4.9747,4,445,18.8,0.32,11.4,11.3
0.00632,0.0,2.96,0,0.4975,5.97,91.2,4.9595,5,352,19.9,118.8,1.73,14.7
0.00632,33.9,5.6,1,0.385,7.853,46.9,2.8624,7,254,18.8,382.3,16.99,28.2
20.71082,8.2,19.15,1,0.7835,5.323,64.4,3.2201,6,344,17.4,396.9,6.0,10.4
16.46938,1.3,18.67,1,0.4348,5.145,76.7,4.1039,24,608,17.2,385.95,7.49,8.8
17.32083,39.0,12.19,0,0.5896,6.543,18.0,6.4306,3,597,18.9,384.59,17.57,12.6
3.35689,7.0,14.48,0,0.6599,8.01,82.3,11.8046,24,429,15.1,261.76,22.42,17.6
1.67192,3.0,19.24,1,0.6031,,82.7,12.1265,6,378,18.1,379.08,16.44,20.1
1.35537,9.4,20.5,0,0.5036,4.556,82.4,2.8218,24,366,19.4,368.48,2.25,22.3
88.9762,100.0,17.87,1,0.6455,7.229,62.9,3.7115,2,685,18.2,370.47,9.13,16.8
24.87779,30.6,7.28,0,0.385,5.386,12.8,1.1296,24,632,15.3,206.89,15.02,14.0
12.14201,32.1,17.09,1,0.7128,8.78,95.3,6.5418,2,659,14.1,372.1,15.29,19.1
0.6758,45.6,0.46,1,0.5093,5.923,65.1,11.5078,4,209,18.0,382.7,11.63,11.8
57.10047,39.2,1.53,0,0.7093,5.011,99.3,3.2619,6,333,17.6,162.44,7.41,38.2
7.81155,0.9,0.46,1,0.7781,4.765,73.8,6.9712,2,403,19.0,314.46,25.44,20.5
30.87732,0.0,19.89,1,0.4179,8.78,56.1,7.1148,1,187,15.7,356.15,11.1,16.1
69.94819,1.7,7.27,1,0.615,3.561,42.5,10.2389,1,369,17.0,389.47,16.36,15.0
8.00704,22.4,8.04,1,0.6057,6.212,71.7,5.4439,2,699,14.9,365.5,10.43,21.9
42.8652,28.7,12.86,0,0.4481,6.681,100.0,2.3183,6,650,15.1,392.18,16.22,22.0
15.50632,0.5,8.26,1,0.4018,6.245,100.0,2.4726,5,653,12.6,367.96,3.46,16.2
0.00632,98.1,2.84,1,0.5388,7.911,83.6,3.5425,5,634,18.8,396.9,23.07,14.3
0.24529,22.1,3.33,0,0.3922,5.005,60.7,2.2746,7,310,15.6,379.42,16.16,22.6
0.55239,4.4,4.71,1,0.6524,6.279,29.0,2.1936,6,415,16.9,336.01,6.34,47.1
15.95752,0.0,6.98,1,0.4973,6.72,93.9,7.5538,4,702,15.3,307.55,15.79,21.7
1.12553,75.6,9.45,1,0.6484,7.181,29.0,3.9193,6,438,18.7,343.1,4.77,14.0
0.00632,58.0,2.21,0,0.4622,6.215,89.7,7.6283,4,302,20.1,354.21,12.71,11.4
15.40457,3.9,16.85,1,0.5213,5.106,90.6,3.4206,7,234,18.9,331.57,6.01,16.4
0.299,0.0,2.21,0,0.5547,7.335,45.7,11.0941,6,399,18.9,383.4,23.82,28.1
22.66854,5.6,18.27,0,0.8373,6.209,67.9,3.5075,3,331,20.1,280.49,21.71,41.9
63.14671,64.9,3.58,0,0.4957,5.697,61.7,6.7769,5,383,17.0,43.01,13.79,5.1
11.79121,21.1,17.94,1,0.871,5.859,93.8,3.3321,24,391,12.6,14.39,9.61,23.2
0.77608,20.7,1.84,1,0.5887,5.921,92.8,8.7055,4,195,16.1,232.38,18.2,18.3
16.28326,0.0,11.47,1,0.5948,5.344,90.3,1.48,4,403,12.6,380.45,1.73,7.0
1.25347,59.4,8.96,0,0.8273,6.336,100.0,4.1247,5,361,16.2,381.47,7.91,10.1
0.00632,31.8,27.74,0,0.4888,5.714,80.2,2.6196,7,212,12.6,396.9,14.57,9.3
88.9762,20.9,18.51,0,0.5295,8.78,55.7,3.3569,24,248,14.9,315.81,14.83,16.0
13.60586,1.0,27.74,1,0.5768,7.1,45.9,5.9894,24,466,20.0,394.76,16.99,20.8
0.00632,51.0,17.58,1,0.5612,3.561,100.0,3.8567,1,386,20.3,350.88,21.03,20.5
2.26116,1.2,26.1,0,0.3911,5.398,82.9,8.6311,24,407,16.0,219.2,24.43,8.1
24.70256,7.4,4.32,1,0.871,4.51,91.0,5.94,1,326,13.7,327.05,1.73,18.5
84.56067,90.5,20.92,0,0.8489,6.71,72.8,7.9631,1,358,15.4,396.9,8.22,44.2
5.24717,10.5,4.74,0,0.7344,3.561,40.4,1.1296,4,187,14.2,344.05,6.89,8.6
18.02332,57.0,15.37,0,0.6194,7.788,5.6,1.4051,24,433,15.9,334.19,21.41,35.1
6.84125,0.0,22.04,1,0.7561,5.561,84.0,3.2944,8,188,19.3,76.88,12.36,24.6
0.08585,0.7,6.7,0,0.742,5.641,69.2,3.1072,1,212,13.7,345.91,13.46,21.0
12.65041,61.8,0.46,1,0.466,3.918,23.0,1.1296,24,417,14.8,388.93,18.31,50.0
67.72754,0.0,6.74,1,0.643,5.313,64.7,5.1746,3,415,13.6,396.9,7.34,15.6
0.79334,0.0,8.77,0,0.3981,5.845,99.4,6.2923,1,397,14.6,253.87,12.24,50.0
20.54196,99.2,18.97,1,0.4742,6.136,96.7,9.6374,24,354,14.5,0.32,26.23,18.6
4.02488,0.0,9.38,1,0.4446,7.542,59.3,6.971,24,411,17.2,273.1,4.16,37.2
0.08518,15.3,18.71,0,0.7249,4.646,64.4,10.4443,2,329,15.9,148.95,3.59,31.8
3.58089,20.6,12.14,0,0.4243,7.509,41.5,4.7379,3,365,13.0,379.85,9.5,21.0
1.77588,19.8,7.31,1,0.5002,6.163,100.0,6.0231,1,636,12.6,0.98,9.11,26.9
7.43173,0.0,4.41,1,0.4277,5.287,100.0,3.1772,2,643,16.0,396.9,17.01,25.9
1.33379,0.0,0.46,1,0.5965,5.068,100.0,3.4582,1,187,19.3,396.9,16.89,50.0
19.15402,19.1,7.69,1,0.4472,5.835,60.2,7.2909,5,352,19.4,307.03,1.82,28.5
4.95185,0.4,6.49,1,0.4599,4.158,64.0,3.0258,2,389,16.9,326.0,19.54,20.8
0.0143,16.4,7.3,0,0.6186,8.218,93.9,5.646,24,415,19.0,396.9,15.72,13.9
20.97424,21.2,6.6,1,0.575,5.646,100.0,2.6998,1,217,18.5,371.36,16.87,20.4
2.98732,0.0,16.16,0,0.5966,7.488,19.1,2.2455,6,410,18.7,396.9,9.2,16.7
69.4004,3.7,18.1,1,0.5536,5.193,100.0,3.5643,5,340,14.6,57.82,21.93,47.9
39.40282,29.4,14.48,1,0.4828,5.499,88.1,2.3706,6,265,14.9,367.77,18.59,8.9
20.28963,4.3,17.97,0,0.5009,7.776,33.1,2.6435,5,641,16.0,0.32,13.72,13.7
11.30562,29.5,16.88,0,0.616,6.56,73.9,5.9059,24,229,12.6,68.06,15.45,25.3
6.54934,72.9,10.41,0,0.6775,6.432,49.8,2.3134,7,682,17.5,132.05,27.79,22.4
6.45326,17.9,13.24,1,0.4326,6.624,58.7,6.352,24,630,19.1,325.99,7.23,19.5
17.18406,57.4,19.82,1,0.6175,6.278,94.1,10.6356,7,343,18.2,102.4,10.62,10.3
20.58976,2.8,18.22,0,0.4551,4.899,98.0,5.3029,8,371,17.6,396.65,7.63,14.7
7.15195,12.9,16.55,0,0.5882,7.418,99.3,6.8349,7,475,19.6,352.63,25.06,18.7
18.89862,65.9,2.38,0,0.6309,8.78,72.4,3.4366,1,418,17.9,299.52,11.45,24.2
0.02096,100.0,4.77,1,0.5542,5.859,51.1,3.9589,4,189,20.9,396.9,25.58,19.8
5.02241,8.5,19.27,0,0.4769,5.596,68.6,8.4285,7,646,16.2,376.47,5.35,27.2
4.52661,2.0,3.71,1,0.4644,6.498,65.5,4.6342,5,663,19.1,298.37,3.96,17.7
71.63716,31.5,2.19,0,0.8344,6.143,32.1,3.2709,5,359,19.3,225.8,26.38,13.3
10.0457,7.0,1.17,0,0.385,5.049,50.3,2.436,1,407,17.8,358.59,15.29,18.8
49.20596,0.0,18.19,1,0.5053,6.189,100.0,8.3047,8,447,20.8,258.29,12.57,27.5
14.07262,0.0,17.0,0,0.4626,8.019,89.8,4.4834,1,187,14.0,387.26,9.65,22.9
12.18101,19.2,27.65,0,0.789,5.888,92.9,1.9267,24,600,19.2,396.79,8.25,18.1
69.31202,0.0,5.57,1,0.3898,5.629,76.4,6.958,8,633,12.6,278.26,18.21,6.5
6.3854,80.0,6.65,1,0.871,8.388,62.8,8.5641,3,295,16.6,365.75,1.73,27.1
25.78115,4.3,12.85,0,0.6144,4.986,17.5,6.1992,5,388,16.2,192.54,19.51,8.0
52.33201,0.2,7.24,1,0.4994,5.879,71.8,8.4072,7,394,19.4,347.7,1.73,20.9
24.39259,0.8,2.34,0,0.5966,4.755,100.0,2.9788,24,435,17.8,212.57,12.19,12.1
11.32529,93.3,19.43,0,0.5369,5.525,85.0,4.7755,7,262,13.6,393.23,11.38,12.8
6.12904,48.3,18.41,1,0.4701,5.331,75.1,5.9144,24,400,16.3,372.11,15.55,20.1
8.94514,8.8,7.59,0,0.7197,7.27,48.7,4.5918,5,407,19.4,202.4,15.34,13.9
73.80845,0.0,2.48,0,0.5692,6.329,96.2,3.4974,8,658,19.8,103.13,15.44,23.9
22.10349,0.0,9.46,1,0.7986,3.561,66.9,4.4494,8,277,16.5,384.15,5.48,19.9
9.18158,71.7,16.97,1,0.4186,7.984,100.0,12.0328,6,374,15.7,353.19,5.07,39.1
63.38123,28.6,19.13,1,0.5206,5.061,21.8,4.5232,2,399,16.1,351.97,35.87,12.3
0.00632,2.0,27.74,0,0.7564,5.816,97.5,4.6032,8,331,16.4,396.9,11.31,16.8
2.02135,19.9,5.16,1,0.4674,3.875,100.0,3.4774,1,356,12.6,385.64,1.73,20.8
88.9762,0.0,6.08,1,0.6661,4.2,53.2,3.7254,1,290,15.8,0.32,22.1,14.5
8.72968,67.1,17.18,0,0.385,8.261,58.3,1.4579,4,640,19.1,64.14,13.87,11.2
82.32983,1.9,24.17,0,0.6233,4.963,70.5,6.8413,7,373,16.3,104.17,9.79,37.6
8.53619,8.2,22.91,1,0.385,4.413,81.8,9.6111,5,405,19.0,334.64,18.89,5.0
75.52515,100.0,20.36,0,0.4696,3.568,94.5,4.0073,2,251,21.0,391.1,15.69,19.0
11.33867,3.9,5.3,0,0.4767,6.254,100.0,3.9604,24,382,13.9,375.59,15.4,19.3
0.00632,100.0,8.23,0,0.4781,7.127,90.0,5.7842,5,385,18.4,363.17,1.73,5.6
8.63882,15.9,5.19,1,0.4646,5.482,92.1,6.1356,8,370,20.8,336.54,10.23,31.4
4.54359,100.0,18.51,1,0.4965,4.856,100.0,5.3663,2,663,17.4,273.0,12.81,6.8
9.96702,2.8,16.12,0,0.4832,6.371,21.0,6.1998,3,219,15.4,310.08,7.66,11.3
11.52666,16.0,18.87,0,0.5169,5.949,71.3,1.8228,1,335,20.0,378.22,12.28,11.2
13.78557,34.4,18.36,1,0.871,5.397,92.4,5.9113,7,643,20.5,20.84,19.21,18.7
38.16173,11.8,18.48,1,0.871,6.194,65.7,5.382,24,448,15.5,0.32,11.72,7.6
2.40763,94.1,21.02,0,0.466,5.997,14.7,2.9514,7,362,15.7,396.9,25.52,16.8
6.03156,0.0,21.54,0,0.866,5.601,100.0,2.5529,7,396,17.1,236.74,5.5,25.4
13.30189,0.0,7.69,0,0.5011,7.201,69.5,9.9378,8,631,15.0,264.93,6.11,5.0
15.85433,0.0,2.44,0,0.4034,5.317,100.0,3.9698,5,589,16.7,369.31,9.73,15.6
0.00632,0.0,18.98,1,0.5544,5.109,90.1,2.7603,3,344,14.2,331.08,11.23,8.0
74.73398,37.4,6.97,0,0.6247,7.14,49.6,2.7696,1,389,17.8,358.75,18.65,9.8
7.76262,0.0,8.81,1,0.4694,5.862,80.0,3.9578,4,271,16.0,396.9,2.1,18.1
76.604,0.3,18.87,0,0.6564,3.561,45.8,7.7873,24,289,14.8,323.71,12.21,8.1
8.43416,0.0,19.27,1,0.6924,7.829,67.7,2.5545,24,416,16.6,206.84,14.18,17.4
