Date,Price
1990-09,549.678
1953-11,4705.433
1915-01,17.957
2020-01,1901.674
1900-03,17.06
1863-10,37.23
2016-12,294.5
1956-11,42.89
1984-12,298.075
1874-08,389.374
1850-07,17.06
1865-10,54.535
1833-01,278.424
1911-05,413.005
1947-09,17.06
1844-10,18.701
1993-03,17.06
1922-01,3931.318
1873-12,30.823
1840-01,48.368
1866-07,17.06
1952-12,49.0
1889-10,21.402
1948-06,1683.355
1860-04,245.44
1868-08,26.923
1887-09,1749.138
1863-11,17.06
1955-08,41.903
1921-12,337.868
1991-06,49.308
1868-02,50.386
2020-02,18.023
1868-09,27.168
2007-08,1520.122
1841-01,17.06
2017-12,18.707
1986-07,17.06
1854-09,32.863
1916-12,346.83
1948-04,34.667
1850-07,1979.24
1975-11,65.097
1986-10,22.707
1957-06,17.06
1877-02,23.643
1933-08,224.892
1951-10,417.571
1893-08,43.939
1888-09,35.652
1969-06,27.932
1872-01,17.06
1860-02,3477.901
1971-09,50.536
1833-01,25.449
1935-05,1829.269
1881-08,17.06
2014-02,255.252
1877-09,17.119
1991-02,47.624
1949-03,1290.425
1842-03,17.06
1916-01,17.06
2026-02,1428.052
1965-07,389.963
1947-07,276.368
1944-07,17.06
2026-02,54.088
1976-02,29.452
1896-02,17.06
2010-04,320.744
1892-02,17.06
1880-03,23.756
1840-03,1602.986
1892-12,33.182
1854-10,2381.232
1996-11,500.874
1959-03,17.06
1878-07,62.191
1854-12,38.108
1967-08,18.966
1877-12,1600.562
1994-01,30.407
2026-02,43.792
1893-03,370.548
1877-07,1429.741
1837-02,296.407
1869-07,120.902
1939-05,23.38
2021-04,47.135
1936-12,21.65
1997-08,48.417
1833-01,17.06
1944-02,17.06
1886-01,1105.031
1868-03,25.184
1899-01,270.015
1866-07,254.055
1965-01,23.722
1938-06,57.169
1946-05,307.417
1864-06,27.705
1863-07,31.245
1918-03,17.06
1921-09,17.06
1864-09,33.854
1951-05,31.999
1879-07,17.06
1993-12,2497.428
1924-10,501.533
1988-06,17.06
1996-11,19.552
1942-04,35.44
1920-02,17.06
1876-05,17.06
2002-11,45.545
1916-06,49.467
1881-12,34.352
1984-10,21.205
1896-08,350.623
1872-12,365.33
1923-10,53.774
1976-08,27.252
1940-08,35.402
1925-02,33.116
1842-04,17.06
1836-08,35.624
1949-12,21.893
1940-11,1888.878
1952-07,17.06
1878-10,17.06
1991-07,24.019
2018-10,28.637
2008-03,67.239
1902-07,34.787
1939-07,25.502
1960-03,17.06
1851-06,34.074
1906-09,3417.234
1919-12,17.06
1963-09,3760.642
1984-03,17.06
1902-04,17.06
2018-03,17.06
1987-04,397.903
2000-02,70.634
1952-02,578.984
1952-06,17.06
1931-02,52.012
1890-04,19.649
1981-06,50.74
1861-08,53.598
1896-04,27.023
1877-08,3319.423
1907-05,32.518
1849-07,608.687
1933-07,37.83
1947-12,17.06
1887-12,29.732
1874-05,60.966
1884-01,4241.165
1833-01,17.06
1853-11,37.016
1880-04,469.36
2012-12,41.003
1853-10,1360.435
1884-07,380.464
1955-10,414.759
2007-06,17.278
1891-09,17.06
1916-12,1116.901
1957-01,50.65
1872-07,30.777
1927-01,21.036
2000-06,2204.531
1952-07,34.065
1843-07,23.366
1889-11,41.151
1938-09,17.06
1869-07,17.06
1951-08,1368.792
1948-09,472.864
1877-11,27.715
2010-08,33.067
1885-12,33.175
1919-12,44.702
1987-09,199.576
1946-10,226.149
1967-01,39.387
1991-08,28.814
1951-07,44.409
1870-06,22.074
1972-04,50.479
1957-06,191.377
1850-02,17.06
1964-01,21.201
1895-07,522.546
1869-05,50.857
1850-02,17.06
1941-09,33.333
1986-12,17.06
1951-08,27.526
1852-07,17.06
1984-07,17.06
1858-07,3052.603
1866-12,45.529
2008-04,36.666
1990-03,39.948
2015-12,20.676
1955-01,1247.614
1863-06,17.06
1876-02,30.287
1902-01,192.268
1885-06,1945.292
1964-02,400.3
1952-05,17.06
1997-05,29.33
1916-05,17.06
1849-12,47.912
1955-03,17.06
1965-11,17.06
1973-03,23.512
1897-04,24.755
1989-03,1972.182
1833-01,17.06
1981-01,37.524
1853-11,23.663
2002-09,413.672
1863-09,3020.916
1933-03,17.06
1874-10,258.528
1872-03,17.06
2014-09,24.785
1951-08,346.976
1893-06,17.06
1872-10,17.06
2026-02,31.889
1852-11,18.638
1973-01,38.934
1996-04,17.06
1983-10,35.671
1874-12,52.762
1868-05,55.561
1921-07,1932.498
1963-12,276.704
1973-09,19.871
1912-12,29.397
2026-02,48.865
1881-06,17.52
1943-03,17.06
1891-02,29.294
1932-08,494.561
1874-01,2671.687
2015-10,126.788
1853-12,312.716
1928-05,41.207
1892-11,402.163
1938-12,34.755
1863-12,45.752
1927-02,365.975
1957-07,49.521
1834-12,37.418
1834-12,19.56
1936-05,28.568
1884-06,52.375
1899-08,33.527
1836-09,17.06
1835-12,310.398
1969-03,31.293
1997-11,251.999
1933-07,30.471
1994-11,2526.459
1910-07,227.811
1852-02,58.637
1901-06,17.06
1847-06,158.401
1857-08,271.447
1851-08,46.054
1881-09,3360.491
2001-08,1159.799
1930-08,17.06
1849-04,17.06
1909-09,43.788
2001-07,33.118
1862-07,17.06
1925-05,17.06
2011-10,17.06
1973-07,45.376
1903-12,17.06
2002-03,45.014
1879-05,362.579
1917-08,28.628
2010-10,311.353
1850-01,39.521
2001-10,797.437
2017-01,17.06
1927-01,22.722
1861-11,17.06
2026-02,5015.273
1852-04,49.557
1862-03,31.445
1854-12,37.502
1893-08,17.06
1944-08,1032.256
1902-12,1697.15
1862-10,17.06
1876-02,47.769
1948-09,21.031
1915-06,21.915
2006-09,29.184
1933-09,33.326
1895-12,17.06
1945-01,55.918
1879-01,1828.934
2005-10,49.845
2004-10,19.744
1868-12,38.535
1886-03,36.953
1833-01,36.129
1919-11,50.092
1971-01,42.074
2011-08,44.396
1915-12,869.245
1966-06,476.738
1979-11,17.06
1863-09,303.66
1993-03,25.513
1876-02,18.02
1982-10,17.06
1939-05,17.06
1859-01,38.428
1916-11,415.744
1972-08,17.06
1902-05,45.685
1833-01,34.425
1931-08,17.06
1867-07,29.751
1868-04,64.055
1999-05,19.431
1939-03,43.125
1872-03,21.313
1981-06,18.095
1849-08,17.081
1985-01,17.624
1833-01,39.965
2000-07,40.016
1965-07,416.066
1982-02,21.983
1881-01,497.624
1849-12,26.162
1973-06,51.286
1833-01,24.552
2023-01,262.468
1967-03,17.06
1946-01,17.06
1955-02,17.06
1871-04,26.075
1938-01,1431.904
1938-01,33.826
1994-01,22.602
2002-06,47.829
1876-06,28.074
1975-07,26.481
1936-08,38.058
1898-05,17.06
1833-01,17.06
1849-11,49.391
1949-03,323.708
1941-05,48.585
1884-05,39.61
1894-05,25.586
1965-08,17.06
1891-09,17.202
1998-04,21.936
1876-09,29.228
1998-04,539.849
1921-10,326.588
1833-01,41.566
1952-11,52.42
1833-01,431.772
1872-08,17.06
1884-08,17.06
1940-05,233.446
1843-09,17.06
1844-03,26.484
1964-01,49.087
1833-01,22.296
1987-07,431.569
1833-01,17.06
1897-09,182.149
1873-06,37.406
1837-01,22.868
1996-03,29.57
1936-12,432.843
1964-06,581.272
1920-08,2466.732
1984-07,356.793
1896-11,22.724
1838-03,27.108
1974-01,21.675
1958-11,3475.923
2026-02,67.076
2020-08,22.456
1936-10,48.164
1871-11,1579.42
1988-06,54.203
1944-10,413.389
1980-10,17.06
1841-03,25.825
1833-01,23.465
2003-02,39.925
1873-09,432.301
1862-10,49.27
1958-02,239.234
1939-03,17.06
2026-02,341.245
1855-11,17.06
1960-06,2959.13
1851-12,17.06
1981-07,17.06
1882-03,1928.858
1953-08,482.668
1958-04,17.06
2011-07,23.788
1980-09,274.64
1870-08,52.062
1877-07,31.518
1852-12,17.06
2007-12,46.3
1975-05,40.775
1934-05,17.06
1847-08,38.645
1843-04,48.466
1983-12,21.065
1953-08,17.06
1974-03,17.06
1894-06,54.452
1913-03,3923.754
1994-06,23.287
1848-09,19.299
1833-01,564.432
1898-06,48.744
1872-10,278.589
1971-07,2490.397
1978-10,27.811
1922-08,17.06
1927-10,41.744
1833-01,17.06
1882-03,17.06
1930-02,17.06
1982-11,17.06
1921-08,1699.547
1974-06,17.06
1976-09,467.5
2010-04,26.323
1952-11,36.534
1952-11,17.06
1904-03,17.06
1987-02,17.06
1988-07,32.911
1853-08,17.06
1969-04,26.568
1855-02,463.471
1871-02,17.06
1858-01,25.83
1968-08,376.501
1833-01,41.465
1919-03,27.843
1851-05,48.277
1946-10,22.319
1931-05,17.06
1879-04,435.489
1871-09,38.742
1856-04,31.909
1977-07,27.33
1982-01,32.287
2026-02,1400.34
1869-10,197.752
1851-07,573.132
1845-05,17.06
1845-05,39.279
1906-06,30.523
1872-08,17.06
1891-09,359.763
1889-04,17.06
1845-02,54.198
1852-07,26.5
1873-03,48.134
1913-06,17.06
1887-10,26.523
1905-10,4959.736
1985-06,37.51
1952-09,32.415
1868-11,1592.536
2010-06,1140.813
1921-01,39.587
1876-05,27.795
1942-11,2655.582
1939-03,187.58
2007-11,434.189
1881-02,17.06
1833-01,17.06
2009-05,150.953
1886-09,17.06
1880-05,30.147
1937-05,19.416
1885-12,415.206
1846-06,29.649
1855-12,17.06
1896-12,17.06
1856-06,43.542
1855-05,120.847
2005-03,3990.405
1978-09,473.91
1833-01,17.06
1882-04,17.06
1903-01,410.888
1856-03,221.421
1840-02,17.06
1872-02,17.06
1946-10,23.448
1985-11,17.06
1857-01,17.06
1927-07,1087.519
1915-07,61.243
1924-01,17.06
1991-06,19.935
1874-01,20.029
1984-06,30.053
1951-02,431.795
1948-01,428.236
1833-01,312.622
1925-11,17.06
2017-03,40.524
1843-02,40.787
2010-01,41.399
2009-02,26.751
1961-05,336.822
1858-03,321.969
1946-03,19.497
1850-02,21.441
1978-08,34.972
1848-09,33.923
1838-02,17.06
1905-04,191.409
1942-09,3799.415
2026-02,17.06
1881-04,17.06
1833-01,17.06
1855-09,43.412
1857-03,175.068
1855-01,18.932
2026-02,44.224
1945-07,17.06
2021-02,1485.805
1890-05,17.06
1868-08,39.563
1991-04,43.809
1929-03,17.524
1896-06,1627.0
1942-05,465.475
1837-07,274.443
1935-03,27.947
1992-11,42.632
1971-02,25.096
1936-08,17.06
1841-09,17.06
2026-02,1388.562
1979-06,532.885
1848-02,37.652
1947-03,31.435
1976-11,45.154
1902-03,43.661
1998-03,27.283
2020-08,86.624
1949-03,23.98
1891-06,17.06
1987-04,24.514
1977-05,17.06
1971-03,233.746
1951-05,28.868
1887-11,42.101
1988-06,17.06
2006-11,21.844
1996-08,24.538
1943-01,31.627
1921-03,24.971
1841-10,17.06
1887-03,20.658
1865-12,41.133
2013-08,21.515
1969-06,53.514
1992-10,17.06
1930-09,2567.08
1987-09,1576.935
1873-06,1910.066
1849-01,20.695
2019-04,17.06
1952-03,329.703
1874-01,1570.085
1935-01,38.312
1866-04,37.568
1980-01,17.06
1967-07,17.06
1850-03,17.06
1833-01,50.153
1925-07,385.868
1861-03,51.062
1924-12,30.811
1926-11,468.961
1878-02,17.06
1955-10,2651.558
1863-11,33.665
1838-10,48.377
1952-07,34.218
1951-05,17.06
1975-10,614.742
2022-01,21.211
1969-07,31.944
1918-03,1678.187
1947-06,358.345
1833-01,29.915
1951-12,28.033
1964-04,17.06
2010-06,485.187
1866-01,65.227
1933-03,347.785
1895-03,17.859
1865-01,21.263
2004-02,23.144
1895-12,17.06
1952-08,32.894
1971-02,17.614
1848-08,23.844
1881-03,4276.927
1969-12,558.842
1990-07,17.06
1856-05,3052.75
1882-10,37.284
1920-09,4394.456
1911-08,23.237
2021-02,2875.655
2017-11,22.897
1879-07,49.846
1933-06,46.947
1839-07,42.784
1957-08,38.434
1869-03,18.805
1992-04,272.363
1896-06,48.593
2013-06,22.762
1980-05,52.545
1878-08,46.712
1997-04,40.284
1882-04,3040.758
1958-03,431.18
1973-12,1165.898
1983-04,17.06
1860-10,24.867
1884-07,37.809
1949-11,17.06
1977-12,17.06
2020-08,17.06
1926-08,385.422
1988-04,53.568
1914-08,17.06
1915-01,2183.778
1858-10,57.904
1943-01,327.761
2011-12,17.06
1893-12,542.193
1900-09,225.093
1907-06,17.06
1989-02,24.52
2000-04,853.521
1953-02,40.952
1835-01,257.072
1842-10,29.089
1998-10,26.417
1950-02,329.674
2016-10,17.06
1952-05,17.06
1853-05,40.658
1934-12,32.492
1893-05,173.532
1930-11,17.06
1952-05,42.643
1902-10,353.358
1950-03,2268.043
1931-03,38.638
2008-10,17.06
1955-03,17.06
1968-10,17.06
1956-07,141.083
1887-11,17.06
1920-06,29.207
1868-09,20.255
2000-05,30.42
1880-12,17.06
1874-08,300.529
1886-06,17.06
1942-11,33.362
1853-06,367.149
1863-01,47.149
1953-04,20.166
1904-06,444.611
1955-07,33.212
1991-02,21.823
1833-01,3316.97
1962-01,17.06
1928-09,40.096
1954-02,273.179
2020-12,370.279
1850-11,44.288
1860-03,1921.358
1974-06,42.349
1875-09,315.175
2019-05,17.06
2012-10,19.559
1997-10,17.06
1903-01,40.008
1889-05,17.06
2007-10,17.06
1993-06,1256.947
1855-10,21.626
1991-02,49.145
1855-08,39.821
1933-04,441.455
1887-10,21.932
1919-11,20.382
1850-06,30.829
1833-01,299.997
1991-02,20.108
1902-11,741.588
1983-02,18.836
1992-06,3588.57
1979-02,2194.925
2026-02,31.921
2005-02,102.879
1952-04,1243.294
2022-07,1978.446
2026-02,17.06
2021-12,17.06
1886-03,150.035
1926-04,289.072
1967-09,2291.621
1871-10,41.149
1893-05,261.993
2006-01,17.06
2024-05,58.183
2021-06,41.055
1943-10,44.77
1869-02,1045.82
1978-11,57.957
1958-01,17.06
1866-06,47.002
1988-02,33.912
1947-05,64.232
2008-12,17.06
1947-10,43.047
1853-10,52.128
1933-02,20.015
1928-01,25.112
1855-10,17.06
1996-02,374.89
1972-08,44.781
1979-07,179.648
1891-02,55.098
2026-02,26.379
1991-02,17.06
1834-11,17.06
1913-06,17.06
1952-12,317.146
1933-07,20.378
1874-01,41.109
1856-07,30.971
1924-10,27.067
1939-01,166.209
1939-01,19.474
1925-02,23.498
1834-02,62.655
1877-03,53.01
1978-09,361.666
2002-11,27.459
1876-12,280.123
1976-01,35.185
1872-11,199.528
1875-10,17.06
1876-06,42.864
1948-09,21.771
1864-08,569.93
1999-07,462.294
1877-12,17.06
1866-12,337.434
1868-05,28.312
1986-07,155.276
1886-08,17.06
1990-05,37.402
1867-01,33.861
1940-08,51.234
1891-08,155.519
1874-02,21.74
1979-10,58.842
2015-10,37.888
1847-04,36.946
2006-03,23.792
1974-02,124.177
1940-05,43.93
2011-05,4993.44
1921-12,17.06
1860-07,17.06
1834-03,21.857
1990-01,31.497
1853-04,2350.982
1833-01,3242.08
1833-01,17.06
1939-10,20.298
1833-06,17.06
1838-06,51.355
2024-06,45.957
1974-02,28.087
1997-02,2550.968
1887-11,196.41
1898-02,20.583
1849-08,504.309
1971-07,38.224
1964-04,432.515
1833-01,21.347
1833-01,40.828
1936-04,17.06
1955-01,1477.421
1964-02,345.034
1964-06,339.261
1896-09,29.648
1905-11,17.06
1849-12,27.895
1886-09,19.213
1972-07,17.06
2026-02,322.545
1951-06,132.607
1963-07,33.915
2001-01,371.55
1908-11,46.67
1967-01,45.231
1908-02,32.95
1961-03,239.426
2019-07,456.442
1909-11,17.915
1937-07,224.166
1847-11,25.841
1917-12,17.474
1873-10,36.786
1943-07,17.06
1973-06,209.242
1952-10,17.06
1883-02,47.437
1843-11,32.356
1898-11,1265.409
1924-11,30.167
2026-02,28.457
1973-08,26.097
1957-08,21.25
1879-01,24.797
1971-02,17.06
1945-05,348.837
1897-12,17.388
2000-03,364.304
1972-03,17.06
1868-02,21.672
1957-10,1838.485
1872-06,531.532
1849-10,24.547
2020-01,17.06
1936-06,2833.877
1962-08,20.299
1864-10,22.678
1992-08,2197.096
1853-04,29.772
1864-01,47.506
1894-09,48.592
2007-09,357.437
1856-12,483.597
1923-05,17.06
1881-12,17.06
1931-09,25.612
1936-07,1035.059
1941-02,27.047
1928-01,37.919
1937-02,343.106
1910-06,22.452
1988-10,33.051
1927-10,33.15
1886-10,5019.97
1975-09,22.574
2019-04,39.146
1833-01,17.06
1998-07,404.203
1868-01,32.768
1860-04,407.698
1979-09,485.709
1949-07,61.194
1939-07,17.06
1935-03,467.062
1844-09,217.223
1962-11,35.815
1851-10,33.476
1896-11,54.431
1904-03,232.755
2012-11,21.814
1860-08,17.06
1987-03,46.55
1982-05,403.404
1881-03,226.443
1856-09,17.06
1893-10,1122.47
2000-09,3626.912
1892-06,46.958
1962-03,22.718
1877-04,43.036
1861-01,38.265
1925-09,46.544
1977-09,17.06
1885-12,33.569
1833-01,44.349
1889-01,179.818
1852-06,2756.498
1852-10,223.634
1947-05,251.269
1969-09,389.684
1976-08,32.117
2004-04,43.942
1942-09,17.06
2022-02,50.45
1914-07,17.06
1922-06,514.164
1933-05,49.274
1880-04,1876.291
1946-01,2140.243
1904-09,391.231
1939-08,17.06
1922-06,20.068
1921-04,33.863
2003-12,17.06
1969-08,319.178
1857-01,1803.258
2012-04,307.699
2006-08,333.235
1973-01,37.485
1930-08,22.086
1955-07,17.06
1880-07,17.06
1835-09,2664.49
1874-02,17.06
1878-08,17.06
1851-02,52.151
1991-06,1495.651
1884-01,17.06
1945-10,44.927
2022-06,23.923
1880-09,1471.422
2026-02,1182.885
1902-05,477.58
1948-02,17.06
1936-11,17.06
1934-02,30.663
1982-02,1340.321
2005-09,272.508
1833-01,24.842
1981-08,1975.625
1911-07,1386.401
1892-01,18.72
1883-12,17.06
1916-08,17.06
1897-06,42.263
1982-02,36.509
1955-03,354.306
1932-03,26.833
1860-02,18.984
1933-08,17.06
1899-03,42.482
2026-02,27.574
1858-05,44.061
1847-05,35.332
1885-02,49.957
1942-05,61.993
1843-07,17.06
1994-01,50.338
1961-07,38.976
1964-08,35.029
2001-04,17.06
1947-11,19.017
1996-03,17.06
1858-10,404.772
1843-09,28.215
1888-03,34.579
1834-12,31.769
1853-12,17.06
1858-07,31.582
1974-03,47.66
1921-12,37.01
1974-06,28.293
1978-08,17.06
1925-09,66.37
1971-09,40.664
1859-01,602.36
1990-04,35.047
2021-03,24.451
1975-01,24.965
1995-02,24.878
1879-11,33.42
1992-03,41.861
1881-09,37.435
1971-06,47.69
1994-04,3497.183
1962-09,38.714
1986-12,26.573
1897-10,62.956
1993-01,17.06
1861-05,2042.09
1855-03,28.355
1933-08,33.968
1847-01,222.3
1901-09,2123.534
1926-05,37.82
2011-05,17.06
1875-05,1365.911
1982-03,1595.022
1863-02,17.06
2025-03,335.387
1857-06,388.302
2026-02,507.995
2026-02,573.27
1933-04,233.23
1976-12,44.157
1954-04,484.898
2000-03,65.291
1841-12,41.012
1958-11,26.519
1955-03,17.06
1882-06,17.06
1937-10,17.06
1869-06,44.78
1849-02,39.066
1852-06,43.826
1979-04,17.06
1881-05,17.06
1880-10,376.936
1864-04,17.06
1971-04,385.956
2026-02,352.434
1994-01,3127.276
1924-07,427.944
1921-05,42.739
1997-04,40.454
1968-12,51.432
1960-05,30.523
1916-08,17.06
1973-12,2852.603
1873-11,17.06
2009-08,40.37
1912-06,50.314
2026-02,258.159
1878-08,135.871
1950-07,59.603
1859-11,26.036
2007-01,276.498
1941-06,55.947
1914-10,35.71
1888-11,31.306
1980-12,1753.879
1993-03,56.901
1873-07,27.207
2022-03,17.06
1941-08,47.859
2026-02,468.416
1987-09,33.768
1946-11,17.06
1885-11,29.721
1929-12,22.073
1871-12,23.929
2006-07,46.431
1976-02,30.362
1867-02,17.06
2006-09,68.111
1879-07,39.713
2026-02,1240.412
1992-10,17.06
1922-04,321.937
1902-09,18.981
1954-06,37.61
2021-05,356.746
2008-01,588.858
2015-03,248.863
1920-07,18.766
1920-10,32.479
1890-11,2805.755
1962-04,43.95
1956-03,331.221
1984-03,39.952
1935-05,18.62
1934-06,17.06
1938-03,29.212
1874-06,72.145
1842-10,1371.528
1840-02,26.263
1907-09,17.06
1973-12,67.399
1875-05,49.801
1865-05,25.592
1864-09,17.06
1888-07,238.964
1960-08,35.375
2007-01,17.06
1873-02,43.306
1851-01,17.06
1925-04,1636.137
1890-08,17.06
1939-02,341.632
2025-05,17.06
1904-02,29.397
1846-09,1635.331
1920-07,17.06
2026-02,17.06
1866-08,17.06
2011-05,289.069
1999-07,17.06
1937-12,22.532
1951-08,30.306
1930-07,17.06
1872-08,24.765
1951-01,36.261
1960-11,22.784
1938-06,485.175
1939-09,17.06
1895-01,32.721
1989-03,20.95
1873-11,17.06
1917-02,39.2
1930-06,17.06
1856-06,17.06
1920-01,29.794
1850-07,2076.632
1975-11,22.232
1874-08,17.06
1871-07,50.44
1899-04,28.135
1837-10,24.331
1972-11,321.843
1863-09,30.551
1914-02,186.055
1917-03,320.719
2026-02,258.618
1969-04,58.9
1883-01,55.084
1867-11,355.083
1969-06,37.068
1996-07,29.623
1890-07,41.997
2023-02,27.952
1914-09,43.546
1864-05,337.783
1931-11,32.728
2011-07,19.756
1838-09,35.514
1940-02,17.06
2026-02,40.452
1972-07,32.17
1909-04,32.345
1882-09,2248.064
1918-08,43.6
2013-12,249.855
1946-06,30.756
2003-10,17.06
1936-02,1692.02
2004-06,2035.74
1953-05,22.2
1894-05,49.082
1867-03,20.734
1926-09,31.92
1861-11,17.06
1996-05,17.06
2017-01,36.982
1918-03,45.838
1857-12,33.135
1990-04,17.06
1947-07,27.298
1934-11,36.35
2011-06,154.812
1917-02,17.06
1998-12,25.731
1868-09,498.873
1900-01,316.386
1912-12,17.06
1937-01,17.06
1916-08,44.924
1966-08,1170.653
1914-06,32.032
1864-10,20.5
1876-04,17.06
1833-01,17.06
2008-06,41.405
1974-03,19.544
1928-09,17.06
1941-04,57.423
2012-12,599.124
1836-11,17.06
2023-07,23.051
2022-08,4253.953
2020-10,34.15
1949-12,17.06
1835-05,26.35
2026-02,45.339
2011-01,17.06
1953-11,297.785
1929-10,27.512
1947-01,202.18
1855-04,17.06
2005-02,260.714
1876-05,262.128
1926-05,49.627
1863-10,34.351
1944-10,21.907
1945-05,36.802
2002-07,26.511
1948-08,29.076
1910-03,306.251
1902-05,49.846
1899-03,22.784
1958-06,24.259
1860-01,35.542
1923-08,38.068
1925-11,50.48
1978-11,41.722
1977-05,313.82
1986-12,162.082
1943-10,34.747
1915-08,861.771
1926-07,41.406
2000-06,1485.993
1923-09,31.728
1999-08,26.297
1844-10,17.06
1983-05,19.36
1921-06,1081.269
1863-02,17.06
1928-12,48.06
1934-07,1423.737
2020-07,25.208
1892-04,17.06
2011-07,41.717
1926-05,1392.514
2009-05,1208.253
1881-03,1025.386
1842-05,17.06
1868-09,303.369
1854-08,17.06
1961-08,17.06
1994-07,46.755
1949-12,330.736
1855-11,29.401
1860-07,31.712
2016-05,17.06
1945-08,36.991
1985-05,49.647
1875-12,30.918
1999-12,33.272
1892-01,458.243
1833-01,53.816
2001-10,3420.791
1975-05,17.06
1961-01,38.206
1859-10,466.592
1869-07,24.147
1937-03,44.811
1834-09,21.784
1953-12,17.06
1949-05,276.811
1878-04,62.024
1833-01,17.06
1967-06,337.78
1936-05,31.145
1842-10,17.06
1960-04,17.06
1956-10,2042.495
1998-10,19.647
1856-01,160.432
1922-03,1423.968
1882-08,164.793
1998-03,31.931
2005-02,26.81
1869-07,189.043
1871-06,26.17
1989-08,490.156
1939-12,501.491
1934-11,42.831
1947-11,1431.347
1843-08,17.06
2007-11,40.415
1881-01,17.06
1961-08,49.651
1852-01,1215.265
1842-01,1340.105
1848-01,500.719
1862-11,4078.996
2011-01,26.648
1973-03,423.133
1926-10,41.919
1979-02,21.079
1975-06,17.109
1991-12,55.01
2000-10,302.234
1892-01,17.06
1861-08,49.016
1833-01,43.933
1955-01,169.277
1959-07,17.06
1948-03,1810.455
1990-08,2809.325
1842-07,17.06
1881-11,37.793
1900-05,253.69
1874-12,1549.27
1855-05,533.957
1919-11,271.582
