age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
21,36453,5.0,12,1.8,7,7,40,1,30296,14175,5,4,2,10,3,3,2,7,7,4,10,Other,Rivastown,Store
18,193833,3.4,7,1.4,8,10,49,18,66156,87282,10,5,7,6,6,4,7,1,3,1,9,Female,Jonesport,Store
54,246280,7.1,14,2.7,7,5,38,5,28105,3111,3,5,6,9,1,6,2,4,6,8,2,Other,Sydneyview,Online
18,239956,6.4,3,3.8,2,5,34,15,3102,542,7,9,2,6,1,7,7,7,10,3,7,Other,New Elizabethmouth,Store
38,194983,7.1,2,2.4,1,10,49,16,100980,142811,10,1,1,8,1,2,7,2,2,4,6,Male,Hoton,Hybrid
18,51503,4.9,1,1.9,2,6,41,9,52122,102396,9,1,3,2,4,6,7,2,2,9,4,Female,Lindseychester,Store
18,75264,6.1,11,3.6,6,10,38,17,15937,149972,10,2,7,6,6,2,10,3,10,9,4,Male,West Troyville,Hybrid
18,226115,4.5,3,1.2,9,6,46,18,21619,103689,9,2,2,7,6,10,6,7,3,6,8,Female,West Kellyport,Online
58,163337,1.5,14,2.3,8,5,47,6,94388,57139,8,1,6,5,3,10,6,3,7,7,10,Other,Rogerton,Online
42,134038,7.9,5,2.6,4,1,49,12,47156,148817,3,5,3,8,2,7,7,6,10,3,10,Other,Lake Mark,Store
43,169311,1.0,10,2.6,5,5,49,12,128440,131740,8,5,5,4,2,2,4,6,8,4,5,Male,Taylortown,Store
27,33934,7.4,8,3.9,6,9,0,6,85222,7673,1,0,5,7,1,4,9,1,3,3,5,Other,Amandamouth,Store
39,51968,4.0,10,3.0,9,6,49,8,103030,131825,4,6,2,3,2,5,2,4,1,6,3,Male,Douglasport,Online
18,185189,3.7,10,3.9,10,8,35,15,16932,11214,4,5,5,8,7,10,4,4,6,9,9,Male,Staceyport,Online
30,109357,4.1,14,2.8,4,6,49,11,22331,113859,2,5,7,8,10,6,3,1,10,3,2,Female,West Seanview,Store
74,128719,3.6,9,3.1,10,4,41,7,127380,131103,5,3,4,9,5,10,8,10,9,9,4,Male,West Danny,Store
25,190355,2.5,1,2.6,8,4,31,5,89040,40195,4,9,6,4,10,6,4,1,1,4,8,Male,Codyfort,Store
38,108642,5.9,12,4.2,2,5,19,0,55219,10202,2,8,1,8,1,2,7,1,4,4,5,Female,Ryanmouth,Store
74,212707,6.3,1,0.1,2,7,49,16,130054,7476,1,7,1,7,5,1,6,1,9,9,10,Other,Lake Eric,Store
32,149742,6.2,8,4.6,5,5,47,2,15125,17601,4,5,3,10,1,10,7,6,8,4,8,Other,North Jamesmouth,Store
35,183165,6.1,5,2.5,8,1,49,5,95949,17535,1,5,6,3,7,4,10,3,6,3,6,Other,Diamondberg,Store
56,23786,2.5,8,2.1,2,5,40,10,74752,44442,9,9,2,9,1,9,2,7,7,8,7,Male,Danielshire,Online
69,244898,7.9,8,0.5,7,3,33,4,141470,17588,5,9,3,5,10,10,6,8,5,2,1,Male,Tanyaburgh,Store
26,88201,4.9,14,0.8,10,5,45,8,104870,124603,6,5,6,8,5,10,4,3,8,10,7,Male,South Alexisview,Online
19,25097,4.5,8,3.6,6,3,20,0,23486,12518,1,7,6,3,9,8,6,3,7,7,8,Male,North Michael,Online
18,69548,5.4,3,3.4,9,8,49,10,19717,23640,6,9,1,9,5,2,6,10,8,3,8,Other,North Nancy,Store
39,121797,5.9,2,5.3,4,4,44,9,66149,8585,10,3,3,3,10,5,6,8,10,6,7,Other,Port Travisview,Store
18,148442,2.9,10,4.5,5,10,3,1,20393,117719,6,0,2,3,7,6,5,7,7,3,6,Other,Woodborough,Store
22,119151,7.8,10,0.3,3,10,47,1,26140,57133,5,8,3,2,9,4,5,2,8,5,5,Male,Lake Brianside,Store
63,15005,5.9,10,0.0,5,5,31,16,53568,149972,1,4,2,3,1,10,10,6,10,4,4,Other,Hollandborough,Store
39,134782,4.0,4,0.7,6,9,14,17,124624,17493,2,1,4,7,7,8,2,8,10,10,2,Other,Riveraland,Hybrid
56,73968,2.4,5,3.4,1,8,47,4,108889,122729,4,9,5,9,7,2,10,8,6,10,3,Other,Maxwellmouth,Online
18,46662,9.6,7,2.1,3,10,22,8,41495,139451,6,3,6,3,3,7,7,5,10,4,7,Female,New Andrew,Online
31,223842,6.7,9,1.6,5,4,20,14,132929,57512,4,2,2,5,5,4,6,1,8,6,3,Other,North Joseph,Store
45,89299,5.5,1,3.1,5,2,43,2,10851,147761,9,8,3,7,1,7,6,10,5,3,8,Other,West Kathleenhaven,Store
18,160188,8.5,12,2.9,9,9,32,4,98452,128609,1,9,6,7,8,6,7,3,8,7,7,Male,New Johnshire,Hybrid
18,96446,5.7,1,3.1,7,1,31,13,149996,138906,5,5,5,9,1,9,6,3,10,7,4,Male,South Barbara,Online
47,165356,6.7,10,1.5,8,8,41,2,16248,115962,2,3,6,2,2,7,4,7,3,4,8,Female,Jenniferton,Online
29,25890,6.1,14,3.3,4,2,42,6,54809,36371,8,5,1,8,2,2,7,2,2,8,8,Other,Lopezfort,Online
18,217083,8.8,5,3.4,6,2,35,6,47198,125739,2,0,1,7,6,4,7,5,8,9,5,Other,North Heatherburgh,Store
75,201738,2.4,6,3.2,9,3,17,0,9213,44224,4,6,3,4,7,9,4,6,8,8,8,Male,Raymondton,Store
28,84058,3.5,13,0.8,1,5,30,13,136737,110851,9,1,7,9,1,2,4,7,8,9,4,Female,New Jasmine,Online
18,109386,3.7,8,2.3,3,4,34,6,79239,69040,2,9,5,6,9,2,5,6,8,9,6,Other,Millerfort,Online
18,197262,6.4,10,4.7,10,6,48,10,20755,19882,10,2,4,7,9,2,4,3,7,1,2,Other,Lindamouth,Store
68,118784,6.1,1,4.8,2,1,31,9,16168,542,2,0,2,7,8,4,1,8,5,3,1,Other,Craigbury,Store
43,142763,2.4,5,4.0,9,4,46,17,59093,542,10,7,2,3,2,2,2,7,8,7,3,Male,Sarahtown,Online
47,216101,5.9,7,0.1,9,1,45,12,51889,48798,3,6,5,6,8,5,2,2,6,10,3,Other,North Brianfort,Store
59,166227,5.0,9,3.5,6,1,49,19,102593,4386,10,2,2,8,10,3,9,1,8,10,10,Male,Isaacland,Online
36,226150,5.3,3,3.4,10,7,4,2,141172,7336,1,7,1,4,7,9,9,5,8,7,1,Female,West Crystal,Store
51,155061,7.8,3,3.6,9,4,2,15,59914,38609,7,9,4,2,2,2,7,7,2,2,5,Other,Amyville,Store
41,144964,1.9,5,3.0,4,7,32,10,127178,25124,7,7,7,9,8,1,7,10,8,10,8,Male,Joelberg,Hybrid
48,167557,8.9,5,2.7,4,10,45,6,11698,10837,7,7,3,9,2,5,9,2,10,9,9,Other,West Taylorport,Store
30,170902,6.6,7,1.1,8,10,31,9,102851,48196,7,4,6,10,1,2,4,5,10,9,6,Female,Brianland,Online
57,205095,4.6,2,2.0,3,4,48,2,114689,34443,7,9,3,9,1,4,9,3,8,1,3,Male,Leview,Online
21,178867,6.6,8,0.6,1,4,15,3,105189,142882,10,7,4,8,6,9,4,9,10,5,2,Other,North Richard,Online
32,175386,6.1,6,3.0,7,6,21,10,117184,129121,5,0,1,5,1,2,7,10,7,5,10,Male,Port Scottchester,Online
29,229602,7.5,14,1.0,6,8,47,9,103008,131073,9,7,2,4,3,10,4,6,7,3,4,Male,Lake Charles,Store
56,221430,6.5,6,2.5,7,8,7,14,143133,89180,5,8,5,7,4,2,1,3,7,8,2,Female,Port Kaylachester,Store
18,92310,1.0,2,6.0,1,1,36,16,115141,103582,1,0,7,10,1,6,7,2,10,5,9,Other,Clementsside,Online
18,99745,6.1,2,5.3,9,1,47,12,64499,56877,10,0,1,4,6,2,5,1,2,3,7,Female,South Christine,Online
44,32796,12.0,12,3.6,6,5,40,7,10462,11157,10,3,1,10,9,2,9,8,6,3,1,Male,East Heidi,Online
67,191422,7.2,5,4.1,1,8,40,6,103885,145962,7,7,1,7,10,9,9,1,7,3,3,Other,North Rhondaview,Store
18,249989,8.7,4,2.5,1,10,15,17,23013,7447,6,5,2,7,10,7,6,9,8,2,1,Other,Ortizstad,Store
25,249955,5.9,2,2.0,6,6,49,10,61604,18788,4,8,5,3,1,4,9,1,9,1,3,Other,Port Jefferyfurt,Store
59,153508,4.0,11,2.6,3,3,49,13,134103,25004,1,6,1,3,6,9,7,2,7,9,9,Other,Joannaview,Online
66,188867,4.7,12,1.1,2,1,48,19,5193,17384,2,4,4,7,6,7,7,4,8,1,10,Other,South Kylieside,Hybrid
42,37111,6.6,5,2.4,3,4,49,10,95388,31647,2,6,2,5,4,2,5,1,8,9,2,Male,West Donaldfort,Hybrid
18,143157,6.8,8,4.6,7,8,11,4,126625,69573,1,5,2,4,9,7,5,7,6,8,9,Other,South Ericaview,Store
18,127845,5.7,8,5.5,5,5,6,6,37054,5834,1,5,2,10,1,10,2,3,6,8,2,Other,West Robertberg,Store
21,206586,8.6,4,2.0,3,1,49,11,98688,75988,2,2,5,3,10,2,2,10,4,3,4,Other,Marksborough,Online
60,121882,4.1,6,3.1,5,7,49,6,61299,10117,6,5,2,2,1,10,8,3,8,5,7,Other,West Troy,Online
52,138628,6.2,5,2.8,4,4,45,4,122998,37617,10,2,4,9,9,8,8,1,5,2,4,Other,Jenniferfurt,Store
34,15005,6.3,7,1.6,5,4,40,8,59246,43678,9,1,6,6,8,4,5,7,1,3,6,Female,South Travisbury,Store
55,167013,6.6,10,1.5,9,9,19,5,107055,81591,4,7,2,7,1,9,10,4,6,6,2,Other,North Jeffreybury,Online
65,74859,7.5,3,0.7,2,4,29,6,11767,35432,1,3,4,10,1,2,7,1,4,5,6,Male,New Brentside,Hybrid
44,248408,3.3,10,2.8,10,6,27,11,149996,136712,5,5,3,5,5,3,4,10,1,3,2,Male,Morsefort,Store
66,119733,7.0,4,3.0,7,10,31,6,68127,42945,8,2,3,7,9,6,8,1,9,3,9,Male,North Matthewfort,Online
18,33200,5.2,8,1.7,9,10,14,4,126143,41395,5,1,2,4,7,5,5,7,5,6,6,Male,South Jordan,Store
32,158494,6.1,13,0.5,10,8,49,8,58647,61382,8,7,7,6,2,6,7,6,10,9,3,Male,Judystad,Store
43,215469,4.3,11,2.4,5,3,22,3,2089,140840,10,8,3,8,6,8,7,9,4,7,10,Other,Elizabethbury,Online
18,146587,8.2,8,3.9,2,5,48,1,523,33688,3,9,2,7,7,6,7,6,8,4,3,Male,East Danielport,Online
23,96550,5.2,6,2.9,3,10,44,13,124961,135401,1,1,2,4,3,4,3,1,8,1,5,Other,Tammyhaven,Hybrid
61,126876,5.2,11,3.1,10,9,49,3,21910,31193,1,2,2,1,6,9,5,9,6,10,4,Male,Lake Mary,Store
61,148109,5.1,1,2.4,4,9,44,10,57316,36265,10,8,6,7,7,5,7,5,9,4,8,Other,Hansenville,Online
33,157920,4.8,7,2.3,9,2,27,7,124954,62235,6,5,1,6,1,1,9,1,8,1,3,Female,Lake Samantha,Store
40,214862,3.3,1,3.8,10,8,49,9,18053,133031,5,3,1,3,1,6,9,1,6,3,10,Other,Henrymouth,Online
25,138467,7.7,8,2.4,7,9,3,8,143395,78907,8,2,4,7,8,6,2,9,6,4,3,Other,Smithview,Store
66,79598,8.0,14,2.4,5,10,49,0,12753,542,3,5,1,4,6,2,1,6,6,7,10,Other,South Joe,Store
51,214953,2.8,6,2.9,10,8,26,18,142514,126278,2,8,4,5,6,6,7,2,7,6,9,Male,West Janet,Store
54,121276,1.0,5,2.2,3,9,47,0,117124,129333,1,9,1,3,2,9,2,9,4,7,8,Female,South Ashleyside,Hybrid
68,196774,9.7,11,2.6,1,10,48,0,82254,2772,9,2,3,10,2,6,1,1,5,7,10,Other,Lake Lisaberg,Store
18,174198,7.2,5,2.2,4,10,46,7,82010,73282,3,6,1,7,8,8,5,1,8,10,6,Other,Port Alexander,Hybrid
20,196856,7.2,8,3.6,2,5,19,11,92012,140783,10,5,7,7,1,7,7,4,6,9,2,Male,Garciafurt,Online
68,161362,6.7,7,3.0,2,2,39,17,148662,542,7,9,1,3,1,10,7,3,8,1,9,Other,Williamsside,Store
18,225531,3.8,8,4.3,6,3,47,6,13922,10119,4,5,3,5,1,2,7,6,8,5,8,Male,New Austinfurt,Online
62,249989,9.0,10,2.4,1,9,34,17,48772,62689,5,1,1,4,5,10,10,3,1,8,6,Other,Jocelynberg,Store
34,200438,5.7,6,3.8,5,8,49,19,124032,137171,1,9,6,2,1,10,7,8,10,3,1,Male,Ramirezside,Store
31,249989,5.0,1,2.3,9,7,20,3,52472,10125,1,5,2,7,8,4,8,7,4,9,7,Female,South Tiffany,Store
18,249989,6.5,7,3.1,4,8,32,3,138467,57100,10,6,2,1,2,3,2,1,10,4,2,Female,Brucemouth,Store
70,194521,6.3,13,1.1,4,6,49,19,135270,111587,2,6,5,3,6,4,7,1,10,5,4,Other,Lake Timothy,Store
36,193224,6.5,1,5.2,4,10,27,5,4198,120889,5,1,5,2,6,10,1,8,7,3,2,Other,Lake Kevinside,Store
18,207272,5.1,6,2.9,9,2,49,16,94584,542,3,5,1,2,9,9,7,2,2,10,1,Male,Jessicastad,Store
37,211123,4.8,6,3.5,1,4,49,10,94459,25426,8,5,3,9,9,10,7,4,7,9,5,Female,Lake Matthew,Online
25,116347,6.7,2,2.4,6,6,36,18,78037,24429,5,4,4,10,1,10,8,3,9,6,3,Male,Davidfurt,Online
26,153461,5.0,2,3.5,9,2,32,2,15636,73386,4,2,2,9,1,7,8,9,6,8,6,Other,Lake Ashley,Store
18,215567,7.1,5,3.9,6,4,49,5,523,542,6,9,7,8,5,7,6,4,8,10,6,Male,Mitchelltown,Online
70,210670,1.4,8,1.8,3,2,44,6,22614,77823,8,6,5,5,8,8,10,4,9,8,2,Male,Lake Michaeltown,Online
56,15005,5.5,7,4.1,10,1,42,9,130877,1638,7,4,2,4,5,8,6,6,1,8,3,Other,Lake Christinehaven,Online
18,197643,6.2,12,3.3,1,8,49,9,523,130456,4,5,6,8,8,4,1,6,10,3,3,Other,Carolineshire,Store
49,220057,4.7,7,1.2,3,5,30,12,5931,135049,3,2,5,7,1,6,2,1,7,9,6,Male,Higginsport,Online
30,80413,5.3,10,4.1,2,2,49,8,39505,14338,4,9,7,1,1,1,6,7,8,8,9,Male,Kevintown,Online
24,174921,5.7,8,4.2,1,7,49,7,94179,145312,1,5,1,10,1,9,3,1,6,5,9,Female,New Breannatown,Online
32,220817,8.4,2,2.6,7,4,45,13,149996,51570,3,2,2,8,4,4,2,5,8,3,8,Other,Lake Travis,Online
18,41226,4.6,12,2.2,2,3,30,19,59280,96611,1,3,7,4,5,9,4,3,10,7,6,Female,West Rebeccaland,Store
38,110142,6.2,11,1.5,2,6,49,15,112331,17713,6,9,7,2,10,3,4,7,3,3,4,Male,Vanessafurt,Store
18,76281,5.7,12,0.8,10,3,36,6,103348,108479,7,3,7,3,10,4,2,10,8,3,1,Male,Richardborough,Hybrid
19,34168,4.7,12,2.1,2,4,16,8,85568,107862,8,9,2,2,7,7,3,7,8,10,8,Female,Stephenstown,Store
57,51845,6.6,7,2.1,7,5,16,19,90630,111919,5,2,4,2,9,8,8,5,1,6,8,Male,Jenniferchester,Store
41,249989,5.4,7,1.1,1,4,49,13,42677,15244,2,6,2,2,3,1,4,6,3,6,2,Other,Porterland,Store
61,199480,5.3,3,0.9,7,8,36,3,57200,3664,7,1,5,9,6,2,2,9,8,6,9,Male,West Lynnview,Online
55,112712,1.0,8,4.2,1,4,3,15,100138,77205,9,5,5,4,7,4,7,10,7,10,3,Other,Port Chadtown,Store
24,112389,4.2,10,2.2,2,10,14,1,8413,122820,6,4,2,1,3,10,5,10,2,2,6,Other,South Davidborough,Store
20,175624,5.9,10,0.0,6,6,49,7,101081,1137,5,1,7,8,4,6,3,3,10,9,3,Other,East Cassandraborough,Store
39,22050,1.8,14,4.5,3,9,33,10,69493,59412,6,1,2,8,4,6,8,1,8,10,6,Other,Aguilarchester,Online
68,56613,5.9,5,0.4,1,3,46,17,15105,55413,8,6,1,9,2,5,6,1,10,10,4,Other,East James,Online
18,249989,4.3,8,2.6,1,2,48,19,46847,124515,6,9,5,5,5,3,9,9,5,8,9,Other,Adamsport,Online
28,183452,3.5,14,1.4,10,4,12,6,21437,2848,10,5,2,7,2,2,3,8,6,1,8,Other,Zacharyview,Hybrid
43,43787,5.4,14,2.7,7,6,21,14,68447,55283,10,5,7,8,5,2,9,6,6,3,9,Female,South Briannaville,Online
40,97797,5.0,8,2.5,2,10,49,14,65806,140852,4,0,4,7,7,2,5,7,3,9,9,Female,New Toddburgh,Online
23,59159,9.4,9,3.3,5,9,43,4,94629,139786,5,6,5,5,10,7,8,7,8,1,9,Other,Anthonyberg,Online
50,159439,6.5,6,5.3,7,1,7,7,31902,28919,1,1,7,4,4,2,3,7,6,5,7,Other,Anthonyburgh,Online
27,118147,4.4,3,0.0,3,4,49,19,60483,25214,5,4,1,5,6,5,2,4,6,3,9,Other,Mcclureview,Store
42,119612,2.0,14,0.6,1,3,30,19,38441,45680,5,5,2,2,1,8,9,6,5,2,7,Male,East Elizabeth,Store
73,175043,9.2,3,2.1,9,2,18,19,74919,149028,4,4,6,3,5,9,2,9,6,4,6,Other,Port Harry,Store
28,97427,6.1,6,3.4,10,5,13,17,120003,84154,8,3,4,7,10,1,5,3,10,2,1,Male,Timothyport,Online
56,74926,5.7,3,0.6,10,1,24,0,91551,148139,2,2,2,7,7,5,6,1,10,9,1,Male,North Ryanfurt,Online
18,189563,6.1,14,1.7,5,9,5,14,1525,107094,5,7,2,6,3,6,3,3,7,3,2,Other,Floresstad,Store
22,15005,5.8,11,1.9,9,4,49,17,120680,2341,5,9,2,2,5,8,7,6,10,7,1,Other,West Zacharyland,Store
72,70648,5.2,3,4.1,3,1,1,12,12132,57221,5,5,2,5,3,2,4,9,7,9,8,Male,East Michael,Store
18,223599,6.7,7,3.6,6,1,49,8,54651,35091,3,9,2,3,10,10,5,8,7,10,5,Female,Turnerberg,Online
44,15005,2.6,10,2.7,1,5,42,18,83026,133612,8,3,4,10,2,1,3,4,6,9,5,Other,South Jerrystad,Store
18,158492,8.3,11,3.0,2,4,17,5,76130,124083,1,9,2,2,1,4,6,2,1,2,4,Other,Aaronburgh,Store
35,85625,7.6,2,1.0,8,3,37,12,72711,44810,5,6,1,9,7,3,5,4,8,4,6,Male,North Michelleside,Online
52,76903,5.7,2,4.4,3,5,43,17,17120,101186,8,3,3,7,4,9,7,4,7,7,2,Female,Lake Patricia,Store
71,192186,3.6,11,3.1,8,4,47,17,105467,102400,5,9,6,7,7,3,2,1,8,8,2,Female,Stevenfort,Store
66,133444,4.9,4,3.6,1,3,41,18,103923,136524,5,5,1,8,10,4,4,6,8,1,8,Male,North Dorothyland,Store
55,123290,4.7,10,0.3,2,5,40,18,26454,17468,4,2,6,4,1,2,6,6,6,5,6,Female,North Kelsey,Store
18,222232,5.0,10,5.4,1,2,49,12,119325,3954,1,5,5,3,1,2,2,5,6,9,2,Other,Lake Tiffanyfort,Online
63,215614,7.1,1,2.0,4,8,31,2,125802,17119,10,4,2,2,3,8,10,5,6,9,10,Male,North Amanda,Store
39,241690,6.1,10,3.9,7,7,38,13,74032,45807,6,3,6,8,6,2,3,6,8,5,5,Other,Mitchellport,Online
48,61355,5.6,8,3.5,7,8,49,9,86419,29400,9,0,6,2,4,5,10,3,6,9,9,Other,New Martinview,Store
30,136236,1.7,12,1.4,1,3,35,16,55899,128759,2,7,6,8,1,10,1,5,5,6,9,Male,Martinside,Online
18,71287,3.7,7,3.0,3,9,49,19,3111,37480,5,9,6,3,8,3,9,1,6,6,9,Other,Hickstown,Store
26,152285,5.1,5,2.6,9,4,29,19,18621,142215,1,8,2,3,6,9,5,6,10,5,1,Female,Andersonshire,Online
18,169496,4.5,3,3.2,4,10,32,18,137145,128348,2,7,7,3,6,6,10,4,6,3,2,Female,New Justinborough,Store
20,172657,4.8,7,0.5,7,6,46,5,112922,27736,6,7,6,3,6,8,10,4,10,8,4,Male,Sanchezport,Online
28,119362,4.2,13,0.5,3,1,26,6,147094,125964,7,5,3,3,4,8,7,3,2,9,1,Other,Lake Janice,Store
18,194414,9.8,14,1.7,7,5,49,17,6793,105942,9,0,1,9,4,7,2,9,6,4,5,Other,South Kimville,Online
19,44266,5.7,6,3.0,1,4,48,4,1064,117982,10,1,6,3,10,3,7,3,8,8,5,Other,Veronicafort,Store
28,129407,6.8,12,2.6,7,10,39,14,116002,11904,7,6,7,4,3,2,8,4,8,8,7,Other,Bishopview,Online
