age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
30,128903,2.6,10,2.7,9,9,32,0,149996,108035,5,3,1,5,2,3,9,10,1,6,3,Other,Morsefort,Store
54,223395,3.4,3,3.0,7,2,24,7,147702,15214,3,2,3,7,10,6,8,10,9,3,3,Male,North Matthewfort,Store
23,234287,2.9,5,2.1,2,3,3,11,128377,114679,10,5,4,10,9,1,5,4,9,10,5,Male,South Jordan,Store
26,121751,7.9,13,2.3,4,7,39,14,149996,104321,2,7,1,7,3,6,7,6,10,7,4,Other,Judystad,Store
70,219157,7.2,10,1.5,2,5,0,1,523,55628,10,0,3,3,6,8,7,8,4,5,6,Other,Elizabethbury,Store
18,161527,7.3,8,3.1,2,10,48,0,7559,42833,3,5,2,8,10,10,7,6,5,4,2,Female,East Danielport,Store
18,181891,5.0,4,3.0,3,10,28,19,123156,96704,5,2,1,8,9,6,3,1,8,1,9,Female,Tammyhaven,Store
53,169630,3.0,11,2.0,10,9,39,5,10071,87858,1,2,1,1,10,9,5,9,9,10,4,Male,Lake Mary,Store
55,153759,8.0,2,2.8,2,3,45,19,59033,17767,8,0,5,2,7,5,3,5,9,2,9,Other,Hansenville,Store
61,113605,4.4,6,3.0,10,2,20,9,113108,67353,3,9,4,6,10,1,9,1,9,4,6,Male,Lake Samantha,Store
51,48484,3.4,9,5.4,2,8,43,16,523,40502,4,3,1,3,10,8,8,1,6,8,9,Other,Henrymouth,Store
18,88390,7.9,8,2.9,10,9,9,18,128679,82106,7,2,4,1,9,5,2,3,6,4,4,Female,Smithview,Store
68,76968,6.2,13,2.3,9,10,20,3,108062,542,3,2,7,8,10,6,1,6,6,7,6,Other,South Joe,Store
55,143795,4.2,12,2.3,7,7,38,19,133994,97188,2,0,3,3,6,6,7,1,7,6,9,Male,West Janet,Store
66,28189,4.4,9,1.8,2,9,22,9,101772,4637,2,9,1,9,10,9,7,10,10,7,8,Female,South Ashleyside,Store
47,193309,9.0,9,2.0,10,5,21,3,86925,11171,5,2,3,8,10,6,3,10,5,8,9,Male,Lake Lisaberg,Store
59,126669,6.3,5,2.9,4,1,38,5,113312,72970,3,7,3,2,4,10,4,5,9,1,1,Other,Port Alexander,Hybrid
21,211795,4.6,1,1.5,2,5,5,19,105993,126412,10,4,4,6,8,7,3,10,7,9,2,Male,Garciafurt,Store
26,119350,5.2,12,2.1,2,2,17,1,138502,19714,7,9,1,1,10,10,7,4,3,1,9,Male,Williamsside,Store
56,197412,3.4,14,5.0,6,3,43,5,25727,15357,2,5,7,5,4,9,4,8,5,5,5,Female,New Austinfurt,Store
73,99804,6.4,9,3.5,7,7,1,18,58675,42936,5,0,6,1,10,10,10,3,7,9,2,Other,Jocelynberg,Store
21,139737,5.2,10,4.0,5,8,40,19,136979,103063,1,4,6,2,2,10,7,4,9,3,1,Male,Ramirezside,Store
23,249989,2.2,13,1.5,9,9,41,19,104730,26423,1,9,2,7,8,2,8,7,9,2,2,Female,South Tiffany,Store
18,191367,6.9,7,0.0,4,8,43,5,11186,13014,10,7,2,1,2,3,4,9,5,4,5,Female,Brucemouth,Store
18,60967,7.3,13,2.3,4,6,43,19,132895,22516,3,6,7,3,3,7,3,1,10,2,4,Other,Lake Timothy,Store
50,208605,4.9,14,2.6,10,5,42,5,19525,125928,5,1,5,2,6,7,1,3,7,3,4,Other,Lake Kevinside,Store
54,142567,5.7,14,3.6,9,7,38,2,118509,18333,3,9,1,2,9,7,4,3,10,9,9,Male,Jessicastad,Store
18,185442,5.6,14,3.4,9,4,26,11,113002,56762,8,4,1,9,9,10,2,4,7,9,5,Female,Lake Matthew,Store
18,249398,3.3,2,3.2,6,8,49,18,107593,21161,3,2,4,5,3,10,8,8,7,6,2,Male,Davidfurt,Store
36,125499,3.9,10,1.7,5,2,48,1,37811,144387,10,4,3,5,2,5,6,8,6,10,6,Female,Lake Ashley,Store
31,232646,4.3,2,2.6,6,4,27,0,13709,118179,6,9,7,8,5,7,8,5,9,10,9,Male,Mitchelltown,Store
70,249041,1.0,9,1.5,6,4,45,8,18395,53030,10,4,4,5,10,8,6,4,9,8,7,Male,Lake Michaeltown,Online
41,249989,9.9,6,2.5,10,1,0,10,128397,1534,3,4,7,1,6,8,3,5,1,6,9,Female,Lake Christinehaven,Store
23,187843,6.0,11,2.9,1,8,6,17,18272,124403,5,1,6,2,6,4,1,8,7,3,6,Female,Carolineshire,Store
31,55530,3.9,5,1.8,6,9,4,11,28396,149972,3,2,1,10,1,6,8,1,9,9,6,Male,Higginsport,Store
61,66051,6.0,10,2.4,2,2,20,7,30941,111383,3,8,7,1,1,8,6,2,8,8,9,Female,Kevintown,Store
18,232806,3.7,9,3.7,10,5,42,5,92970,132612,1,9,3,10,5,10,3,4,5,5,9,Female,New Breannatown,Store
65,219987,7.9,9,2.4,7,4,39,10,15874,50942,3,3,5,8,4,3,4,5,5,4,5,Other,Lake Travis,Store
18,41099,7.3,9,2.2,4,3,20,17,116070,104549,10,3,3,1,10,2,4,3,4,7,9,Female,West Rebeccaland,Store
22,96811,4.1,11,3.2,2,1,44,12,138719,10452,1,7,6,2,10,10,4,7,5,7,4,Male,Vanessafurt,Store
20,112007,4.3,13,0.0,2,3,36,5,147815,9188,1,3,7,3,9,6,4,10,7,2,1,Male,Richardborough,Store
33,86623,3.6,12,2.8,2,4,1,5,92082,100446,8,9,4,2,7,9,3,2,5,1,5,Female,Stephenstown,Store
44,80007,8.2,10,2.4,6,6,9,19,97944,14398,3,1,6,2,9,8,8,5,7,6,9,Female,Jenniferchester,Store
50,220675,3.6,13,2.2,6,4,49,13,34460,870,2,1,5,2,10,7,4,10,3,6,5,Male,Porterland,Store
63,112869,8.2,11,2.5,7,3,23,3,149996,12144,4,0,5,9,9,2,8,9,8,6,9,Other,West Lynnview,Store
39,89424,1.1,8,5.9,6,6,43,14,5142,96833,3,5,5,6,7,8,7,10,5,2,5,Female,Port Chadtown,Store
18,98179,2.4,10,0.2,2,1,14,6,109637,22424,5,0,1,1,5,3,3,6,6,2,6,Male,South Davidborough,Store
24,73882,5.8,9,4.2,6,6,38,6,523,23208,5,1,3,8,4,3,4,3,3,4,3,Female,East Cassandraborough,Store
18,125682,3.2,9,3.3,3,6,15,18,22712,16503,10,4,3,2,10,10,1,5,7,5,6,Other,Aguilarchester,Store
68,122479,6.2,9,0.4,4,3,41,0,5694,42432,8,3,3,1,2,5,6,1,9,10,4,Other,East James,Store
19,212185,8.0,10,3.6,7,5,31,19,25546,149461,6,0,5,5,5,6,1,9,7,1,9,Female,Adamsport,Store
60,107556,5.5,13,2.0,4,6,11,6,13136,542,10,2,6,7,4,3,3,8,6,1,9,Female,Zacharyview,Store
70,184091,4.7,14,3.2,6,6,19,12,17237,135354,10,0,1,8,2,3,9,8,6,4,9,Other,South Briannaville,Store
69,67748,4.2,9,3.0,2,7,15,18,64477,94416,2,0,4,3,7,2,1,7,3,4,9,Female,New Toddburgh,Store
31,48428,5.9,9,3.5,5,9,28,3,66372,105286,5,6,4,5,3,8,8,7,9,1,9,Female,Anthonyberg,Store
54,219425,6.1,5,4.0,2,1,2,11,83352,542,1,0,4,8,4,6,3,1,5,9,7,Other,Anthonyburgh,Store
27,133268,2.4,2,0.3,2,4,0,12,62720,15844,10,0,1,6,2,8,5,4,6,1,9,Other,Mcclureview,Store
69,128145,4.3,12,0.0,6,9,38,16,117198,90860,3,5,7,2,1,8,9,6,5,2,5,Male,East Elizabeth,Store
69,15005,5.4,8,2.9,5,2,10,18,118266,28915,3,4,3,3,9,9,9,1,7,4,6,Other,Port Harry,Store
55,140294,6.2,7,1.2,10,3,7,19,136453,113393,1,7,6,1,10,1,5,3,10,4,7,Male,Timothyport,Online
66,79967,4.8,13,0.4,4,9,47,0,523,41669,5,2,1,7,10,5,8,1,6,2,1,Male,North Ryanfurt,Store
30,215979,2.4,13,1.0,5,9,0,12,12671,70215,5,7,7,6,9,6,3,3,5,9,6,Other,Floresstad,Store
19,97129,5.6,11,3.2,2,6,18,13,131957,96708,8,9,7,6,5,8,7,1,5,1,9,Female,West Zacharyland,Hybrid
72,115594,6.2,5,4.1,3,9,1,18,30163,31889,3,2,6,5,3,2,8,9,7,9,8,Male,East Michael,Store
18,161960,5.1,1,5.8,7,1,44,17,146535,54628,3,2,1,3,10,10,2,10,7,3,2,Female,Turnerberg,Store
66,15005,2.3,10,2.9,1,5,46,19,37373,2026,3,3,4,10,9,5,3,10,1,2,3,Other,South Jerrystad,Store
19,104529,5.4,11,3.3,2,3,38,14,523,112673,1,9,4,8,5,9,8,2,1,2,4,Female,Aaronburgh,Store
35,134683,5.1,11,2.9,6,3,0,18,101199,32667,5,6,1,9,5,3,4,4,6,2,5,Female,North Michelleside,Store
46,62145,5.4,2,0.1,3,7,0,19,5424,116455,2,3,3,3,4,9,7,4,3,6,2,Female,Lake Patricia,Store
70,226745,6.2,11,4.4,8,6,35,19,15327,86210,5,2,6,7,10,3,2,9,5,8,2,Female,Stevenfort,Store
22,74818,3.5,9,4.6,1,9,5,1,149996,82797,5,9,1,6,10,3,4,10,5,1,5,Female,North Dorothyland,Store
35,60999,4.4,10,2.5,2,6,32,19,85272,76413,4,2,1,4,9,2,6,5,7,4,6,Female,North Kelsey,Store
19,141913,5.0,9,3.5,1,2,49,10,127563,74492,1,0,4,1,1,4,7,10,6,4,4,Other,Lake Tiffanyfort,Store
52,229117,2.3,13,3.4,4,7,41,19,114559,26326,10,4,4,2,3,8,8,5,6,5,10,Male,North Amanda,Store
18,235495,6.5,4,2.0,2,7,44,3,86667,542,3,3,7,8,6,2,3,6,7,1,5,Male,Mitchellport,Store
39,60638,2.3,8,4.2,6,3,38,11,149996,89795,9,0,6,2,3,7,2,3,6,10,4,Other,New Martinview,Store
24,180888,6.7,13,5.5,9,1,9,10,121136,144614,7,7,6,7,1,10,6,2,5,6,9,Other,Martinside,Store
18,249989,5.7,9,2.7,5,9,39,13,84449,39729,5,9,6,2,10,10,9,10,6,8,9,Female,Hickstown,Store
52,163572,3.9,5,2.4,9,2,5,19,122321,20095,1,3,1,3,6,10,9,3,10,5,4,Female,Andersonshire,Store
18,210771,3.8,14,2.1,4,2,40,19,110850,77956,1,8,4,1,6,6,10,10,6,3,2,Female,New Justinborough,Store
28,243964,4.5,13,1.4,4,7,0,12,117677,109121,3,3,6,1,2,8,7,5,5,8,4,Other,Sanchezport,Store
27,50822,2.6,14,2.0,6,7,40,7,139593,52138,3,3,3,3,4,7,9,8,2,4,1,Other,Lake Janice,Store
18,216408,5.7,13,2.0,7,9,40,15,22823,137733,9,0,1,9,4,7,2,1,2,4,5,Other,South Kimville,Store
57,210177,6.8,8,2.4,1,9,41,18,5682,6562,10,1,7,3,10,3,4,3,5,8,5,Female,Veronicafort,Store
61,142589,4.0,13,3.2,10,10,35,9,142255,23961,5,4,7,9,3,5,8,7,5,4,4,Other,Bishopview,Online
23,136779,7.6,9,2.6,10,1,9,9,42796,40368,8,4,7,7,1,5,1,2,9,5,5,Other,South Geraldchester,Store
