job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
Data Scientist,Medium,Healthcare,Canada,Remote,Mid,7,Master,1,0,0,0,0,141386,7,2022,Medium,5
Machine Learning Engineer,Medium,Healthcare,Singapore,Remote,Mid,8,Bachelor,1,1,1,0,0,105883,12,2023,High,8
Data Engineer,Enterprise,Healthcare,USA,Remote,Mid,12,PhD,1,0,0,1,0,200667,8,2021,High,6
Data Engineer,Startup,Finance,UK,Hybrid,Mid,3,Bachelor,0,0,1,0,0,90280,11,2024,High,3
Data Analyst,MNC,Technology,India,Hybrid,Mid,14,PhD,0,0,0,1,1,77457,7,2023,High,2
AI Engineer,Enterprise,Technology,UK,Hybrid,Mid,13,Bachelor,1,0,0,1,0,171848,7,2021,Low,2
Data Analyst,MNC,Retail,Singapore,Remote,Mid,8,PhD,0,1,1,1,0,151127,11,2026,Medium,2
Data Engineer,Startup,Education,Australia,Hybrid,Mid,2,Master,1,0,1,1,0,129352,6,2020,Low,2
Machine Learning Engineer,Medium,Retail,Germany,Remote,Senior,3,Bachelor,1,0,1,1,0,114683,4,2025,Medium,4
AI Engineer,Enterprise,Healthcare,India,Hybrid,Mid,7,Bachelor,1,0,1,1,0,101104,6,2024,High,3
Data Scientist,MNC,E-commerce,India,Hybrid,Mid,8,Master,1,1,1,1,0,138530,1,2026,High,3
Data Engineer,Medium,E-commerce,UK,Remote,Senior,9,PhD,1,1,1,1,0,142472,6,2021,Low,5
Data Scientist,Startup,Education,Singapore,Onsite,Mid,7,PhD,1,0,0,0,0,177638,4,2023,High,6
Data Scientist,MNC,Finance,USA,Remote,Entry,7,PhD,0,1,1,1,0,132769,10,2022,Low,5
AI Engineer,Medium,Technology,UK,Remote,Mid,7,Bachelor,0,1,0,1,0,170100,5,2021,Low,5
Data Analyst,Enterprise,Finance,Australia,Onsite,Mid,14,Master,1,1,1,1,1,108222,6,2026,High,6
Data Scientist,Enterprise,Retail,Singapore,Onsite,Entry,7,Master,1,0,1,1,0,168343,8,2026,High,3
Machine Learning Engineer,Enterprise,E-commerce,Singapore,Remote,Mid,5,Master,0,0,1,1,0,122272,6,2024,Medium,6
Data Analyst,Enterprise,Retail,UK,Remote,Mid,9,Master,1,1,1,1,0,129802,6,2022,High,7
Machine Learning Engineer,Startup,Education,Singapore,Onsite,Entry,7,PhD,1,1,1,0,0,118598,4,2020,High,9
Data Analyst,Medium,Healthcare,Singapore,Remote,Senior,14,PhD,1,1,1,1,0,107481,11,2021,Low,1
Data Analyst,MNC,Finance,Canada,Remote,Entry,2,Master,1,0,0,1,0,58676,1,2022,Medium,7
Data Scientist,Enterprise,Healthcare,UK,Hybrid,Entry,1,Master,0,0,1,0,0,78453,12,2023,Medium,5
Data Engineer,Medium,Finance,USA,Hybrid,Senior,5,PhD,1,1,1,0,0,116569,6,2026,High,6
Business Analyst,Startup,Healthcare,Canada,Remote,Mid,12,PhD,0,0,1,1,0,111720,1,2021,Low,4
Data Analyst,Enterprise,Finance,Singapore,Remote,Senior,12,PhD,0,1,1,1,1,141209,1,2026,High,2
AI Engineer,MNC,Finance,Germany,Remote,Entry,9,Master,1,1,0,1,1,103920,1,2021,High,6
Data Scientist,Startup,Technology,USA,Onsite,Mid,14,Master,1,1,1,0,0,199162,1,2024,High,8
Data Engineer,Medium,Finance,Germany,Hybrid,Entry,4,PhD,0,1,1,0,0,122174,8,2021,High,3
Business Analyst,Enterprise,Healthcare,Canada,Remote,Mid,1,PhD,1,0,0,0,0,159694,2,2023,High,5
Data Scientist,Enterprise,Finance,Canada,Onsite,Mid,1,Master,1,0,1,1,1,127331,12,2022,Medium,4
Data Analyst,MNC,Retail,India,Onsite,Entry,7,PhD,1,1,1,1,1,177520,2,2021,High,2
Machine Learning Engineer,Startup,Finance,Canada,Onsite,Mid,8,PhD,1,1,1,1,0,90569,11,2024,High,5
Data Analyst,Medium,Finance,UK,Remote,Entry,9,PhD,0,1,0,0,1,131404,9,2021,High,2
AI Engineer,Enterprise,Retail,Australia,Remote,Entry,12,Master,1,0,0,1,0,69234,12,2024,High,4
Data Engineer,MNC,Healthcare,Canada,Onsite,Senior,2,Bachelor,1,1,1,1,0,111679,3,2021,Medium,8
Data Scientist,Startup,Retail,USA,Onsite,Mid,7,PhD,1,1,1,1,0,49577,1,2020,High,9
Business Analyst,MNC,Healthcare,Canada,Hybrid,Senior,10,Bachelor,1,1,0,1,1,152796,7,2020,Low,6
Data Engineer,Startup,Technology,UK,Onsite,Entry,9,Bachelor,1,1,1,0,0,132138,11,2023,High,7
Business Analyst,MNC,Finance,Australia,Hybrid,Senior,11,PhD,0,1,1,1,0,125384,2,2021,Medium,9
Business Analyst,Startup,Healthcare,Germany,Onsite,Mid,12,Bachelor,1,1,1,1,0,96714,12,2024,High,3
AI Engineer,Startup,Education,USA,Hybrid,Entry,10,Master,0,0,0,0,0,108161,10,2024,High,2
Data Engineer,Enterprise,Technology,Singapore,Hybrid,Mid,8,Master,1,1,1,1,1,93083,1,2024,Low,1
Data Analyst,Medium,Technology,USA,Onsite,Mid,0,Master,1,1,1,0,1,139812,7,2025,High,4
Data Analyst,Startup,Healthcare,Singapore,Hybrid,Mid,3,Bachelor,1,1,0,1,0,92101,5,2021,Medium,4
Data Scientist,Startup,Healthcare,India,Remote,Senior,13,PhD,1,1,1,0,0,81794,2,2025,High,5
Machine Learning Engineer,MNC,Education,Canada,Onsite,Mid,7,PhD,1,0,0,1,1,62931,1,2020,High,7
Data Analyst,Enterprise,Healthcare,UK,Remote,Entry,8,Bachelor,0,1,1,0,0,174626,6,2026,Low,4
Data Scientist,Startup,Finance,India,Remote,Mid,1,PhD,0,1,1,0,0,67567,6,2022,Medium,5
Data Analyst,Enterprise,Technology,Germany,Hybrid,Senior,0,Bachelor,0,0,1,0,0,140866,10,2020,High,1
Data Analyst,Enterprise,Retail,India,Hybrid,Senior,14,Bachelor,0,0,1,0,0,134679,4,2026,Medium,7
Business Analyst,MNC,Retail,Germany,Onsite,Mid,7,Bachelor,0,0,0,0,1,140817,3,2025,Medium,3
Data Analyst,Startup,Finance,USA,Remote,Mid,11,Master,1,1,1,1,0,106644,6,2026,Medium,2
Data Scientist,Enterprise,E-commerce,Australia,Hybrid,Entry,13,PhD,1,0,0,1,0,113009,1,2026,High,6
Machine Learning Engineer,Enterprise,Education,USA,Remote,Mid,7,Master,1,1,1,1,0,132579,9,2021,High,8
Data Engineer,MNC,Retail,India,Remote,Senior,3,Bachelor,1,1,0,1,0,125053,6,2024,High,5
Data Analyst,Startup,E-commerce,India,Remote,Mid,7,PhD,0,1,1,1,0,48709,1,2021,High,6
Data Engineer,MNC,Healthcare,Australia,Remote,Mid,6,Master,1,0,1,0,0,68094,6,2023,High,9
Data Analyst,Startup,Retail,Australia,Remote,Entry,7,Master,1,1,0,1,0,170763,11,2022,High,4
Data Analyst,Medium,Technology,Australia,Hybrid,Mid,0,Bachelor,1,1,0,1,0,137752,2,2024,Medium,6
Data Scientist,Medium,E-commerce,Canada,Hybrid,Mid,1,PhD,1,1,1,0,0,155836,7,2025,High,3
AI Engineer,Startup,Healthcare,Canada,Remote,Senior,4,Master,0,0,1,0,0,130051,10,2026,High,7
Machine Learning Engineer,Medium,E-commerce,India,Hybrid,Mid,8,Master,1,1,0,1,0,102098,10,2020,Medium,8
Business Analyst,Enterprise,Retail,Australia,Onsite,Mid,10,Master,1,1,0,1,1,146690,7,2024,Medium,4
Data Analyst,Enterprise,Technology,USA,Hybrid,Entry,9,PhD,1,1,1,0,0,163285,7,2023,Low,7
Data Analyst,Enterprise,Healthcare,Singapore,Remote,Mid,0,Bachelor,1,0,1,1,0,118441,11,2023,High,5
Data Scientist,Enterprise,Education,Australia,Remote,Mid,0,PhD,0,1,0,1,0,144358,1,2024,Medium,7
Data Analyst,MNC,Healthcare,Australia,Hybrid,Mid,4,PhD,0,1,1,1,1,82369,1,2024,High,7
Data Analyst,Medium,Technology,Germany,Hybrid,Entry,11,PhD,1,1,1,0,0,191919,4,2023,High,7
AI Engineer,Enterprise,Technology,UK,Remote,Mid,12,Bachelor,1,1,1,1,1,138168,8,2021,High,6
Machine Learning Engineer,Enterprise,Education,Canada,Remote,Senior,5,PhD,0,1,1,0,0,101070,6,2025,High,3
Machine Learning Engineer,Enterprise,Healthcare,USA,Remote,Entry,2,PhD,1,0,1,0,0,164263,1,2024,Low,6
