Date,Price
1999-07,31.211
1980-11,17.06
1921-06,55.674
1873-10,418.138
1859-09,1233.533
1833-01,17.06
1834-03,443.007
1961-04,17.06
1874-04,17.06
1883-12,1463.001
1858-05,1794.27
1833-01,17.06
1938-08,693.555
1867-10,1437.626
1925-06,44.424
2026-02,17.06
1836-01,38.991
1856-03,78.69
1833-01,17.06
1834-03,41.027
1980-01,17.06
1914-02,26.784
1833-01,17.06
1906-12,24.241
1833-01,17.06
2006-12,24.03
1926-06,25.144
1876-04,336.422
1836-06,41.036
1970-06,29.323
1867-12,54.539
1874-02,17.06
2014-01,1238.785
1871-02,1854.179
1954-08,17.06
2010-08,23.587
1919-01,4910.684
1931-08,21.34
1901-01,393.306
1837-01,1787.961
1999-02,25.254
1943-10,1329.367
2026-02,512.452
2015-02,222.783
1869-10,41.303
1845-06,47.099
1950-09,51.581
1946-07,17.06
2017-01,429.499
1962-08,17.06
1955-11,17.06
1867-11,17.06
1996-06,41.565
1846-12,19.824
2026-02,334.104
1858-10,28.794
2007-05,17.06
1844-06,23.256
1833-01,52.215
1934-08,17.06
1987-04,317.352
1980-06,22.408
1857-08,17.06
1892-12,17.06
1984-09,30.181
1954-03,17.06
2002-09,17.06
1891-02,171.743
1885-11,17.06
2016-03,20.58
1834-09,30.755
1863-01,33.827
1881-08,17.06
1833-05,2208.073
1856-11,308.494
1833-01,17.06
1914-11,17.06
2026-02,774.71
1893-05,17.06
1875-07,28.742
1987-08,750.237
1933-10,19.334
1919-01,29.87
1893-02,17.06
1933-02,35.664
1861-02,36.41
1833-01,479.315
1833-01,17.06
1843-06,1040.696
1833-01,367.933
1841-01,448.355
1864-02,44.374
1912-08,31.854
1839-01,20.03
1979-10,17.06
1846-01,30.438
1875-06,39.193
1845-01,17.06
1961-11,17.06
1976-07,1843.395
1868-02,681.041
1843-11,445.433
1833-01,39.207
1852-04,980.586
1878-03,39.143
1881-02,34.721
1908-05,1847.031
1937-12,29.426
1840-02,17.06
1909-01,17.06
1864-06,17.06
1978-06,53.103
1850-01,106.781
1865-11,17.06
1968-10,18.866
1839-12,45.696
1886-07,222.787
1999-10,17.06
1863-06,1706.398
1931-03,19.961
1862-10,34.853
2015-08,17.06
1872-08,17.06
1878-11,24.694
1963-10,35.263
1835-12,49.034
1906-10,17.06
2005-07,28.794
1893-08,57.74
1845-10,17.06
1833-01,21.339
1839-02,33.005
1846-05,62.072
1868-06,34.971
2008-03,287.784
1854-07,41.343
2005-06,38.35
1915-12,1073.559
1883-11,51.356
1902-01,20.789
1992-10,30.45
1912-09,24.084
1950-10,435.324
1889-04,21.19
2021-07,17.06
1853-05,29.149
1918-08,35.571
1951-09,631.185
1845-11,35.212
1867-05,1295.146
1848-05,500.808
1889-02,38.724
1833-01,17.06
1860-06,21.327
1833-01,17.06
1883-04,17.06
1843-09,41.199
1957-08,22.739
1854-08,1973.673
1889-11,58.113
1868-09,17.06
1892-02,33.436
1913-03,836.726
1873-07,39.385
1994-06,22.145
1940-05,35.952
1988-05,17.06
1841-07,17.06
1848-03,17.06
1833-06,878.04
1877-05,17.06
1833-01,949.586
1879-02,59.79
1902-08,249.995
1878-10,56.798
1833-01,35.271
1941-12,49.459
1851-11,31.346
1852-10,19.59
1856-10,17.06
1926-03,36.181
1935-08,24.972
1858-02,62.834
1959-09,62.149
1848-03,39.202
2020-08,24.788
1919-09,274.919
1954-11,22.595
2010-01,57.292
2013-07,995.788
1997-06,30.124
1855-01,27.698
1984-12,17.06
1960-10,17.06
1866-08,17.06
1885-02,18.799
1855-01,1169.055
1884-05,302.606
1901-12,25.632
1914-12,55.177
1856-04,34.603
1888-06,33.543
1858-01,17.06
1840-05,1359.616
1852-02,30.105
2017-11,1732.996
1897-08,50.715
1886-08,17.06
1908-01,17.06
2026-02,23.308
1959-09,28.042
1866-01,17.06
1931-08,17.06
2017-11,17.06
1855-09,1722.823
1849-03,5019.97
1851-09,27.44
2026-02,1812.597
2009-02,43.427
1966-01,35.619
2026-02,50.785
1854-02,330.913
2022-11,471.224
2009-06,48.087
2005-02,52.691
1856-03,17.06
1992-03,32.27
1842-02,31.334
1846-10,17.06
1859-09,37.1
1926-05,61.192
1873-02,17.589
1871-08,433.848
1836-08,17.06
1944-03,49.856
1833-01,27.75
2006-01,2018.312
1910-07,2333.668
1833-01,17.724
1844-10,24.989
1935-12,42.729
1996-01,17.06
1833-01,52.817
2009-07,481.89
1932-07,17.06
1852-01,17.06
1875-07,51.576
1856-01,1290.331
1994-05,1260.793
1838-11,17.06
1868-06,25.441
1906-09,1317.185
1926-06,256.546
1959-04,34.813
2026-02,17.06
1859-01,17.06
1843-09,17.06
1996-05,41.502
1880-06,559.258
2020-05,17.06
2014-10,17.06
1840-08,17.06
1957-01,17.06
1933-07,579.731
1861-11,384.439
1833-01,46.861
1833-01,17.77
1850-09,50.02
1844-09,17.06
1869-09,17.06
1960-08,271.758
1844-06,39.775
1877-12,49.869
1885-12,197.986
1833-01,17.06
1876-02,35.884
1955-10,1481.917
1935-11,17.06
1886-05,21.72
1965-05,403.965
1923-01,17.06
1872-06,1098.82
1856-09,53.158
1936-12,17.06
2013-06,17.757
1873-07,17.06
1851-09,38.088
1866-10,31.357
1836-03,31.077
1876-01,510.174
1833-01,692.099
1904-09,280.735
1933-01,17.06
1921-03,51.311
1859-08,26.629
1995-07,17.482
1984-03,1414.291
1950-01,21.83
1858-12,54.854
1934-05,17.06
1848-04,2206.961
1835-06,23.287
1947-07,17.06
1865-05,2281.091
1931-11,772.807
1877-12,33.212
1836-03,28.932
1886-12,17.06
1852-02,30.102
1924-02,17.06
1882-09,478.088
1994-10,478.935
1833-01,17.828
2002-11,17.06
1866-08,51.887
1835-09,46.481
1977-07,38.621
1997-04,17.06
1863-11,17.06
1897-02,1329.29
1936-04,24.557
1836-10,334.602
1953-08,39.317
1910-11,45.569
1873-01,46.908
1966-06,17.06
1908-12,17.06
1927-09,29.383
1976-10,17.06
1857-11,26.96
2008-04,17.06
1852-07,279.367
1938-02,54.588
1842-04,406.995
1985-12,17.06
1857-03,28.359
1994-07,17.06
1870-09,43.869
1845-07,18.577
1868-11,17.06
1833-01,20.034
1937-10,52.807
1833-01,19.435
1857-10,28.362
1862-03,436.408
1986-03,24.27
2000-03,386.187
1888-04,26.889
2011-08,2316.802
1833-01,244.476
1896-03,21.484
1886-08,17.06
1846-12,185.225
1866-02,512.346
1842-12,22.818
1899-06,1292.62
1925-10,17.06
1855-10,17.06
1870-07,17.06
1833-08,17.06
1985-09,63.098
1833-01,45.375
1879-08,18.359
2004-08,17.06
1987-05,23.576
1861-11,1801.885
1833-02,22.653
1942-02,371.471
1876-07,35.416
2019-01,1755.566
1860-10,35.334
1931-05,59.859
2013-08,60.463
1842-10,156.699
1896-06,17.06
1881-05,1184.414
1863-03,42.079
1872-03,387.031
1833-01,17.06
1860-12,26.776
1848-11,1880.94
1848-04,167.394
1859-10,31.063
1854-11,21.957
1948-06,44.868
1941-11,17.06
1959-03,19.435
1833-01,26.988
1876-10,17.06
1950-01,20.925
1842-06,1537.849
1874-12,17.06
1928-12,17.06
1917-06,23.807
1898-10,47.208
1870-11,4824.156
1833-01,28.099
1847-12,39.661
2026-02,17.06
1881-05,523.666
1833-08,17.06
1999-05,17.06
1847-01,466.958
1857-02,17.06
1838-09,17.06
1901-08,17.06
1863-10,1000.66
1835-08,17.06
1869-09,412.466
1920-08,24.545
1900-04,24.225
1841-01,17.06
1975-04,46.03
1866-10,41.462
1868-05,56.174
1935-04,36.215
1842-05,17.06
1857-12,17.06
1849-10,498.045
1866-02,17.06
2004-02,27.351
1877-04,41.279
2000-02,17.06
1957-06,322.013
1973-10,17.06
1855-09,337.041
1833-01,42.685
1844-11,17.06
1852-01,29.513
1987-08,37.727
1836-02,17.06
1903-10,17.06
1959-09,33.653
2026-02,17.06
1854-07,1278.482
1987-08,21.724
2003-12,17.06
1840-09,53.412
2016-01,52.627
1913-02,62.09
1944-08,20.647
1852-10,41.547
1900-10,17.06
1913-02,25.263
1891-08,59.23
1843-04,17.06
1866-03,17.06
1912-06,17.06
1856-08,1215.213
1855-12,26.665
1870-10,30.691
2019-10,1789.048
1878-08,106.288
1901-06,36.084
1833-01,17.06
1848-11,42.827
1873-09,283.631
1843-08,17.06
1860-12,22.349
1866-12,472.397
1934-10,26.005
1875-04,28.035
1996-07,48.926
1845-12,20.229
1908-03,917.48
1939-11,17.06
1878-09,311.85
1866-01,17.06
2012-12,1833.974
1942-01,17.06
1924-01,17.06
1865-11,306.043
1883-04,1663.673
1857-12,457.478
1893-08,25.425
1833-01,51.957
1891-11,37.82
1937-11,3473.983
1934-07,17.06
1938-03,22.015
1950-11,18.877
1837-05,1342.417
1833-02,17.06
1944-10,608.432
1997-12,247.09
1833-01,22.942
1844-06,17.06
2026-02,583.874
1860-03,1768.34
1884-06,29.793
1963-10,388.946
1847-11,57.193
1981-06,17.06
1895-07,17.06
1960-01,632.533
1833-01,17.631
1833-10,17.06
1864-03,17.785
1857-07,396.256
1961-09,17.06
1875-07,32.269
2010-01,212.258
1887-10,17.06
2021-09,19.558
1937-04,37.393
1925-04,17.06
1979-04,17.06
2001-01,33.802
1872-01,35.256
1877-09,33.682
1928-03,17.084
1833-01,17.06
1957-12,34.708
1833-01,17.06
1874-08,30.327
1846-06,27.514
1834-12,17.06
1847-11,17.06
1852-03,1556.403
1992-05,313.852
1875-11,965.712
1866-09,17.06
1957-12,77.956
1849-10,23.407
2013-10,1625.989
1884-10,28.573
1833-01,17.06
1833-01,17.06
1864-05,2040.622
2010-06,51.996
1892-01,212.182
2011-07,23.274
1966-05,49.42
1998-03,25.017
1882-08,31.463
1907-11,17.06
1833-01,30.766
1843-03,17.06
1888-04,37.392
1858-12,274.523
1863-02,55.258
1865-08,23.419
1887-10,425.447
1882-12,38.454
1842-08,17.553
1853-01,29.373
1964-12,23.513
1945-01,17.06
1867-05,465.635
1990-01,17.06
1845-07,20.421
1845-07,35.432
1835-04,17.06
1854-01,1489.386
1870-10,350.655
1851-05,17.06
1884-08,17.06
1915-02,27.241
1947-10,30.48
1865-03,17.06
1928-04,220.361
1979-10,17.06
1833-01,31.648
1848-07,17.06
1833-01,42.05
1934-02,17.06
1847-04,41.712
2011-01,1318.755
1954-03,290.286
1840-07,17.06
1939-06,1717.271
1852-08,39.273
1867-04,17.06
1877-11,45.873
2025-07,963.85
1994-07,17.06
1969-04,51.512
1873-02,55.748
1847-10,17.06
1833-01,20.797
1845-07,50.543
1986-06,25.342
1858-12,17.06
1841-07,405.65
1842-12,17.06
1859-05,35.951
1857-09,17.06
1833-12,348.244
1877-02,40.801
1895-03,30.159
1962-03,378.975
1833-01,17.06
1886-05,23.317
1918-08,17.331
1889-05,1067.094
2001-10,17.06
1856-08,58.004
1976-10,17.06
1917-05,17.06
1852-09,17.06
1893-04,1716.401
1951-07,32.324
1937-04,17.06
1886-03,17.06
1933-11,18.981
1963-01,28.106
1926-10,562.764
1894-11,23.198
1854-10,35.186
2011-05,17.06
1833-01,28.303
1866-03,44.529
1939-04,17.06
1968-09,17.391
1887-10,425.179
1865-12,361.647
1933-01,403.615
1864-03,47.097
1992-02,572.771
1849-09,17.06
1970-02,31.685
1908-02,194.753
1914-12,17.06
1918-10,24.714
1907-05,28.051
1833-01,1443.216
1843-10,27.845
1996-08,42.929
1876-04,49.766
1890-12,17.06
1941-08,23.841
1847-10,3419.524
1873-01,37.733
1881-03,39.16
1833-01,17.06
1922-06,40.336
1896-11,39.983
1839-11,52.093
1833-05,2671.554
1933-10,17.06
1983-10,32.259
1848-02,23.262
1853-04,49.461
1870-02,44.278
2015-02,667.49
2012-11,17.06
1833-01,17.06
1957-12,32.576
1880-08,686.586
1954-11,41.235
2024-10,43.313
1982-03,142.294
1846-11,459.292
1905-02,17.994
2024-10,17.06
1992-01,1170.209
1937-02,26.102
1833-01,26.647
1872-04,19.465
1940-01,57.132
1941-07,30.692
1995-01,51.467
1908-10,40.368
2019-02,48.919
1852-11,41.313
1833-01,17.06
1911-12,28.047
1845-10,21.248
1897-05,17.06
1979-07,17.06
1898-05,31.042
1941-03,17.06
1865-04,1000.944
1895-02,20.718
1970-11,26.913
1867-09,104.272
1873-04,65.969
1936-04,17.06
1919-10,1455.997
1895-05,45.324
1930-10,17.06
1865-09,17.06
1912-10,39.644
1838-05,59.886
1840-06,17.06
2001-11,17.06
1856-08,353.155
1880-02,18.754
1888-05,1695.513
1899-12,21.715
1838-02,304.765
1972-01,44.64
1933-01,17.06
1950-05,197.699
2026-02,27.985
1855-12,21.64
1844-07,1371.608
1970-06,396.979
1845-07,55.557
1866-08,23.635
1990-11,1096.245
1858-04,291.104
1874-12,38.112
1844-12,101.995
1833-01,17.06
1875-03,24.261
1962-09,17.06
1874-09,25.494
1855-01,17.06
1932-07,38.011
1833-01,18.473
1851-10,17.06
1920-08,25.905
1963-05,1033.705
1836-11,2382.812
1974-06,17.06
1833-01,53.556
1932-12,17.06
1882-11,17.06
1834-01,17.06
1848-06,17.527
1836-10,17.06
1875-08,27.991
1932-02,53.731
1870-08,17.06
1980-09,25.482
1833-01,17.06
1887-01,17.06
1872-09,22.136
1848-03,39.867
1882-01,339.637
1886-10,25.875
1915-02,55.409
1849-03,304.272
1940-11,24.636
1836-01,17.06
1927-07,55.516
1851-12,253.931
1835-03,17.06
1960-03,17.06
1847-01,17.06
1857-06,18.886
1856-11,24.577
1925-11,5019.97
1865-06,33.026
1908-10,23.512
1908-07,25.437
1990-12,1197.814
1955-11,1979.941
1833-01,22.136
1983-10,17.06
1838-03,1856.676
1855-04,17.06
1866-05,22.054
1848-01,18.66
1976-06,17.06
1860-11,157.118
1924-05,19.053
1985-07,33.329
1833-01,41.929
1885-08,17.06
2025-06,27.304
1944-04,46.332
1951-09,32.184
1834-11,460.082
1971-04,1456.252
1997-12,44.557
2026-02,17.06
2021-08,26.604
1925-01,364.98
1920-05,149.682
1909-03,43.852
1878-10,19.649
1869-10,23.648
1959-05,17.06
1965-04,25.594
1901-06,30.143
1833-01,17.06
1842-02,17.06
1833-01,169.65
1833-01,28.372
1833-01,17.06
1923-11,29.982
1881-04,32.682
1917-06,38.647
1887-03,1981.673
1976-07,17.06
1857-06,17.06
1880-11,353.592
1979-01,42.727
1902-10,52.929
1841-03,30.316
1950-01,965.856
1868-10,399.138
1904-02,26.702
2015-01,17.06
1876-04,35.857
1883-07,22.806
1895-01,28.351
2020-12,19.752
1968-07,1321.93
2006-07,42.272
1973-04,24.042
1881-09,34.325
1918-07,355.701
1881-09,37.064
1920-10,43.386
1884-10,1236.138
1833-01,211.025
1977-12,27.822
1948-08,2486.857
1973-08,17.06
1851-05,565.372
2026-02,441.677
1969-09,26.748
1974-08,17.06
1859-05,993.106
2026-02,22.529
1966-08,32.906
1986-08,17.06
1860-05,350.781
1920-05,27.464
1855-01,2087.765
1833-01,63.891
1897-01,19.294
1994-05,32.665
1979-08,31.392
1957-03,1181.703
1950-06,65.527
1839-03,2056.667
1919-05,17.06
1862-02,31.666
1833-01,46.63
1841-10,41.855
1876-02,23.584
1980-09,66.336
1937-08,31.48
1887-07,17.06
1892-09,36.187
1899-01,17.06
1911-10,17.06
1947-05,458.495
1991-03,35.938
1888-10,526.588
1867-10,959.848
1987-11,26.124
1999-04,46.254
1892-10,47.615
1893-10,17.06
1859-02,644.772
1833-01,17.06
1874-08,28.778
1858-09,17.06
1976-07,262.36
1961-05,17.06
2005-11,31.3
1955-07,22.252
1859-11,17.06
1837-11,40.996
1880-12,38.96
1837-01,17.06
1833-01,26.846
1933-12,18.325
2003-09,17.06
1945-10,27.533
1842-02,17.06
1959-02,43.843
1878-11,296.973
1976-03,290.377
1833-01,31.835
1998-03,455.616
1868-05,79.201
1974-01,218.924
1982-08,17.06
1997-11,17.06
1885-04,17.06
2026-02,17.06
1850-07,17.06
1856-06,29.966
1895-04,17.06
2009-12,17.06
1834-10,21.116
1975-08,17.06
1945-02,53.055
1845-05,60.411
2026-02,34.203
1863-12,21.764
1833-01,17.06
1836-12,17.06
1986-08,39.526
1864-05,988.508
1846-01,27.287
1855-03,2392.16
1925-11,835.675
1893-03,157.679
2005-01,792.396
1852-08,20.461
1998-09,41.744
2026-02,1912.557
1833-01,279.931
1919-05,17.06
1868-11,2247.589
1906-06,17.06
1833-01,310.567
1864-10,52.492
1841-11,41.301
1833-01,36.419
1852-08,2073.386
1942-12,607.838
1888-08,226.951
1879-12,59.169
1841-07,17.06
1862-07,51.699
1880-05,25.317
1833-01,40.431
1847-10,346.375
2015-10,314.16
1941-08,31.431
1944-07,340.118
1983-08,17.06
1848-07,17.06
1855-06,44.042
2026-02,383.287
1964-03,417.022
1969-10,34.996
1833-01,240.005
1853-01,17.06
1990-06,17.06
1845-03,49.64
1858-11,47.261
1859-11,17.06
1895-07,35.751
1873-07,17.06
1834-07,21.415
1920-02,2138.984
2016-12,1826.074
2017-02,24.073
1915-06,20.424
1926-09,17.06
1875-06,28.245
1852-07,17.06
1871-03,364.111
1849-11,17.06
1982-01,17.06
1856-02,17.06
1864-12,18.829
1946-04,1362.561
1833-01,309.616
1861-06,17.06
1880-06,17.06
1858-05,1429.64
1934-03,17.06
1888-01,20.907
2024-02,1609.233
1833-01,17.06
1851-01,17.06
1849-02,50.946
1847-05,17.06
1865-05,22.19
1884-01,17.06
1859-02,53.315
1833-01,31.348
1887-08,775.972
1892-07,17.06
1909-04,57.685
1833-01,427.421
1861-09,34.841
1843-11,26.598
1864-05,25.669
1880-11,332.339
1851-06,17.06
2006-06,36.331
1849-02,45.711
1915-05,582.752
1838-08,35.28
1838-07,25.774
1849-07,283.324
1922-03,54.115
1960-01,44.968
1869-07,17.06
1861-05,41.952
1999-08,38.771
1833-01,30.728
1932-10,17.06
1974-05,452.656
2012-09,17.06
1855-01,17.06
1880-07,50.763
1966-04,17.06
1852-03,32.377
1835-10,24.659
1833-01,1549.548
1840-11,31.534
1850-01,17.06
1921-09,24.013
1854-01,21.347
1833-01,35.141
1844-02,53.059
2018-11,368.314
1870-11,33.531
1847-05,17.06
1856-06,296.903
1836-07,1095.413
1833-01,17.06
1940-03,38.992
1880-05,357.694
1833-11,37.172
1923-02,1768.911
1962-05,19.382
1869-06,17.06
1866-07,17.06
1833-01,21.275
2014-07,30.304
1874-11,940.289
1884-11,17.06
1833-01,307.586
1853-01,22.655
1993-07,17.06
1918-10,17.06
2009-03,56.608
1957-04,129.628
1880-07,17.06
1941-02,17.06
1866-12,386.124
1893-08,43.784
1996-03,23.026
1865-10,19.764
1888-05,2206.544
1839-04,68.268
1852-10,17.06
1838-08,35.851
1924-05,1926.529
1861-02,825.909
1897-10,17.06
1884-08,30.954
2013-01,27.454
1871-06,80.149
2026-02,1382.603
1894-04,357.176
1833-01,57.485
1906-12,17.06
1833-01,23.719
1880-02,64.722
1975-09,17.06
1897-06,48.555
1848-02,1334.322
1849-03,20.308
1839-10,17.06
1833-01,29.151
1997-10,17.06
1936-09,22.651
1968-12,31.552
1879-01,17.06
1833-01,17.06
1854-09,57.197
1898-05,25.073
1841-09,17.06
1994-12,17.06
1840-06,21.91
1871-04,1330.693
1869-03,22.672
1869-02,40.561
1855-08,34.402
2016-09,23.867
1850-10,17.06
1875-02,17.06
2011-07,2117.53
1849-10,24.546
1935-02,28.999
1871-03,1442.384
1890-09,23.876
1886-09,34.071
1833-01,44.578
1862-08,62.289
1890-02,927.819
1949-03,22.916
1900-05,42.237
2026-02,17.06
1840-04,23.755
1868-04,1554.305
1901-08,23.605
1833-01,17.06
1909-11,37.718
2000-02,17.06
1899-02,19.83
2005-07,17.06
1951-04,1565.42
1951-10,29.334
2004-06,1270.153
1833-01,21.106
1901-09,1241.099
1917-10,28.875
1906-06,17.06
1874-05,17.06
1974-08,27.717
1969-05,17.06
1838-02,1481.285
1994-12,17.06
1839-09,43.646
1920-06,17.06
1853-09,45.055
1981-07,527.254
1860-06,1800.568
1863-06,43.914
1846-09,27.877
2024-03,17.06
1859-11,1415.449
2022-07,586.969
1873-05,17.06
1858-04,26.738
1947-02,17.06
1910-03,17.06
2025-02,35.104
1926-12,59.415
1982-08,25.824
1889-01,17.06
1835-06,17.06
1883-06,21.616
1847-02,20.471
1882-10,17.06
1871-11,220.903
1865-10,29.812
1915-02,18.141
1856-01,31.443
1907-04,17.06
2015-10,241.051
1889-08,124.687
2026-02,2113.423
1968-03,358.112
1990-12,17.06
1971-10,17.06
1840-12,17.06
1898-09,17.06
2020-01,35.375
1914-08,1236.103
1841-01,19.456
1939-12,17.06
1866-12,44.601
1850-12,17.06
1834-06,259.47
1896-10,17.06
1867-06,40.835
1994-08,17.06
1894-07,31.112
1834-10,38.212
1970-05,31.174
2007-04,2112.59
1881-03,17.06
1845-02,40.496
2000-05,17.06
1926-04,31.147
2013-04,376.339
2013-11,42.295
1971-07,17.06
1843-08,45.427
1883-09,39.956
1868-07,28.343
1915-07,31.958
1833-01,17.06
1885-04,36.553
2025-07,37.061
1833-01,17.06
1997-04,3443.848
1835-01,44.091
1916-07,480.223
1986-03,17.06
1881-09,27.736
2026-02,29.236
1918-12,1841.902
1918-10,149.877
1916-02,17.06
1994-02,33.674
1837-03,29.618
1953-02,19.476
1925-08,301.688
2026-02,20.736
2026-02,40.868
2002-04,34.669
1942-09,23.684
1868-07,28.914
1920-01,2133.873
1845-11,27.455
1916-02,28.199
1953-01,26.884
1833-01,29.889
1859-03,31.193
1853-02,26.966
1980-10,386.419
1868-05,2490.82
2006-05,303.928
1887-09,25.724
1857-12,55.294
1971-12,777.935
1881-06,19.412
1841-12,29.408
1994-06,50.819
1833-01,30.356
1846-05,2352.916
1854-08,24.88
2026-02,27.569
1967-11,1796.976
1945-01,50.163
2021-07,25.933
1920-06,50.265
1927-06,63.809
1928-08,43.368
2009-10,34.158
1925-12,17.518
1866-10,27.882
1833-11,150.103
1944-02,17.06
1857-10,36.563
1911-01,43.339
1863-07,27.776
1859-11,17.06
1833-01,352.285
1837-02,17.06
1856-02,49.689
1846-04,1487.044
1954-02,18.996
1841-12,22.915
1891-09,17.06
1851-01,196.744
1860-10,2200.229
1889-10,22.375
1999-07,42.657
1894-03,450.827
1868-06,26.801
1838-02,362.151
1999-08,26.619
1902-12,1721.468
1876-11,58.214
1838-01,1159.666
1920-01,17.06
1840-12,17.06
2026-02,32.006
1890-07,17.06
1838-05,100.155
1879-05,17.06
1994-03,26.866
2019-10,17.06
2026-02,35.42
1921-05,17.06
1926-02,17.06
2026-02,46.491
1971-08,17.06
1937-09,1465.253
1867-10,191.51
1948-12,29.363
1999-11,17.06
1912-05,28.117
1915-05,1456.201
1982-05,19.038
1844-12,17.06
1839-03,29.132
1944-06,37.173
1909-08,34.379
1855-02,17.06
1985-01,17.06
1854-11,17.06
1896-06,25.157
1959-11,17.06
1862-04,17.06
1956-10,33.778
1973-11,17.524
1865-11,755.837
1964-05,17.06
1884-01,146.151
1899-10,919.116
1974-03,17.06
1834-06,24.984
1876-09,1844.54
1886-12,19.184
1833-01,39.116
1855-11,21.81
1840-03,21.173
1841-01,1200.199
1868-09,26.921
1972-07,48.365
1956-07,514.763
1954-08,1183.357
2021-06,404.609
1833-01,17.06
1917-04,30.897
2022-08,17.06
1994-04,42.206
1853-10,43.142
1833-01,41.87
1856-04,57.008
1986-12,17.06
1855-04,283.537
1855-05,1449.013
2025-09,343.224
1861-04,46.867
1999-03,518.853
1851-01,45.151
2000-08,48.933
1860-05,41.8
1860-05,17.06
1835-10,41.581
2005-01,17.06
1917-04,45.157
1932-05,2055.064
1856-07,56.059
1911-07,594.771
1860-02,17.06
1873-05,59.846
1842-06,35.077
1834-12,297.003
1952-11,17.06
1857-04,29.065
1968-01,301.124
1918-07,17.06
1847-11,1908.767
1914-05,345.215
1833-01,1677.16
1874-09,22.253
1919-09,17.06
1833-01,17.06
2008-02,17.06
1854-08,46.229
1870-10,17.06
1863-02,39.682
1966-05,280.197
1895-02,17.06
1934-06,33.079
1833-01,36.223
1949-12,1544.114
1985-01,1461.573
1833-01,1341.592
1925-08,1000.793
1833-01,1485.803
1890-01,17.06
2005-01,47.797
1985-07,28.71
1899-06,25.93
1862-09,17.955
1851-10,27.982
1916-01,17.06
1903-07,31.32
1847-12,37.977
1847-11,17.06
1835-02,28.886
1921-07,325.99
1833-01,17.06
2005-05,36.491
1984-10,21.123
1882-10,35.812
1934-09,17.06
1833-01,34.753
1893-11,20.85
1856-10,34.89
1876-09,17.06
1856-01,404.65
1856-04,36.853
1852-06,19.935
1953-12,20.985
1944-07,22.455
1846-03,29.158
1995-07,35.185
1939-02,1115.594
1989-02,24.677
1845-08,22.717
1860-01,909.067
1906-08,18.64
2019-10,17.06
1833-01,36.526
1891-09,392.566
1881-09,29.858
1937-04,31.946
1949-08,319.81
2009-07,40.275
1908-11,1864.474
1880-06,40.097
1871-07,17.06
1833-01,35.535
1836-01,20.581
1850-12,1838.791
1833-01,1472.662
1833-01,18.218
1851-04,17.06
1964-12,49.73
1857-04,58.801
1844-10,51.308
1927-01,17.06
1866-12,23.013
1942-01,17.06
1976-12,153.229
1890-06,34.133
1841-03,17.06
1865-08,37.026
1940-01,17.635
1882-03,17.06
1891-11,1602.423
2024-08,3053.994
1882-12,28.824
1833-01,17.06
1833-01,17.06
1833-01,1778.619
1885-11,213.63
1851-10,474.49
1931-06,68.152
