Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,Yes,Travel_Rarely,1479,Sales,29,4,Marketing,1,9639087,2,Female,70,2,3,Sales Executive,3,Married,6181,23068,9,Y,Yes,13,3,3,80,1,7,3,3,1,9,0,6
42,No,Travel_Frequently,1074,Research & Development,4,3,Life Sciences,1,7193634,4,Female,33,3,1,Healthcare Representative,4,Single,19912,24779,1,Y,No,18,3,4,80,2,33,4,3,1,6,1,15
38,Yes,Travel_Rarely,1394,Research & Development,25,1,Marketing,1,7573431,2,Male,59,3,1,Laboratory Technician,1,Married,14092,22735,0,Y,No,18,3,1,80,1,8,5,3,3,3,0,6
18,No,Non-Travel,1170,Research & Development,2,2,Marketing,1,11558911,2,Male,66,3,4,Healthcare Representative,2,Married,3244,26999,0,Y,No,13,3,3,80,1,9,5,3,1,5,0,4
18,No,Travel_Rarely,1300,Human Resources,17,2,Medical,1,9407002,3,Male,64,3,1,Research Scientist,3,Married,3214,17309,7,Y,Yes,18,3,2,80,2,30,2,3,0,9,7,2
40,No,Travel_Rarely,750,Research & Development,4,4,Life Sciences,1,12543519,1,Male,49,3,1,Manager,1,Married,3607,3400,6,Y,No,12,3,3,80,2,9,5,1,9,6,1,1
24,No,Travel_Rarely,1338,Sales,25,3,Life Sciences,1,14604514,3,Female,94,3,1,Laboratory Technician,4,Divorced,2471,14953,2,Y,Yes,11,3,2,80,1,30,2,1,3,3,1,3
18,No,Travel_Rarely,841,Sales,2,1,Medical,1,383048,3,Male,77,3,3,Sales Executive,1,Married,15862,4074,1,Y,No,11,3,2,80,1,40,3,3,4,5,1,1
19,No,Travel_Rarely,1316,Sales,17,4,Life Sciences,1,470201,4,Female,61,2,1,Laboratory Technician,4,Divorced,6592,18322,1,Y,No,16,3,4,80,0,6,3,3,0,12,2,3
27,No,Non-Travel,763,Sales,29,4,Life Sciences,1,13257733,3,Male,53,3,2,Human Resources,3,Married,12713,8832,1,Y,No,13,3,3,80,2,20,3,2,2,12,0,5
25,No,Travel_Frequently,1499,Research & Development,29,1,Medical,1,14824356,3,Male,61,3,1,Manager,2,Single,8845,16867,0,Y,No,11,3,4,80,1,13,2,3,6,18,0,4
26,No,Non-Travel,1499,Sales,9,4,Life Sciences,1,13820228,3,Female,87,4,3,Manager,4,Single,5907,16953,0,Y,No,11,3,2,80,2,13,2,2,19,18,9,2
18,No,Travel_Frequently,673,Research & Development,4,4,Medical,1,5920261,3,Female,68,2,2,Manufacturing Director,2,Married,17570,25652,0,Y,No,11,4,3,80,2,26,3,3,2,6,1,5
18,No,Travel_Rarely,969,Research & Development,3,3,Technical Degree,1,11979993,4,Female,86,3,1,Laboratory Technician,1,Divorced,4686,26236,1,Y,Yes,15,3,3,80,1,12,1,2,17,1,0,0
42,No,Travel_Frequently,953,Research & Development,23,4,Medical,1,3928979,4,Male,46,3,2,Laboratory Technician,3,Divorced,3331,17282,4,Y,No,11,3,2,80,2,14,2,2,17,5,0,1
39,No,Travel_Rarely,1195,Research & Development,1,3,Medical,1,5926734,1,Male,87,3,1,Manufacturing Director,1,Married,7105,6902,2,Y,No,20,3,4,80,2,5,3,3,6,5,1,3
29,No,Travel_Frequently,1098,Research & Development,21,4,Marketing,1,2529885,1,Male,92,3,1,Healthcare Representative,1,Divorced,7761,17603,1,Y,Yes,19,3,3,80,0,24,2,4,0,12,0,1
20,No,Travel_Rarely,1499,Research & Development,1,2,Medical,1,13747531,3,Female,83,3,1,Research Scientist,3,Divorced,3642,24557,0,Y,No,22,3,1,80,1,15,4,3,0,2,0,5
33,No,Travel_Rarely,764,Research & Development,1,3,Life Sciences,1,15588923,3,Female,61,3,2,Sales Executive,4,Married,3168,26999,3,Y,Yes,16,3,2,80,0,13,3,3,0,18,0,2
27,No,Travel_Rarely,1499,Research & Development,29,3,Medical,1,6951286,3,Male,74,3,1,Manufacturing Director,4,Divorced,18748,25193,4,Y,No,11,3,1,80,1,13,3,3,3,3,2,5
23,No,Travel_Rarely,929,Research & Development,3,1,Technical Degree,1,10575101,2,Male,50,3,2,Sales Executive,2,Single,7789,5499,7,Y,Yes,11,3,1,80,0,40,2,3,26,14,3,2
18,No,Travel_Rarely,1499,Sales,26,4,Life Sciences,1,15359368,4,Male,54,3,1,Sales Executive,2,Married,7698,5646,0,Y,No,19,3,4,80,1,14,3,3,11,8,0,2
25,No,Travel_Rarely,987,Research & Development,3,4,Medical,1,2786152,4,Male,72,3,3,Sales Executive,4,Single,2467,14215,0,Y,Yes,19,3,1,80,1,20,3,3,3,9,3,6
32,Yes,Non-Travel,1499,Sales,4,4,Life Sciences,1,1083284,4,Female,80,3,5,Research Scientist,3,Single,2925,26999,5,Y,Yes,12,3,4,80,0,29,5,4,5,2,2,3
31,Yes,Travel_Rarely,1344,Research & Development,25,4,Life Sciences,1,9330940,1,Male,73,2,2,Sales Executive,4,Single,13442,15549,3,Y,No,14,3,1,80,1,25,1,2,6,5,2,4
47,No,Travel_Rarely,1499,Research & Development,3,2,Medical,1,1834308,4,Male,85,3,1,Research Scientist,1,Divorced,10877,24002,0,Y,Yes,11,3,2,80,0,38,4,3,3,6,6,6
44,Yes,Travel_Rarely,1499,Research & Development,24,1,Life Sciences,1,7283496,3,Female,63,4,2,Human Resources,3,Married,3404,2094,0,Y,Yes,12,3,3,80,3,32,2,3,23,9,2,4
19,No,Travel_Frequently,723,Research & Development,3,4,Medical,1,1909163,4,Male,81,3,2,Laboratory Technician,3,Married,17017,22416,7,Y,No,11,3,1,80,1,40,3,2,2,5,3,12
36,No,Travel_Rarely,1238,Research & Development,3,4,Life Sciences,1,12734634,3,Male,38,1,1,Laboratory Technician,1,Married,16005,4723,2,Y,Yes,13,4,3,80,1,12,3,2,10,4,2,2
18,No,Travel_Rarely,1499,Human Resources,26,3,Technical Degree,1,5380111,4,Female,84,3,3,Manager,4,Married,2952,18708,7,Y,No,14,3,4,80,1,23,0,3,2,5,0,7
48,No,Non-Travel,1499,Research & Development,1,2,Medical,1,1038615,1,Male,100,3,2,Sales Representative,1,Married,5421,20906,0,Y,Yes,17,3,1,80,0,10,3,3,7,5,0,9
20,No,Travel_Rarely,1499,Research & Development,14,3,Life Sciences,1,2314053,4,Female,76,1,3,Manager,1,Married,2926,19123,1,Y,No,12,3,3,80,0,31,4,3,6,6,8,5
52,No,Travel_Rarely,463,Sales,1,2,Technical Degree,1,4778482,3,Female,54,3,1,Healthcare Representative,3,Married,3325,7182,1,Y,No,12,3,1,80,1,14,3,4,0,8,0,2
24,No,Travel_Rarely,1102,Research & Development,2,3,Technical Degree,1,8733513,3,Male,93,3,3,Research Director,1,Single,8475,7925,1,Y,Yes,11,3,2,80,1,6,2,2,23,6,0,2
18,No,Travel_Rarely,422,Human Resources,2,4,Life Sciences,1,11717851,3,Female,94,2,2,Manufacturing Director,2,Single,8202,5771,4,Y,Yes,15,3,3,80,3,6,2,2,8,1,0,5
31,Yes,Travel_Rarely,384,Research & Development,4,3,Life Sciences,1,541634,4,Female,82,3,1,Sales Representative,1,Divorced,6921,26209,3,Y,No,14,3,3,80,1,14,2,2,16,8,0,6
35,No,Travel_Rarely,608,Research & Development,29,1,Life Sciences,1,8416144,3,Male,93,4,1,Sales Executive,4,Single,15899,11377,2,Y,No,13,3,1,80,0,31,2,4,4,5,1,2
18,No,Travel_Frequently,945,Research & Development,29,3,Life Sciences,1,10109460,2,Male,30,3,1,Sales Executive,4,Married,8235,10020,1,Y,Yes,11,3,1,80,2,13,6,4,6,17,2,9
43,No,Travel_Rarely,524,Research & Development,8,2,Marketing,1,945092,3,Male,36,3,2,Manufacturing Director,3,Married,7830,26999,6,Y,No,11,3,1,80,0,13,3,4,6,0,1,4
22,No,Travel_Rarely,1499,Research & Development,29,4,Medical,1,13931039,4,Female,88,1,4,Research Scientist,2,Divorced,2114,24414,2,Y,Yes,15,3,3,80,3,21,3,1,0,9,2,11
34,No,Travel_Rarely,1237,Research & Development,1,2,Technical Degree,1,4672502,3,Male,81,3,2,Research Scientist,1,Divorced,15670,26999,1,Y,No,12,3,2,80,0,10,3,2,0,3,5,3
18,No,Travel_Frequently,1499,Research & Development,5,3,Life Sciences,1,2880758,1,Female,97,3,2,Sales Executive,1,Single,2296,15895,2,Y,No,14,3,2,80,0,8,2,4,12,8,2,2
24,No,Travel_Rarely,1078,Research & Development,29,2,Medical,1,849197,3,Male,45,4,2,Research Director,4,Married,6951,22649,5,Y,No,16,3,2,80,0,12,1,2,2,4,0,8
18,No,Travel_Frequently,1499,Research & Development,21,2,Medical,1,10997928,3,Female,87,2,3,Research Director,4,Single,17071,9875,0,Y,No,13,3,1,80,0,10,6,3,4,1,4,5
35,No,Non-Travel,910,Research & Development,11,4,Life Sciences,1,16522275,1,Male,89,3,1,Research Scientist,3,Single,15436,2094,3,Y,Yes,20,3,4,80,1,12,3,3,11,12,2,2
21,No,Travel_Frequently,602,Research & Development,4,4,Medical,1,15345513,2,Female,73,3,4,Sales Executive,1,Divorced,9068,26999,1,Y,No,18,4,2,80,1,10,2,2,4,8,1,3
18,No,Travel_Rarely,1499,Research & Development,1,4,Life Sciences,1,13978534,3,Male,74,3,4,Laboratory Technician,3,Married,6339,15451,4,Y,Yes,14,3,2,80,1,40,1,3,20,8,2,2
21,No,Travel_Rarely,1366,Research & Development,4,3,Medical,1,10217948,3,Male,88,3,1,Manager,1,Single,6856,15776,6,Y,Yes,12,3,2,80,0,18,2,2,0,3,1,4
18,No,Travel_Rarely,1304,Research & Development,8,4,Technical Degree,1,71967,3,Female,42,3,1,Healthcare Representative,4,Married,4234,7899,0,Y,No,14,3,1,80,0,40,2,3,6,1,13,17
19,No,Travel_Rarely,431,Sales,22,4,Life Sciences,1,16146365,2,Male,73,1,2,Healthcare Representative,2,Married,5579,22838,7,Y,No,14,3,4,80,1,23,3,2,10,5,1,2
40,No,Travel_Frequently,1499,Research & Development,4,4,Life Sciences,1,978112,3,Male,72,3,2,Laboratory Technician,4,Married,7791,16362,5,Y,Yes,12,3,4,80,0,14,2,3,1,9,1,3
20,No,Travel_Rarely,1134,Research & Development,4,3,Medical,1,13535742,3,Female,87,3,2,Research Scientist,4,Married,2547,10460,4,Y,No,11,3,4,80,0,9,2,3,7,9,0,0
32,No,Travel_Frequently,1122,Research & Development,29,3,Medical,1,5263018,1,Female,38,4,1,Healthcare Representative,1,Married,3477,6424,3,Y,Yes,11,3,3,80,1,13,3,3,8,5,6,0
22,No,Non-Travel,1499,Sales,3,2,Medical,1,8854217,3,Female,77,3,5,Healthcare Representative,4,Married,7820,16804,1,Y,No,13,3,4,80,2,33,2,3,7,9,2,9
18,No,Travel_Frequently,1320,Sales,1,2,Life Sciences,1,16500770,1,Male,67,3,2,Research Director,1,Married,6946,8091,2,Y,No,16,3,4,80,0,11,2,3,2,9,0,14
27,No,Travel_Rarely,1174,Sales,29,3,Other,1,7388674,4,Male,99,3,2,Sales Executive,3,Single,3439,10102,1,Y,No,11,3,3,80,0,20,2,3,1,6,0,6
18,No,Travel_Frequently,1490,Sales,12,5,Life Sciences,1,14925754,3,Female,40,3,3,Healthcare Representative,3,Married,7133,20931,1,Y,Yes,12,3,2,80,3,11,1,3,27,1,0,8
18,No,Travel_Rarely,1499,Human Resources,2,4,Life Sciences,1,9557731,3,Male,82,2,3,Research Scientist,1,Divorced,3481,10431,1,Y,No,13,4,2,80,2,27,3,3,4,5,0,6
18,No,Travel_Rarely,1499,Sales,14,3,Technical Degree,1,7014610,2,Female,95,3,3,Sales Executive,1,Single,15869,22748,9,Y,No,21,3,3,80,3,18,1,3,1,1,1,4
24,No,Travel_Frequently,1499,Research & Development,4,3,Medical,1,14878237,3,Male,77,3,3,Research Scientist,3,Single,8608,14022,6,Y,No,11,3,2,80,0,27,3,3,2,6,0,2
19,No,Travel_Frequently,1499,Research & Development,11,2,Life Sciences,1,10600355,3,Male,38,3,2,Human Resources,3,Married,5283,22612,2,Y,Yes,19,3,2,80,0,4,4,2,1,5,6,0
18,Yes,Travel_Rarely,1439,Research & Development,11,3,Medical,1,12434995,2,Male,65,1,1,Manager,3,Divorced,7238,25991,8,Y,Yes,16,3,1,80,0,27,3,3,8,5,6,2
23,Yes,Travel_Rarely,1499,Sales,21,3,Marketing,1,95731,3,Female,69,3,2,Laboratory Technician,1,Married,4504,4413,7,Y,No,11,3,2,80,1,2,3,3,21,0,0,7
35,No,Travel_Rarely,1371,Research & Development,12,3,Life Sciences,1,12053251,4,Male,87,3,3,Manager,4,Married,8528,5969,7,Y,No,12,3,2,80,3,13,3,3,1,1,0,5
23,No,Travel_Rarely,400,Sales,5,2,Medical,1,11701457,1,Male,85,3,2,Sales Executive,3,Single,6824,13548,7,Y,Yes,11,3,2,80,0,10,3,4,7,10,0,5
20,No,Travel_Rarely,1499,Human Resources,23,3,Life Sciences,1,1609987,1,Female,61,3,1,Laboratory Technician,2,Divorced,8271,11042,0,Y,Yes,15,3,4,80,1,32,3,3,18,1,0,4
18,No,Travel_Frequently,1214,Human Resources,6,4,Life Sciences,1,5815660,4,Male,93,3,1,Laboratory Technician,3,Married,5415,9792,5,Y,Yes,11,3,4,80,1,30,3,2,0,8,0,6
19,No,Travel_Frequently,1217,Research & Development,4,4,Technical Degree,1,6725588,4,Male,84,2,2,Manager,1,Married,7847,24850,0,Y,No,13,4,4,80,1,28,3,4,9,4,0,5
18,No,Travel_Rarely,1499,Research & Development,5,3,Medical,1,4544106,3,Female,39,2,3,Manager,1,Married,11135,10795,2,Y,Yes,18,4,3,80,0,7,3,3,10,10,0,3
42,No,Travel_Frequently,1078,Research & Development,29,2,Life Sciences,1,8003229,2,Male,100,3,2,Research Director,2,Married,6871,25499,2,Y,No,11,3,2,80,1,11,2,3,36,9,0,2
44,No,Travel_Rarely,1499,Research & Development,5,1,Marketing,1,870,3,Male,82,1,1,Laboratory Technician,4,Divorced,6100,22261,3,Y,Yes,18,3,1,80,1,9,5,3,5,8,0,1
23,No,Travel_Frequently,1499,Research & Development,2,3,Life Sciences,1,11102493,2,Male,62,3,5,Laboratory Technician,3,Single,4471,26749,7,Y,No,11,4,4,80,2,37,4,3,0,8,0,9
18,No,Travel_Rarely,1080,Research & Development,1,2,Life Sciences,1,6778027,3,Female,30,3,1,Sales Executive,1,Single,3019,14970,8,Y,No,15,3,1,80,1,10,1,2,30,2,0,1
23,Yes,Travel_Rarely,1488,Research & Development,24,4,Other,1,15946364,1,Female,71,3,1,Laboratory Technician,2,Single,15818,19344,3,Y,No,17,3,1,80,2,9,2,3,6,7,1,2
21,No,Travel_Rarely,1499,Sales,2,4,Medical,1,16350561,1,Male,92,3,1,Manufacturing Director,1,Single,3032,23207,0,Y,No,20,3,3,80,2,9,3,3,4,1,2,3
43,No,Travel_Rarely,479,Human Resources,28,1,Life Sciences,1,14180899,2,Female,93,3,4,Research Scientist,3,Married,17907,25911,7,Y,No,16,4,4,80,1,11,2,3,4,13,0,5
19,No,Travel_Rarely,581,Research & Development,7,3,Life Sciences,1,12447646,3,Male,92,4,2,Manufacturing Director,3,Married,6602,14206,0,Y,Yes,11,3,3,80,0,33,2,2,18,0,0,6
27,No,Travel_Frequently,1499,Human Resources,1,3,Life Sciences,1,10970397,4,Female,89,3,3,Sales Executive,2,Married,6304,2094,2,Y,No,15,3,2,80,0,39,2,3,1,2,5,2
21,Yes,Travel_Rarely,467,Research & Development,10,2,Other,1,14062124,2,Male,71,2,2,Manufacturing Director,1,Married,4447,26999,9,Y,No,11,3,3,80,1,12,5,3,7,3,2,3
27,No,Travel_Rarely,1101,Research & Development,22,1,Medical,1,9959652,3,Male,52,3,1,Sales Executive,4,Married,5369,3752,1,Y,No,14,3,3,80,0,13,3,3,1,0,2,5
18,No,Travel_Rarely,1330,Research & Development,12,4,Medical,1,1627269,1,Female,99,4,3,Research Scientist,3,Divorced,4412,26999,1,Y,No,14,3,4,80,1,14,0,2,0,8,0,0
33,No,Travel_Frequently,1402,Sales,11,4,Medical,1,15678649,3,Female,80,3,5,Sales Executive,2,Married,8122,24248,3,Y,No,17,3,4,80,0,8,3,2,11,6,11,2
29,No,Travel_Rarely,1499,Sales,17,3,Medical,1,14603046,3,Female,53,3,1,Sales Executive,2,Divorced,8176,20965,6,Y,No,11,3,2,80,1,40,2,3,0,2,1,5
18,No,Travel_Frequently,767,Research & Development,11,4,Marketing,1,9227509,2,Male,81,3,2,Human Resources,1,Divorced,1934,7488,5,Y,No,14,3,1,80,0,8,3,2,5,4,5,2
18,No,Travel_Rarely,1499,Sales,10,1,Technical Degree,1,2363655,4,Male,79,3,2,Healthcare Representative,4,Single,5525,15435,7,Y,No,20,3,4,80,1,37,5,3,6,3,0,9
24,No,Travel_Rarely,513,Research & Development,14,1,Medical,1,682631,1,Female,79,3,5,Manager,1,Married,1574,24092,0,Y,Yes,15,3,1,80,0,26,3,1,2,4,1,4
40,No,Travel_Rarely,1322,Sales,3,4,Life Sciences,1,9703628,4,Female,81,3,1,Human Resources,3,Married,14916,16789,6,Y,No,21,3,4,80,0,27,2,2,8,8,2,5
18,No,Travel_Frequently,504,Sales,2,2,Medical,1,15760105,2,Female,67,2,1,Research Scientist,2,Married,6063,26999,1,Y,No,17,3,4,80,3,9,2,3,16,6,1,8
27,No,Travel_Rarely,1286,Research & Development,6,1,Human Resources,1,13959238,4,Female,59,4,2,Research Scientist,4,Married,3763,26999,0,Y,No,20,3,4,80,0,12,2,2,5,13,10,12
25,No,Non-Travel,1304,Sales,11,1,Human Resources,1,9170923,1,Male,46,3,2,Research Director,4,Single,7870,3587,0,Y,No,19,3,4,80,0,13,2,3,3,9,0,2
35,No,Travel_Rarely,1148,Sales,2,4,Other,1,5703400,4,Female,30,3,5,Research Director,1,Divorced,7058,12059,6,Y,No,18,3,4,80,1,38,2,3,7,1,1,4
